행정동,소계
합  계,1016368
의창구,213260
동읍,18608
북면,44723
대산면,7070
의창동,48103
팔룡동,25445
명곡동,39628
봉림동,29683
성산구,249769
반송동,38839
용지동,26116
중앙동,40406
상남동,26238
사파동,43951
가음정동,39095
성주동,27350
웅남동,7774
마산합포구,179400
구산면,4095
진동면,11744
진북면,3509
진전면,3788
현동,13557
가포동,5302
월영동,41373
문화동,10838
반월중앙동,13118
완월동,8284
자산동,8826
교방동,18894
오동동,18146
합포동,6523
산호동,11403
마산회원구,181466
내서읍,58970
회원1동,9408
회원2동,9415
석전동,15673
회성동,5149
양덕1동,10255
양덕2동,34529
합성1동,8598
합성2동,8844
구암1동,8028
구암2동,8881
봉암동,3716
진해구,192473
충무동,15530
여좌동,7816
태백동,3396
경화동,10288
병암동,6857
석동,17047
이동,8342
자은동,20056
덕산동,9087
풍호동,24698
웅천동,14423
웅동1동,8311
웅동2동,46622
,
※ 의창구-성산구 행정구역 조정(2021. 7. 1.시행) ,
- 의창구 퇴촌동(법정동) 일부 → 성산구 반송동,
- 의창구 대원동·두대동·삼동동·덕정동(법정동) →  성산구 중앙동,
- 의창구 용지동(행정동) → 성산구 용지동(행정동),
