행정동,소계
합  계,1082789
의창구,257242
동읍            ,23175
북면            ,29428
대산면          ,7624
의창동          ,38145
팔룡동          ,39640
명곡동          ,52228
봉림동          ,37019
용지동          ,29983
성산구,236580
반송동          ,47753
중앙동          ,25543
상남동          ,31951
사파동          ,53629
가음정동        ,37933
성주동          ,28817
웅남동          ,10954
마산합포구,184565
구산면          ,4990
진동면          ,13323
진북면          ,4522
진전면          ,4474
현동            ,9502
가포동          ,1055
월영동          ,30540
문화동          ,12703
반월동          ,8790
중앙동          ,8575
완월동          ,10966
자산동          ,12892
동서동          ,11371
성호동          ,4235
교방동          ,10760
노산동          ,7415
오동동          ,6524
합포동          ,8167
산호동          ,13761
마산회원구,213766
내서읍          ,72093
회원1동         ,12356
회원2동         ,12363
석전1동         ,6100
석전2동         ,9810
회성동          ,7617
양덕1동         ,12954
양덕2동         ,35438
합성1동         ,7675
합성2동         ,10130
구암1동         ,11056
구암2동         ,11310
봉암동          ,4864
진해구,190636
중앙동          ,8997
태평동          ,6707
충무동          ,4321
여좌동          ,10914
태백동          ,6408
경화동          ,10625
병암동          ,8628
석동            ,19136
이동            ,10753
자은동          ,15835
덕산동          ,11873
풍호동          ,26953
웅천동          ,4704
웅동1동         ,8949
웅동2동         ,35833
