행정동,소계
합  계,1057032
의창구,265762
동읍            ,20744
북면            ,42780
대산면          ,7716
의창동          ,50083
팔룡동          ,37529
명곡동          ,44321
봉림동          ,31560
용지동          ,31029
성산구,221816
반송동          ,42851
중앙동          ,24239
상남동          ,28960
사파동          ,46904
가음정동        ,42294
성주동          ,27474
웅남동          ,9094
마산합포구,178094
구산면          ,4635
진동면          ,12785
진북면          ,4068
진전면          ,4158
현동            ,14683
가포동          ,707
월영동          ,32963
문화동          ,11781
반월중앙동      ,15532
완월동          ,9674
자산동          ,11339
교방동          ,14801
오동동          ,20546
합포동          ,7196
산호동          ,13226
마산회원구,195314
내서읍          ,66731
회원1동         ,11124
회원2동         ,7749
석전동          ,17005
회성동          ,6617
양덕1동         ,11773
양덕2동         ,32477
합성1동         ,9743
합성2동         ,8298
구암1동         ,9564
구암2동         ,10097
봉암동          ,4136
진해구,196046
충무동          ,17832
여좌동          ,9095
태백동          ,5302
경화동          ,11605
병암동          ,7736
석동            ,17559
이동            ,8720
자은동          ,21847
덕산동          ,10365
풍호동          ,26409
웅천동          ,12662
웅동1동         ,7299
웅동2동         ,39615
"   * 마산합포구 교방동 : 교방동+노산동(2020.1.1.통합) 
   * 진해구 충무동 : 중앙동+태평동+충무동(2020.1.1.통합)",
