행정동,소계
합  계,1034754
의창구,218881
동읍            ,19489
북면            ,43315
대산면          ,7323
의창동          ,50357
팔룡동          ,26554
명곡동          ,41232
봉림동          ,30611
성산구,251778
반송동          ,40339
용지동          ,27550
중앙동,35714
상남동          ,27368
사파동          ,46428
가음정동        ,39872
성주동          ,26306
웅남동          ,8201
마산합포구,181390
구산면          ,4296
진동면          ,12108
진북면          ,3652
진전면          ,3867
현동            ,14014
가포동          ,2328
월영동          ,42548
문화동          ,11245
반월중앙동      ,13983
완월동          ,8869
자산동          ,10025
교방동          ,16064
오동동,19183
합포동          ,7086
산호동          ,12122
마산회원구,185460
내서읍          ,62723
회원1동         ,10051
회원2동         ,9961
석전동          ,16720
회성동          ,5770
양덕1동         ,10912
양덕2동         ,30793
합성1동         ,9052
합성2동         ,7641
구암1동         ,8731
구암2동         ,9368
봉암동          ,3738
진해구,197245
충무동          ,16667
여좌동          ,8401
태백동          ,3710
경화동          ,10944
병암동          ,7335
석동            ,17622
이동            ,8588
자은동          ,21012
덕산동          ,9930
풍호동          ,25420
웅천동          ,13276
웅동1동         ,8492
웅동2동         ,45848
,
※ 의창구-성산구 행정구역 조정(2021. 7. 1.시행),
- 의창구 퇴촌동(법정동) 일부 → 성산구 반송동,
- 의창구 대원동·두대동·삼동동·덕정동(법정동) →  성산구 중앙동,
- 의창구 용지동(행정동) → 성산구 용지동(행정동),
