행정동,소계
 합  계 ,"1,089,631 "
의창구," 263,677 "
동읍            ," 23,687 "
북면            ," 27,778 "
대산면          ," 7,885 "
의창동          ," 38,515 "
팔룡동          ," 42,994 "
명곡동          ," 53,579 "
봉림동          ," 38,010 "
용지동          ," 31,229 "
성산구," 242,105 "
반송동          ," 48,467 "
중앙동          ," 25,646 "
상남동          ," 32,429 "
사파동          ," 54,939 "
가음정동        ," 39,103 "
성주동          ," 29,979 "
웅남동          ," 11,542 "
마산합포구," 183,901 "
구산면          ," 5,187 "
진동면          ," 12,788 "
진북면          ," 4,632 "
진전면          ," 4,507 "
현동            ," 3,880 "
가포동          ," 1,340 "
월영동          ," 31,500 "
문화동          ," 13,233 "
반월동          ," 9,104 "
중앙동          ," 8,926 "
완월동          ," 11,372 "
자산동          ," 13,439 "
동서동          ," 11,679 "
성호동          ," 4,544 "
교방동          ," 11,320 "
노산동          ," 7,675 "
오동동          ," 6,622 "
합포동          ," 7,734 "
산호동          ," 14,419 "
마산회원구," 214,965 "
내서읍          ," 72,585 "
회원1동         ," 12,502 "
회원2동         ," 13,896 "
석전1동         ," 7,968 "
석전2동         ," 10,099 "
회성동          ," 7,805 "
양덕1동         ," 13,400 "
양덕2동         ," 29,270 "
합성1동         ," 8,703 "
합성2동         ," 10,441 "
구암1동         ," 11,551 "
구암2동         ," 11,609 "
봉암동          ," 5,136 "
진해구," 184,983 "
중앙동          ," 9,598 "
태평동          ," 6,781 "
충무동          ," 4,699 "
여좌동          ," 12,131 "
태백동          ," 6,838 "
경화동          ," 11,163 "
병암동          ," 8,972 "
석동            ," 19,871 "
이동            ," 11,486 "
자은동          ," 12,494 "
덕산동          ," 12,423 "
풍호동          ," 18,113 "
웅천동          ," 5,023 "
웅동1동         ," 9,554 "
웅동2동         ," 35,837 "
