행정동,소계
합  계,1072460
의창구,256353
동읍            ,22724
북면            ,35125
대산면          ,7479
의창동          ,37034
팔룡동          ,38236
명곡동          ,50241
봉림동          ,35218
용지동          ,30296
성산구,232603
반송동          ,46024
중앙동          ,25436
상남동          ,30802
사파동          ,51381
가음정동        ,40824
성주동          ,27806
웅남동          ,10330
마산합포구,183879
구산면          ,4964
진동면          ,13462
진북면          ,4364
진전면          ,4405
현동            ,13207
가포동          ,951
월영동          ,30649
문화동          ,12381
반월중앙동      ,16973
완월동          ,10674
자산동          ,12456
교방동          ,9552
노산동          ,6910
오동동          ,21468
합포동          ,8037
산호동          ,13426
마산회원구,207797
내서읍          ,70882
회원1동         ,12235
회원2동         ,10492
석전동          ,15240
회성동          ,7517
양덕1동         ,12615
양덕2동         ,35105
합성1동         ,7449
합성2동         ,9868
구암1동         ,10710
구암2동         ,10933
봉암동          ,4751
진해구,191828
중앙동          ,8741
태평동          ,6520
충무동          ,4194
여좌동          ,10393
태백동          ,6156
경화동          ,11591
병암동          ,8366
석동            ,18672
이동            ,10268
자은동          ,17769
덕산동          ,11499
풍호동          ,27047
웅천동          ,5809
웅동1동         ,7910
웅동2동         ,36893
"   * 마산합포구 오동동 : 오동동+성호동+동서동(통합) 
   * 마산합포구 반월중앙동 : 반월동+중앙동(통합) 
   * 마산회원구 석전동 : 석전1동+석전2동(통합) ",
