행정동,소계
합  계,1050207
의창구,265702
동읍            ,20227
북면            ,43655
대산면          ,7529
의창동          ,51220
팔룡동          ,38895
명곡동          ,42999
봉림동          ,30860
용지동          ,30317
성산구,217739
반송동          ,42161
중앙동          ,23926
상남동          ,28444
사파동          ,45908
가음정동        ,41530
성주동          ,27006
웅남동          ,8764
마산합포구,177758
구산면          ,4514
진동면          ,12534
진북면          ,3885
진전면          ,4118
현동            ,14398
가포동          ,974
월영동          ,35587
문화동          ,11439
반월중앙동      ,14951
완월동          ,9309
자산동          ,10917
교방동          ,15558
오동동          ,19819
합포동          ,6957
산호동          ,12798
마산회원구,193130
내서읍          ,65286
회원1동         ,10560
회원2동         ,10026
석전동          ,17242
회성동          ,6331
양덕1동         ,11375
양덕2동         ,31963
합성1동         ,9528
합성2동         ,7942
구암1동         ,9154
구암2동         ,9807
봉암동          ,3916
진해구,195878
충무동          ,17457
여좌동          ,8854
태백동          ,5059
경화동          ,11460
병암동          ,7581
석동            ,17587
이동            ,8675
자은동          ,21558
덕산동          ,10265
풍호동          ,26157
웅천동          ,12979
웅동1동         ,7114
웅동2동         ,41132
"   * 마산합포구 교방동 : 교방동+노산동(2020.1.1.통합) 
   * 진해구 충무동 : 중앙동+태평동+충무동(2020.1.1.통합)",
