행정동,소계
 합  계 ,"1,089,889 "
의창구," 263,864 "
동읍            ," 23,703 "
북면            ," 27,024 "
대산면          ," 7,898 "
의창동          ," 38,453 "
팔룡동          ," 43,976 "
명곡동          ," 53,592 "
봉림동          ," 37,973 "
용지동          ," 31,245 "
성산구," 241,918 "
반송동          ," 48,465 "
중앙동          ," 25,457 "
상남동          ," 32,442 "
사파동          ," 54,922 "
가음정동        ," 39,076 "
성주동          ," 29,991 "
웅남동          ," 11,565 "
마산합포구," 183,969 "
구산면          ," 5,200 "
진동면          ," 12,732 "
진북면          ," 4,655 "
진전면          ," 4,502 "
현동            ," 3,831 "
가포동          ," 1,356 "
월영동          ," 31,532 "
문화동          ," 13,246 "
반월동          ," 9,108 "
중앙동          ," 8,951 "
완월동          ," 11,359 "
자산동          ," 13,466 "
동서동          ," 11,666 "
성호동          ," 4,551 "
교방동          ," 11,356 "
노산동          ," 7,681 "
오동동          ," 6,606 "
합포동          ," 7,742 "
산호동          ," 14,429 "
마산회원구," 215,287 "
내서읍          ," 72,631 "
회원1동         ," 12,493 "
회원2동         ," 13,939 "
석전1동         ," 8,026 "
석전2동         ," 10,096 "
회성동          ," 7,827 "
양덕1동         ," 13,468 "
양덕2동         ," 29,298 "
합성1동         ," 8,766 "
합성2동         ," 10,460 "
구암1동         ," 11,544 "
구암2동         ," 11,581 "
봉암동          ," 5,158 "
진해구," 184,851 "
중앙동          ," 9,519 "
태평동          ," 6,798 "
충무동          ," 4,691 "
여좌동          ," 12,131 "
태백동          ," 6,844 "
경화동          ," 11,187 "
병암동          ," 8,984 "
석동            ," 19,847 "
이동            ," 11,545 "
자은동          ," 12,463 "
덕산동          ," 12,432 "
풍호동          ," 18,103 "
웅천동          ," 5,026 "
웅동1동         ," 9,574 "
웅동2동         ," 35,707 "
