행정동,소계
합  계,1046914
의창구,221155
동읍            ,19965
북면            ,43627
대산면          ,7432
의창동          ,50708
팔룡동          ,26639
명곡동          ,42093
봉림동          ,30691
성산구,256182
반송동          ,41436
용지동          ,29907
중앙동          ,35744
상남동          ,28009
사파동          ,45111
가음정동        ,40791
성주동          ,26681
웅남동          ,8503
마산합포구,182963
구산면          ,4394
진동면          ,12360
진북면          ,3714
진전면          ,3969
현동            ,14215
가포동          ,1116
월영동          ,42584
문화동          ,11281
반월중앙동      ,14567
완월동          ,9048
자산동          ,10382
교방동          ,16143
오동동          ,19499
합포동          ,7270
산호동          ,12421
마산회원구,189407
내서읍          ,64095
회원1동         ,10265
회원2동         ,10075
석전동          ,17053
회성동          ,6113
양덕1동         ,11122
양덕2동         ,31366
합성1동         ,9356
합성2동         ,7677
구암1동         ,8960
구암2동         ,9559
봉암동          ,3766
진해구,197207
충무동          ,17059
여좌동          ,8541
태백동          ,4690
경화동          ,11193
병암동          ,7512
석동            ,17604
이동            ,8685
자은동          ,21401
덕산동          ,10205
풍호동          ,25885
웅천동          ,13192
웅동1동         ,7128
웅동2동         ,44112
,
※ 의창구-성산구 행정구역 조정(2021. 7. 1.시행),
- 의창구 퇴촌동(법정동) 일부 → 성산구 반송동,
- 의창구 대원동·두대동·삼동동·덕정동(법정동) →  성산구 중앙동,
- 의창구 용지동(행정동) → 성산구 용지동(행정동),
