행정동,소계
합  계,1070349
의창구,257166
동읍            ,22082
북면            ,40620
대산면          ,7287
의창동          ,35637
팔룡동          ,37009
명곡동          ,48104
봉림동          ,33539
용지동          ,32888
성산구,231734
반송동          ,44967
중앙동          ,25227
상남동          ,30144
사파동          ,49655
가음정동        ,44078
성주동          ,27819
웅남동          ,9844
마산합포구,183383
구산면          ,4883
진동면          ,13276
진북면          ,4319
진전면          ,4309
현동            ,13792
가포동          ,813
월영동          ,32451
문화동          ,12360
반월중앙동      ,16397
완월동          ,10306
자산동          ,12055
교방동          ,9097
노산동          ,6663
오동동          ,21091
합포동          ,7734
산호동          ,13837
마산회원구,202125
내서읍          ,69768
회원1동         ,11819
회원2동         ,8606
석전동          ,14675
회성동          ,7164
양덕1동         ,12380
양덕2동         ,33997
합성1동         ,9119
합성2동         ,8985
구암1동         ,10307
구암2동         ,10679
봉암동          ,4626
진해구,195941
중앙동          ,8410
태평동          ,6390
충무동          ,3974
여좌동          ,9852
태백동          ,5857
경화동          ,11252
병암동          ,8075
석동            ,18129
이동            ,9616
자은동          ,20296
덕산동          ,10900
풍호동          ,26811
웅천동          ,9976
웅동1동         ,7592
웅동2동         ,38811
"   * 마산합포구 오동동 : 오동동+성호동+동서동(2017.1.1.통합) 
   * 마산합포구 반월중앙동 : 반월동+중앙동(2017.1.1.통합)
   * 마산회원구 석전동 : 석전1동+석전2동(2017.1.1.통합)",
