행정동,소계
 합  계 ,"1,091,180 "
의창구," 262,655 "
동읍            ," 23,722 "
북면            ," 24,054 "
대산면          ," 7,930 "
의창동          ," 38,665 "
팔룡동          ," 44,759 "
명곡동          ," 53,886 "
봉림동          ," 38,198 "
용지동          ," 31,441 "
성산구," 242,840 "
반송동          ," 48,595 "
중앙동          ," 25,430 "
상남동          ," 32,642 "
사파동          ," 55,115 "
가음정동        ," 39,332 "
성주동          ," 30,120 "
웅남동          ," 11,606 "
마산합포구," 184,223 "
구산면          ," 5,205 "
진동면          ," 12,614 "
진북면          ," 4,657 "
진전면          ," 4,521 "
현동            ," 3,408 "
가포동          ," 1,432 "
월영동          ," 31,726 "
문화동          ," 13,322 "
반월동          ," 9,143 "
중앙동          ," 8,972 "
완월동          ," 11,432 "
자산동          ," 13,564 "
동서동          ," 11,680 "
성호동          ," 4,578 "
교방동          ," 11,386 "
노산동          ," 7,751 "
오동동          ," 6,526 "
합포동          ," 7,816 "
산호동          ," 14,490 "
마산회원구," 216,256 "
내서읍          ," 72,936 "
회원1동         ," 12,518 "
회원2동         ," 14,041 "
석전1동         ," 8,080 "
석전2동         ," 10,113 "
회성동          ," 7,880 "
양덕1동         ," 13,463 "
양덕2동         ," 29,418 "
합성1동         ," 8,883 "
합성2동         ," 10,529 "
구암1동         ," 11,590 "
구암2동         ," 11,639 "
봉암동          ," 5,166 "
진해구," 185,206 "
중앙동          ," 9,511 "
태평동          ," 6,837 "
충무동          ," 4,686 "
여좌동          ," 12,161 "
태백동          ," 6,890 "
경화동          ," 11,162 "
병암동          ," 9,035 "
석동            ," 19,877 "
이동            ," 11,581 "
자은동          ," 12,507 "
덕산동          ," 12,415 "
풍호동          ," 18,184 "
웅천동          ," 5,054 "
웅동1동         ," 9,651 "
웅동2동         ," 35,655 "
