행정동,소계
합  계,1024367
의창구,215201
동읍            ,18796
북면            ,43316
대산면          ,7223
의창동          ,49188
팔룡동          ,26133
명곡동          ,39949
봉림동          ,30596
성산구,249616
반송동          ,39617
용지동          ,26947
중앙동,38447
상남동          ,26769
사파동          ,45264
가음정동        ,38110
성주동          ,26386
웅남동          ,8076
마산합포구,181978
구산면          ,4154
진동면          ,11924
진북면          ,3615
진전면          ,3828
현동            ,13713
가포동          ,4436
월영동          ,41901
문화동          ,11095
반월중앙동      ,13424
완월동          ,8553
자산동          ,9222
교방동          ,19098
오동동,18516
합포동          ,6760
산호동          ,11739
마산회원구,182397
내서읍          ,60522
회원1동         ,9739
회원2동         ,9694
석전동          ,16191
회성동          ,5356
양덕1동         ,10636
양덕2동         ,32684
합성1동         ,8838
합성2동         ,7369
구암1동         ,8433
구암2동         ,9145
봉암동          ,3790
진해구,195175
충무동          ,16026
여좌동          ,8008
태백동          ,3541
경화동          ,10668
병암동          ,7040
석동            ,17355
이동            ,8503
자은동          ,20417
덕산동          ,9412
풍호동          ,25027
웅천동          ,14038
웅동1동         ,8446
웅동2동         ,46694
,
※ 의창구-성산구 행정구역 조정(2021. 7. 1.시행),
- 의창구 퇴촌동(법정동) 일부 → 성산구 반송동,
- 의창구 대원동·두대동·삼동동·덕정동(법정동) →  성산구 중앙동,
- 의창구 용지동(행정동) → 성산구 용지동(행정동),
