행정동,소계
합  계,1048231
의창구,264150
동읍            ,20061
북면            ,43641
대산면          ,7465
의창동          ,50989
팔룡동          ,38591
명곡동          ,42548
봉림동          ,30781
용지동          ,30074
성산구,216038
반송동          ,41737
중앙동          ,23889
상남동          ,28146
사파동          ,45570
가음정동        ,41206
성주동          ,26831
웅남동          ,8659
마산합포구,180820
구산면          ,4451
진동면          ,12398
진북면          ,3815
진전면          ,4057
현동            ,14281
가포동          ,1011
월영동          ,39668
문화동          ,11349
반월중앙동      ,14739
완월동          ,9212
자산동          ,10734
교방동          ,15972
오동동          ,19665
합포동          ,6878
산호동          ,12590
마산회원구,191448
내서읍          ,64595
회원1동         ,10416
회원2동         ,10148
석전동          ,17156
회성동          ,6252
양덕1동         ,11258
양덕2동         ,31664
합성1동         ,9442
합성2동         ,7849
구암1동         ,9105
구암2동         ,9701
봉암동          ,3862
진해구,195775
충무동          ,17186
여좌동          ,8724
태백동          ,4980
경화동          ,11368
병암동          ,7542
석동            ,17451
이동            ,8673
자은동          ,21539
덕산동          ,10232
풍호동          ,25951
웅천동          ,13053
웅동1동         ,7048
웅동2동         ,42028
