행정동,소계
합  계,1016940
의창구,213437
동읍,18589
북면,44627
대산면,7116
의창동,48163
팔룡동,25442
명곡동,39701
봉림동,29799
성산구,249674
반송동,38884
용지동,26132
중앙동,40366
상남동,26222
사파동,44028
가음정동,38869
성주동,27353
웅남동,7820
마산합포구,179536
구산면,4100
진동면,11748
진북면,3525
진전면,3794
현동,13556
가포동,5279
월영동,41367
문화동,10839
반월중앙동,13149
완월동,8303
자산동,8855
교방동,18875
오동동,18182
합포동,6536
산호동,11428
마산회원구,181667
내서읍,59091
회원1동,9415
회원2동,9434
석전동,15702
회성동,5141
양덕1동,10265
양덕2동,34498
합성1동,8601
합성2동,8869
구암1동,8024
구암2동,8910
봉암동,3717
진해구,192626
충무동,15519
여좌동,7815
태백동,3412
경화동,10349
병암동,6828
석동,17088
이동,8362
자은동,20036
덕산동,9139
풍호동,24693
웅천동,14428
웅동1동,8318
웅동2동,46639
,
※ 의창구-성산구 행정구역 조정(2021. 7. 1.시행) ,
- 의창구 퇴촌동(법정동) 일부 → 성산구 반송동,
- 의창구 대원동·두대동·삼동동·덕정동(법정동) →  성산구 중앙동,
- 의창구 용지동(행정동) → 성산구 용지동(행정동),
