행정동,소계
합  계,1026988
의창구,217364
동읍            ,19128
북면            ,43458
대산면          ,7280
의창동          ,49798
팔룡동          ,26407
명곡동          ,40504
봉림동          ,30789
성산구,249634
반송동          ,40125
용지동          ,27243
중앙동,35990
상남동          ,27069
사파동          ,46136
가음정동        ,38755
성주동          ,26107
웅남동          ,8209
마산합포구,181489
구산면          ,4223
진동면          ,12024
진북면          ,3678
진전면          ,3828
현동            ,13836
가포동          ,2499
월영동          ,42407
문화동          ,11172
반월중앙동      ,13691
완월동          ,8741
자산동          ,9519
교방동          ,18309
오동동,18782
합포동          ,6910
산호동          ,11870
마산회원구,182828
내서읍          ,61691
회원1동         ,9832
회원2동         ,9778
석전동          ,16495
회성동          ,5548
양덕1동         ,10759
양덕2동         ,30597
합성1동         ,8962
합성2동         ,7557
구암1동         ,8611
구암2동         ,9230
봉암동          ,3768
진해구,195673
충무동          ,16316
여좌동          ,8219
태백동          ,3610
경화동          ,10808
병암동          ,7192
석동            ,17456
이동            ,8513
자은동          ,20840
덕산동          ,9740
풍호동          ,25323
웅천동          ,13345
웅동1동         ,8616
웅동2동         ,45695
,
※ 의창구-성산구 행정구역 조정(2021. 7. 1.시행),
- 의창구 퇴촌동(법정동) 일부 → 성산구 반송동,
- 의창구 대원동·두대동·삼동동·덕정동(법정동) →  성산구 중앙동,
- 의창구 용지동(행정동) → 성산구 용지동(행정동),
