행정동,소계
합  계,1021398
의창구,213963
동읍,18519
북면,43232
대산면,7174
의창동,48881
팔룡동,25785
명곡동,40166
봉림동,30206
성산구,249817
반송동,39369
용지동,26606
중앙동,39776
상남동,26604
사파동,44908
가음정동,37938
성주동,26680
웅남동,7936
마산합포구,181188
구산면,4122
진동면,11851
진북면,3578
진전면,3802
현동,13712
가포동,5060
월영동,41724
문화동,10917
반월중앙동,13306
완월동,8407
자산동,8979
교방동,19037
오동동,18426
합포동,6637
산호동,11630
마산회원구,181878
내서읍,60085
회원1동,9601
회원2동,9556
석전동,15980
회성동,5226
양덕1동,10465
양덕2동,32613
합성1동,8688
합성2동,8703
구암1동,8219
구암2동,8996
봉암동,3746
진해구,194552
충무동,15778
여좌동,7913
태백동,3474
경화동,10555
병암동,6919
석동,17333
이동,8373
자은동,20360
덕산동,9296
풍호동,24910
웅천동,14418
웅동1동,8428
웅동2동,46795
,
※ 의창구-성산구 행정구역 조정(2021. 7. 1.시행) ,
- 의창구 퇴촌동(법정동) 일부 → 성산구 반송동,
- 의창구 대원동·두대동·삼동동·덕정동(법정동) →  성산구 중앙동,
- 의창구 용지동(행정동) → 성산구 용지동(행정동),
