행정동,소계
합  계,1029056
의창구,218034
동읍            ,19213
북면            ,43493
대산면          ,7278
의창동          ,49987
팔룡동          ,26521
명곡동          ,40764
봉림동          ,30778
성산구,250254
반송동          ,40231
용지동          ,27358
중앙동,35924
상남동          ,27130
사파동          ,46231
가음정동        ,39006
성주동          ,26130
웅남동          ,8244
마산합포구,180385
구산면          ,4249
진동면          ,12092
진북면          ,3686
진전면          ,3872
현동            ,13971
가포동          ,2313
월영동          ,42564
문화동          ,11274
반월중앙동      ,13864
완월동          ,8829
자산동          ,9692
교방동          ,15973
오동동,18980
합포동          ,6986
산호동          ,12040
마산회원구,184144
내서읍          ,62101
회원1동         ,9986
회원2동         ,9948
석전동          ,16639
회성동          ,5601
양덕1동         ,10821
양덕2동         ,30673
합성1동         ,9030
합성2동         ,7601
구암1동         ,8679
구암2동         ,9284
봉암동          ,3781
진해구,196239
충무동          ,16479
여좌동          ,8266
태백동          ,3625
경화동          ,10868
병암동          ,7253
석동            ,17524
이동            ,8550
자은동          ,20895
덕산동          ,9853
풍호동          ,25266
웅천동          ,13326
웅동1동         ,8582
웅동2동         ,45752
,
※ 의창구-성산구 행정구역 조정(2021. 7. 1.시행),
- 의창구 퇴촌동(법정동) 일부 → 성산구 반송동,
- 의창구 대원동·두대동·삼동동·덕정동(법정동) →  성산구 중앙동,
- 의창구 용지동(행정동) → 성산구 용지동(행정동),
