행정동,소계
합  계,1017398
의창구,213745
동읍,18589
북면,44574
대산면,7149
의창동,48261
팔룡동,25445
명곡동,39796
봉림동,29931
성산구,249220
반송동,38951
용지동,26189
중앙동,40063
상남동,26277
사파동,44176
가음정동,38285
성주동,27419
웅남동,7860
마산합포구,179704
구산면,4110
진동면,11766
진북면,3529
진전면,3789
현동,13548
가포동,5253
월영동,41399
문화동,10840
반월중앙동,13163
완월동,8304
자산동,8866
교방동,18893
오동동,18234
합포동,6579
산호동,11431
마산회원구,181791
내서읍,59189
회원1동,9433
회원2동,9444
석전동,15711
회성동,5153
양덕1동,10296
양덕2동,34439
합성1동,8613
합성2동,8847
구암1동,8048
구암2동,8896
봉암동,3722
진해구,192938
충무동,15565
여좌동,7840
태백동,3428
경화동,10388
병암동,6838
석동,17126
이동,8371
자은동,20069
덕산동,9182
풍호동,24698
웅천동,14435
웅동1동,8337
웅동2동,46661
,
※ 의창구-성산구 행정구역 조정(2021. 7. 1.시행) ,
- 의창구 퇴촌동(법정동) 일부 → 성산구 반송동,
- 의창구 대원동·두대동·삼동동·덕정동(법정동) →  성산구 중앙동,
- 의창구 용지동(행정동) → 성산구 용지동(행정동),
