행정동,소계,year,소계_Lag1,소계_MoM_Change
충무동,4214.0,201708,4207.0,7.0
충무동,4194.0,201709,4214.0,-20.0
충무동,4183.0,201710,4194.0,-11.0
충무동,4154.0,201711,4183.0,-29.0
충무동,4139.0,201712,4154.0,-15.0
충무동,4098.0,201801,4139.0,-41.0
충무동,4094.0,201802,4098.0,-4.0
충무동,4056.0,201803,4094.0,-38.0
충무동,4016.0,201804,4056.0,-40.0
충무동,4015.0,201805,4016.0,-1.0
충무동,4001.0,201806,4015.0,-14.0
충무동,4008.0,201807,4001.0,7.0
충무동,3978.0,201808,4008.0,-30.0
충무동,3974.0,201809,3978.0,-4.0
충무동,3962.0,201810,3974.0,-12.0
충무동,3951.0,201811,3962.0,-11.0
충무동,3898.0,201812,3951.0,-53.0
충무동,3902.0,201901,3898.0,4.0
충무동,3880.0,201902,3902.0,-22.0
충무동,3852.0,201903,3880.0,-28.0
충무동,3832.0,201904,3852.0,-20.0
충무동,3835.0,201905,3832.0,3.0
충무동,3802.0,201906,3835.0,-33.0
충무동,3789.0,201907,3802.0,-13.0
충무동,3735.0,201908,3789.0,-54.0
충무동,3764.0,201909,3735.0,29.0
충무동,3764.0,201910,3764.0,0.0
충무동,3743.0,201911,3764.0,-21.0
충무동,3810.0,201912,3743.0,67.0
충무동,18029.0,202001,3810.0,14219.0
충무동,17930.0,202002,18029.0,-99.0
충무동,17832.0,202003,17930.0,-98.0
충무동,17767.0,202004,17832.0,-65.0
충무동,17707.0,202005,17767.0,-60.0
충무동,17711.0,202006,17707.0,4.0
충무동,17696.0,202007,17711.0,-15.0
충무동,17638.0,202008,17696.0,-58.0
충무동,17576.0,202009,17638.0,-62.0
충무동,17525.0,202010,17576.0,-51.0
충무동,17442.0,202011,17525.0,-83.0
충무동,17457.0,202012,17442.0,15.0
충무동,17394.0,202101,17457.0,-63.0
충무동,17289.0,202102,17394.0,-105.0
충무동,17186.0,202103,17289.0,-103.0
충무동,17173.0,202104,17186.0,-13.0
충무동,17092.0,202105,17173.0,-81.0
충무동,17090.0,202106,17092.0,-2.0
충무동,17071.0,202107,17090.0,-19.0
충무동,17059.0,202108,17071.0,-12.0
충무동,17059.0,202109,17059.0,0.0
충무동,17048.0,202110,17059.0,-11.0
충무동,17103.0,202111,17048.0,55.0
충무동,17073.0,202112,17103.0,-30.0
충무동,17007.0,202201,17073.0,-66.0
충무동,16942.0,202202,17007.0,-65.0
충무동,16916.0,202203,16942.0,-26.0
충무동,16868.0,202204,16916.0,-48.0
충무동,16824.0,202205,16868.0,-44.0
충무동,16773.0,202206,16824.0,-51.0
충무동,16722.0,202207,16773.0,-51.0
충무동,16689.0,202208,16722.0,-33.0
충무동,16696.0,202209,16689.0,7.0
충무동,16686.0,202210,16696.0,-10.0
충무동,16634.0,202211,16686.0,-52.0
충무동,16621.0,202212,16634.0,-13.0
충무동,16667.0,202301,16621.0,46.0
충무동,16619.0,202302,16667.0,-48.0
충무동,16547.0,202303,16619.0,-72.0
충무동,16494.0,202304,16547.0,-53.0
충무동,16502.0,202305,16494.0,8.0
충무동,16475.0,202306,16502.0,-27.0
충무동,16479.0,202307,16475.0,4.0
충무동,16403.0,202308,16479.0,-76.0
충무동,16342.0,202309,16403.0,-61.0
충무동,16316.0,202310,16342.0,-26.0
충무동,16314.0,202311,16316.0,-2.0
충무동,16374.0,202312,16314.0,60.0
충무동,16368.0,202401,16374.0,-6.0
충무동,16232.0,202402,16368.0,-136.0
충무동,16161.0,202403,16232.0,-71.0
충무동,16056.0,202404,16161.0,-105.0
충무동,16039.0,202405,16056.0,-17.0
충무동,16026.0,202406,16039.0,-13.0
충무동,15942.0,202407,16026.0,-84.0
충무동,15918.0,202408,15942.0,-24.0
충무동,15861.0,202409,15918.0,-57.0
충무동,15833.0,202410,15861.0,-28.0
충무동,15767.0,202411,15833.0,-66.0
충무동,15778.0,202412,15767.0,11.0
충무동,15778.0,202501,15778.0,0.0
충무동,15643.0,202502,15778.0,-135.0
충무동,15582.0,202503,15643.0,-61.0
충무동,15557.0,202504,15582.0,-25.0
충무동,15565.0,202505,15557.0,8.0
충무동,15519.0,202506,15565.0,-46.0
충무동,15530.0,202507,15519.0,11.0
충무동,15534.0,202508,15530.0,4.0
태백동,6890.0,201501,,
태백동,6905.0,201502,6890.0,15.0
태백동,6844.0,201503,6905.0,-61.0
태백동,6838.0,201504,6844.0,-6.0
태백동,6804.0,201505,6838.0,-34.0
태백동,6729.0,201506,6804.0,-75.0
태백동,6709.0,201507,6729.0,-20.0
태백동,6695.0,201508,6709.0,-14.0
태백동,6687.0,201509,6695.0,-8.0
태백동,6661.0,201510,6687.0,-26.0
태백동,6610.0,201511,6661.0,-51.0
태백동,6581.0,201512,6610.0,-29.0
태백동,6533.0,201601,6581.0,-48.0
태백동,6510.0,201602,6533.0,-23.0
태백동,6486.0,201603,6510.0,-24.0
태백동,6471.0,201604,6486.0,-15.0
태백동,6479.0,201605,6471.0,8.0
태백동,6475.0,201606,6479.0,-4.0
태백동,6444.0,201607,6475.0,-31.0
태백동,6432.0,201608,6444.0,-12.0
태백동,6408.0,201609,6432.0,-24.0
태백동,6395.0,201610,6408.0,-13.0
태백동,6355.0,201611,6395.0,-40.0
태백동,6334.0,201612,6355.0,-21.0
태백동,6327.0,201701,6334.0,-7.0
태백동,6292.0,201702,6327.0,-35.0
태백동,6254.0,201703,6292.0,-38.0
태백동,6252.0,201704,6254.0,-2.0
태백동,6227.0,201705,6252.0,-25.0
태백동,6218.0,201706,6227.0,-9.0
태백동,6212.0,201707,6218.0,-6.0
태백동,6168.0,201708,6212.0,-44.0
태백동,6156.0,201709,6168.0,-12.0
태백동,6144.0,201710,6156.0,-12.0
태백동,6104.0,201711,6144.0,-40.0
태백동,6079.0,201712,6104.0,-25.0
태백동,6061.0,201801,6079.0,-18.0
태백동,6044.0,201802,6061.0,-17.0
태백동,6028.0,201803,6044.0,-16.0
태백동,5938.0,201804,6028.0,-90.0
태백동,5926.0,201805,5938.0,-12.0
태백동,5911.0,201806,5926.0,-15.0
태백동,5890.0,201807,5911.0,-21.0
태백동,5856.0,201808,5890.0,-34.0
태백동,5857.0,201809,5856.0,1.0
태백동,5825.0,201810,5857.0,-32.0
태백동,5788.0,201811,5825.0,-37.0
태백동,5766.0,201812,5788.0,-22.0
태백동,5712.0,201901,5766.0,-54.0
태백동,5674.0,201902,5712.0,-38.0
태백동,5641.0,201903,5674.0,-33.0
태백동,5596.0,201904,5641.0,-45.0
태백동,5567.0,201905,5596.0,-29.0
태백동,5563.0,201906,5567.0,-4.0
태백동,5519.0,201907,5563.0,-44.0
태백동,5478.0,201908,5519.0,-41.0
태백동,5454.0,201909,5478.0,-24.0
태백동,5437.0,201910,5454.0,-17.0
태백동,5411.0,201911,5437.0,-26.0
태백동,5368.0,201912,5411.0,-43.0
태백동,5355.0,202001,5368.0,-13.0
태백동,5347.0,202002,5355.0,-8.0
태백동,5302.0,202003,5347.0,-45.0
태백동,5291.0,202004,5302.0,-11.0
태백동,5260.0,202005,5291.0,-31.0
태백동,5264.0,202006,5260.0,4.0
태백동,5248.0,202007,5264.0,-16.0
태백동,5215.0,202008,5248.0,-33.0
태백동,5201.0,202009,5215.0,-14.0
태백동,5143.0,202010,5201.0,-58.0
태백동,5119.0,202011,5143.0,-24.0
태백동,5059.0,202012,5119.0,-60.0
태백동,5044.0,202101,5059.0,-15.0
태백동,5000.0,202102,5044.0,-44.0
태백동,4980.0,202103,5000.0,-20.0
태백동,4943.0,202104,4980.0,-37.0
태백동,4956.0,202105,4943.0,13.0
태백동,4934.0,202106,4956.0,-22.0
태백동,4887.0,202107,4934.0,-47.0
태백동,4836.0,202108,4887.0,-51.0
태백동,4690.0,202109,4836.0,-146.0
태백동,4486.0,202110,4690.0,-204.0
태백동,4279.0,202111,4486.0,-207.0
태백동,4146.0,202112,4279.0,-133.0
태백동,4092.0,202201,4146.0,-54.0
태백동,4041.0,202202,4092.0,-51.0
태백동,3987.0,202203,4041.0,-54.0
태백동,3939.0,202204,3987.0,-48.0
태백동,3861.0,202205,3939.0,-78.0
태백동,3823.0,202206,3861.0,-38.0
태백동,3805.0,202207,3823.0,-18.0
태백동,3804.0,202208,3805.0,-1.0
태백동,3798.0,202209,3804.0,-6.0
태백동,3781.0,202210,3798.0,-17.0
태백동,3745.0,202211,3781.0,-36.0
태백동,3741.0,202212,3745.0,-4.0
태백동,3710.0,202301,3741.0,-31.0
태백동,3692.0,202302,3710.0,-18.0
태백동,3672.0,202303,3692.0,-20.0
태백동,3669.0,202304,3672.0,-3.0
태백동,3642.0,202305,3669.0,-27.0
태백동,3629.0,202306,3642.0,-13.0
태백동,3625.0,202307,3629.0,-4.0
태백동,3621.0,202308,3625.0,-4.0
태백동,3620.0,202309,3621.0,-1.0
태백동,3610.0,202310,3620.0,-10.0
태백동,3602.0,202311,3610.0,-8.0
태백동,3590.0,202312,3602.0,-12.0
태백동,3576.0,202401,3590.0,-14.0
태백동,3574.0,202402,3576.0,-2.0
태백동,3574.0,202403,3574.0,0.0
태백동,3560.0,202404,3574.0,-14.0
태백동,3556.0,202405,3560.0,-4.0
태백동,3541.0,202406,3556.0,-15.0
태백동,3540.0,202407,3541.0,-1.0
태백동,3535.0,202408,3540.0,-5.0
태백동,3529.0,202409,3535.0,-6.0
태백동,3510.0,202410,3529.0,-19.0
태백동,3485.0,202411,3510.0,-25.0
태백동,3474.0,202412,3485.0,-11.0
태백동,3469.0,202501,3474.0,-5.0
태백동,3454.0,202502,3469.0,-15.0
태백동,3442.0,202503,3454.0,-12.0
태백동,3454.0,202504,3442.0,12.0
태백동,3428.0,202505,3454.0,-26.0
태백동,3412.0,202506,3428.0,-16.0
태백동,3396.0,202507,3412.0,-16.0
태백동,3392.0,202508,3396.0,-4.0
태평동,6837.0,201501,,
태평동,6828.0,201502,6837.0,-9.0
태평동,6798.0,201503,6828.0,-30.0
태평동,6781.0,201504,6798.0,-17.0
태평동,6825.0,201505,6781.0,44.0
태평동,6912.0,201506,6825.0,87.0
태평동,6962.0,201507,6912.0,50.0
태평동,7008.0,201508,6962.0,46.0
태평동,6870.0,201509,7008.0,-138.0
태평동,6841.0,201510,6870.0,-29.0
태평동,6817.0,201511,6841.0,-24.0
태평동,6777.0,201512,6817.0,-40.0
태평동,6785.0,201601,6777.0,8.0
태평동,6789.0,201602,6785.0,4.0
태평동,6770.0,201603,6789.0,-19.0
태평동,6767.0,201604,6770.0,-3.0
태평동,6782.0,201605,6767.0,15.0
태평동,6777.0,201606,6782.0,-5.0
태평동,6728.0,201607,6777.0,-49.0
태평동,6720.0,201608,6728.0,-8.0
태평동,6707.0,201609,6720.0,-13.0
태평동,6686.0,201610,6707.0,-21.0
태평동,6694.0,201611,6686.0,8.0
태평동,6703.0,201612,6694.0,9.0
태평동,6706.0,201701,6703.0,3.0
태평동,6714.0,201702,6706.0,8.0
태평동,6683.0,201703,6714.0,-31.0
태평동,6665.0,201704,6683.0,-18.0
태평동,6632.0,201705,6665.0,-33.0
태평동,6588.0,201706,6632.0,-44.0
태평동,6562.0,201707,6588.0,-26.0
태평동,6518.0,201708,6562.0,-44.0
태평동,6520.0,201709,6518.0,2.0
태평동,6520.0,201710,6520.0,0.0
태평동,6472.0,201711,6520.0,-48.0
태평동,6460.0,201712,6472.0,-12.0
태평동,6478.0,201801,6460.0,18.0
태평동,6478.0,201802,6478.0,0.0
태평동,6463.0,201803,6478.0,-15.0
태평동,6444.0,201804,6463.0,-19.0
태평동,6464.0,201805,6444.0,20.0
태평동,6463.0,201806,6464.0,-1.0
태평동,6415.0,201807,6463.0,-48.0
태평동,6409.0,201808,6415.0,-6.0
태평동,6390.0,201809,6409.0,-19.0
태평동,6400.0,201810,6390.0,10.0
태평동,6355.0,201811,6400.0,-45.0
태평동,6335.0,201812,6355.0,-20.0
태평동,6310.0,201901,6335.0,-25.0
태평동,6302.0,201902,6310.0,-8.0
태평동,6247.0,201903,6302.0,-55.0
태평동,6261.0,201904,6247.0,14.0
태평동,6268.0,201905,6261.0,7.0
태평동,6267.0,201906,6268.0,-1.0
태평동,6249.0,201907,6267.0,-18.0
태평동,6154.0,201908,6249.0,-95.0
태평동,6161.0,201909,6154.0,7.0
태평동,6189.0,201910,6161.0,28.0
태평동,6186.0,201911,6189.0,-3.0
태평동,6123.0,201912,6186.0,-63.0
풍호동,18184.0,201501,,
풍호동,18163.0,201502,18184.0,-21.0
풍호동,18103.0,201503,18163.0,-60.0
풍호동,18113.0,201504,18103.0,10.0
풍호동,18141.0,201505,18113.0,28.0
풍호동,18057.0,201506,18141.0,-84.0
풍호동,17968.0,201507,18057.0,-89.0
풍호동,18021.0,201508,17968.0,53.0
풍호동,19142.0,201509,18021.0,1121.0
풍호동,19514.0,201510,19142.0,372.0
풍호동,21755.0,201511,19514.0,2241.0
풍호동,23321.0,201512,21755.0,1566.0
풍호동,24047.0,201601,23321.0,726.0
풍호동,24641.0,201602,24047.0,594.0
풍호동,24914.0,201603,24641.0,273.0
풍호동,25036.0,201604,24914.0,122.0
풍호동,25324.0,201605,25036.0,288.0
풍호동,25988.0,201606,25324.0,664.0
풍호동,26426.0,201607,25988.0,438.0
풍호동,26717.0,201608,26426.0,291.0
풍호동,26953.0,201609,26717.0,236.0
풍호동,27122.0,201610,26953.0,169.0
풍호동,27201.0,201611,27122.0,79.0
풍호동,27227.0,201612,27201.0,26.0
풍호동,27234.0,201701,27227.0,7.0
풍호동,27220.0,201702,27234.0,-14.0
풍호동,27229.0,201703,27220.0,9.0
풍호동,27193.0,201704,27229.0,-36.0
풍호동,27207.0,201705,27193.0,14.0
풍호동,27137.0,201706,27207.0,-70.0
풍호동,27167.0,201707,27137.0,30.0
풍호동,27061.0,201708,27167.0,-106.0
풍호동,27047.0,201709,27061.0,-14.0
풍호동,27070.0,201710,27047.0,23.0
풍호동,27040.0,201711,27070.0,-30.0
풍호동,26951.0,201712,27040.0,-89.0
풍호동,26874.0,201801,26951.0,-77.0
풍호동,26822.0,201802,26874.0,-52.0
풍호동,26885.0,201803,26822.0,63.0
풍호동,26810.0,201804,26885.0,-75.0
풍호동,26799.0,201805,26810.0,-11.0
풍호동,26772.0,201806,26799.0,-27.0
풍호동,26810.0,201807,26772.0,38.0
풍호동,26810.0,201808,26810.0,0.0
풍호동,26811.0,201809,26810.0,1.0
풍호동,26796.0,201810,26811.0,-15.0
풍호동,26774.0,201811,26796.0,-22.0
풍호동,26759.0,201812,26774.0,-15.0
풍호동,26707.0,201901,26759.0,-52.0
풍호동,26665.0,201902,26707.0,-42.0
풍호동,26697.0,201903,26665.0,32.0
풍호동,26696.0,201904,26697.0,-1.0
풍호동,26708.0,201905,26696.0,12.0
풍호동,26689.0,201906,26708.0,-19.0
풍호동,26680.0,201907,26689.0,-9.0
풍호동,26514.0,201908,26680.0,-166.0
풍호동,26630.0,201909,26514.0,116.0
풍호동,26584.0,201910,26630.0,-46.0
풍호동,26625.0,201911,26584.0,41.0
풍호동,26558.0,201912,26625.0,-67.0
풍호동,26522.0,202001,26558.0,-36.0
풍호동,26429.0,202002,26522.0,-93.0
풍호동,26409.0,202003,26429.0,-20.0
풍호동,26394.0,202004,26409.0,-15.0
풍호동,26400.0,202005,26394.0,6.0
풍호동,26358.0,202006,26400.0,-42.0
풍호동,26334.0,202007,26358.0,-24.0
풍호동,26322.0,202008,26334.0,-12.0
풍호동,26297.0,202009,26322.0,-25.0
풍호동,26264.0,202010,26297.0,-33.0
풍호동,26224.0,202011,26264.0,-40.0
풍호동,26157.0,202012,26224.0,-67.0
풍호동,26085.0,202101,26157.0,-72.0
풍호동,25979.0,202102,26085.0,-106.0
풍호동,25951.0,202103,25979.0,-28.0
풍호동,25960.0,202104,25951.0,9.0
풍호동,25907.0,202105,25960.0,-53.0
풍호동,25913.0,202106,25907.0,6.0
풍호동,25916.0,202107,25913.0,3.0
풍호동,25895.0,202108,25916.0,-21.0
풍호동,25885.0,202109,25895.0,-10.0
풍호동,25844.0,202110,25885.0,-41.0
풍호동,25791.0,202111,25844.0,-53.0
풍호동,25770.0,202112,25791.0,-21.0
풍호동,25631.0,202201,25770.0,-139.0
풍호동,25543.0,202202,25631.0,-88.0
풍호동,25528.0,202203,25543.0,-15.0
풍호동,25495.0,202204,25528.0,-33.0
풍호동,25515.0,202205,25495.0,20.0
풍호동,25518.0,202206,25515.0,3.0
풍호동,25474.0,202207,25518.0,-44.0
풍호동,25471.0,202208,25474.0,-3.0
풍호동,25472.0,202209,25471.0,1.0
풍호동,25468.0,202210,25472.0,-4.0
풍호동,25443.0,202211,25468.0,-25.0
풍호동,25430.0,202212,25443.0,-13.0
풍호동,25420.0,202301,25430.0,-10.0
풍호동,25313.0,202302,25420.0,-107.0
풍호동,25338.0,202303,25313.0,25.0
풍호동,25309.0,202304,25338.0,-29.0
풍호동,25312.0,202305,25309.0,3.0
풍호동,25308.0,202306,25312.0,-4.0
풍호동,25266.0,202307,25308.0,-42.0
풍호동,25287.0,202308,25266.0,21.0
풍호동,25333.0,202309,25287.0,46.0
풍호동,25323.0,202310,25333.0,-10.0
풍호동,25290.0,202311,25323.0,-33.0
풍호동,25345.0,202312,25290.0,55.0
풍호동,25317.0,202401,25345.0,-28.0
풍호동,25246.0,202402,25317.0,-71.0
풍호동,25156.0,202403,25246.0,-90.0
풍호동,25104.0,202404,25156.0,-52.0
풍호동,25066.0,202405,25104.0,-38.0
풍호동,25027.0,202406,25066.0,-39.0
풍호동,24987.0,202407,25027.0,-40.0
풍호동,24980.0,202408,24987.0,-7.0
풍호동,24982.0,202409,24980.0,2.0
풍호동,24952.0,202410,24982.0,-30.0
풍호동,24940.0,202411,24952.0,-12.0
풍호동,24910.0,202412,24940.0,-30.0
풍호동,24864.0,202501,24910.0,-46.0
풍호동,24791.0,202502,24864.0,-73.0
풍호동,24766.0,202503,24791.0,-25.0
풍호동,24751.0,202504,24766.0,-15.0
풍호동,24698.0,202505,24751.0,-53.0
풍호동,24693.0,202506,24698.0,-5.0
풍호동,24698.0,202507,24693.0,5.0
풍호동,24681.0,202508,24698.0,-17.0
