행정동,소계,year,소계_Lag1,소계_YoY_Change
산호동,12189.0,202211,12201.0,-12.0
산호동,12149.0,202212,12189.0,-40.0
산호동,12122.0,202301,12149.0,-27.0
산호동,12115.0,202302,12122.0,-7.0
산호동,12099.0,202303,12115.0,-16.0
산호동,12101.0,202304,12099.0,2.0
산호동,12073.0,202305,12101.0,-28.0
산호동,12062.0,202306,12073.0,-11.0
산호동,12040.0,202307,12062.0,-22.0
산호동,12030.0,202308,12040.0,-10.0
산호동,11986.0,202309,12030.0,-44.0
산호동,11870.0,202310,11986.0,-116.0
산호동,11895.0,202311,11870.0,25.0
산호동,11933.0,202312,11895.0,38.0
산호동,11908.0,202401,11933.0,-25.0
산호동,11844.0,202402,11908.0,-64.0
산호동,11826.0,202403,11844.0,-18.0
산호동,11786.0,202404,11826.0,-40.0
산호동,11771.0,202405,11786.0,-15.0
산호동,11739.0,202406,11771.0,-32.0
산호동,11748.0,202407,11739.0,9.0
산호동,11675.0,202408,11748.0,-73.0
산호동,11672.0,202409,11675.0,-3.0
산호동,11660.0,202410,11672.0,-12.0
산호동,11650.0,202411,11660.0,-10.0
산호동,11630.0,202412,11650.0,-20.0
산호동,11579.0,202501,11630.0,-51.0
산호동,11496.0,202502,11579.0,-83.0
산호동,11482.0,202503,11496.0,-14.0
산호동,11449.0,202504,11482.0,-33.0
산호동,11431.0,202505,11449.0,-18.0
산호동,11428.0,202506,11431.0,-3.0
산호동,11403.0,202507,11428.0,-25.0
산호동,11383.0,202508,11403.0,-20.0
성호동,4578.0,201501,,
성호동,4565.0,201502,4578.0,-13.0
성호동,4551.0,201503,4565.0,-14.0
성호동,4544.0,201504,4551.0,-7.0
성호동,4515.0,201505,4544.0,-29.0
성호동,4495.0,201506,4515.0,-20.0
성호동,4495.0,201507,4495.0,0.0
성호동,4498.0,201508,4495.0,3.0
성호동,4499.0,201509,4498.0,1.0
성호동,4476.0,201510,4499.0,-23.0
성호동,4447.0,201511,4476.0,-29.0
성호동,4409.0,201512,4447.0,-38.0
성호동,4365.0,201601,4409.0,-44.0
성호동,4348.0,201602,4365.0,-17.0
성호동,4348.0,201603,4348.0,0.0
성호동,4334.0,201604,4348.0,-14.0
성호동,4331.0,201605,4334.0,-3.0
성호동,4300.0,201606,4331.0,-31.0
성호동,4286.0,201607,4300.0,-14.0
성호동,4248.0,201608,4286.0,-38.0
성호동,4235.0,201609,4248.0,-13.0
성호동,4207.0,201610,4235.0,-28.0
성호동,4142.0,201611,4207.0,-65.0
성호동,4089.0,201612,4142.0,-53.0
오동동,6526.0,201501,,
오동동,6553.0,201502,6526.0,27.0
오동동,6606.0,201503,6553.0,53.0
오동동,6622.0,201504,6606.0,16.0
오동동,6630.0,201505,6622.0,8.0
오동동,6676.0,201506,6630.0,46.0
오동동,6677.0,201507,6676.0,1.0
오동동,6653.0,201508,6677.0,-24.0
오동동,6671.0,201509,6653.0,18.0
오동동,6658.0,201510,6671.0,-13.0
오동동,6654.0,201511,6658.0,-4.0
오동동,6616.0,201512,6654.0,-38.0
오동동,6577.0,201601,6616.0,-39.0
오동동,6532.0,201602,6577.0,-45.0
오동동,6540.0,201603,6532.0,8.0
오동동,6559.0,201604,6540.0,19.0
오동동,6543.0,201605,6559.0,-16.0
오동동,6555.0,201606,6543.0,12.0
오동동,6550.0,201607,6555.0,-5.0
오동동,6538.0,201608,6550.0,-12.0
오동동,6524.0,201609,6538.0,-14.0
오동동,6528.0,201610,6524.0,4.0
오동동,6535.0,201611,6528.0,7.0
오동동,6563.0,201612,6535.0,28.0
오동동,21993.0,201701,6563.0,15430.0
오동동,21924.0,201702,21993.0,-69.0
오동동,21849.0,201703,21924.0,-75.0
오동동,21834.0,201704,21849.0,-15.0
오동동,21700.0,201705,21834.0,-134.0
오동동,21658.0,201706,21700.0,-42.0
오동동,21552.0,201707,21658.0,-106.0
오동동,21519.0,201708,21552.0,-33.0
오동동,21468.0,201709,21519.0,-51.0
오동동,21418.0,201710,21468.0,-50.0
오동동,21316.0,201711,21418.0,-102.0
오동동,21314.0,201712,21316.0,-2.0
오동동,21323.0,201801,21314.0,9.0
오동동,21330.0,201802,21323.0,7.0
오동동,21315.0,201803,21330.0,-15.0
오동동,21258.0,201804,21315.0,-57.0
오동동,21162.0,201805,21258.0,-96.0
오동동,21078.0,201806,21162.0,-84.0
오동동,21095.0,201807,21078.0,17.0
오동동,21110.0,201808,21095.0,15.0
오동동,21091.0,201809,21110.0,-19.0
오동동,21076.0,201810,21091.0,-15.0
오동동,21073.0,201811,21076.0,-3.0
오동동,21080.0,201812,21073.0,7.0
오동동,21022.0,201901,21080.0,-58.0
오동동,20934.0,201902,21022.0,-88.0
오동동,20940.0,201903,20934.0,6.0
오동동,20848.0,201904,20940.0,-92.0
오동동,20824.0,201905,20848.0,-24.0
오동동,20813.0,201906,20824.0,-11.0
오동동,20759.0,201907,20813.0,-54.0
오동동,20654.0,201908,20759.0,-105.0
오동동,20816.0,201909,20654.0,162.0
오동동,20876.0,201910,20816.0,60.0
오동동,20865.0,201911,20876.0,-11.0
오동동,20805.0,201912,20865.0,-60.0
오동동,20645.0,202001,20805.0,-160.0
오동동,20585.0,202002,20645.0,-60.0
오동동,20546.0,202003,20585.0,-39.0
오동동,20470.0,202004,20546.0,-76.0
오동동,20436.0,202005,20470.0,-34.0
오동동,20367.0,202006,20436.0,-69.0
오동동,20285.0,202007,20367.0,-82.0
오동동,20226.0,202008,20285.0,-59.0
오동동,20079.0,202009,20226.0,-147.0
오동동,20010.0,202010,20079.0,-69.0
오동동,19893.0,202011,20010.0,-117.0
오동동,19819.0,202012,19893.0,-74.0
오동동,19784.0,202101,19819.0,-35.0
오동동,19688.0,202102,19784.0,-96.0
오동동,19665.0,202103,19688.0,-23.0
오동동,19665.0,202104,19665.0,0.0
오동동,19570.0,202105,19665.0,-95.0
오동동,19521.0,202106,19570.0,-49.0
오동동,19540.0,202107,19521.0,19.0
오동동,19519.0,202108,19540.0,-21.0
오동동,19499.0,202109,19519.0,-20.0
오동동,19506.0,202110,19499.0,7.0
오동동,19476.0,202111,19506.0,-30.0
오동동,19443.0,202112,19476.0,-33.0
오동동,19484.0,202201,19443.0,41.0
오동동,19470.0,202202,19484.0,-14.0
오동동,19415.0,202203,19470.0,-55.0
오동동,19421.0,202204,19415.0,6.0
오동동,19437.0,202205,19421.0,16.0
오동동,19412.0,202206,19437.0,-25.0
오동동,19381.0,202207,19412.0,-31.0
오동동,19325.0,202208,19381.0,-56.0
오동동,19284.0,202209,19325.0,-41.0
오동동,19276.0,202210,19284.0,-8.0
오동동,19212.0,202211,19276.0,-64.0
오동동,19205.0,202212,19212.0,-7.0
오동동,19183.0,202301,19205.0,-22.0
오동동,19137.0,202302,19183.0,-46.0
오동동,19102.0,202303,19137.0,-35.0
오동동,19086.0,202304,19102.0,-16.0
오동동,19041.0,202305,19086.0,-45.0
오동동,18999.0,202306,19041.0,-42.0
오동동,18980.0,202307,18999.0,-19.0
오동동,18928.0,202308,18980.0,-52.0
오동동,18812.0,202309,18928.0,-116.0
오동동,18782.0,202310,18812.0,-30.0
오동동,18761.0,202311,18782.0,-21.0
오동동,18741.0,202312,18761.0,-20.0
오동동,18704.0,202401,18741.0,-37.0
오동동,18675.0,202402,18704.0,-29.0
오동동,18674.0,202403,18675.0,-1.0
오동동,18598.0,202404,18674.0,-76.0
오동동,18542.0,202405,18598.0,-56.0
오동동,18516.0,202406,18542.0,-26.0
오동동,18494.0,202407,18516.0,-22.0
오동동,18468.0,202408,18494.0,-26.0
오동동,18458.0,202409,18468.0,-10.0
오동동,18432.0,202410,18458.0,-26.0
오동동,18430.0,202411,18432.0,-2.0
오동동,18426.0,202412,18430.0,-4.0
오동동,18424.0,202501,18426.0,-2.0
오동동,18307.0,202502,18424.0,-117.0
오동동,18285.0,202503,18307.0,-22.0
오동동,18248.0,202504,18285.0,-37.0
오동동,18234.0,202505,18248.0,-14.0
오동동,18182.0,202506,18234.0,-52.0
오동동,18146.0,202507,18182.0,-36.0
오동동,18059.0,202508,18146.0,-87.0
완월동,11432.0,201501,,
완월동,11369.0,201502,11432.0,-63.0
완월동,11359.0,201503,11369.0,-10.0
완월동,11372.0,201504,11359.0,13.0
완월동,11388.0,201505,11372.0,16.0
완월동,11402.0,201506,11388.0,14.0
완월동,11380.0,201507,11402.0,-22.0
완월동,11374.0,201508,11380.0,-6.0
완월동,11385.0,201509,11374.0,11.0
완월동,11403.0,201510,11385.0,18.0
완월동,11308.0,201511,11403.0,-95.0
완월동,11222.0,201512,11308.0,-86.0
완월동,11136.0,201601,11222.0,-86.0
완월동,11090.0,201602,11136.0,-46.0
완월동,11089.0,201603,11090.0,-1.0
완월동,11074.0,201604,11089.0,-15.0
완월동,11045.0,201605,11074.0,-29.0
완월동,11037.0,201606,11045.0,-8.0
완월동,11018.0,201607,11037.0,-19.0
완월동,10993.0,201608,11018.0,-25.0
완월동,10966.0,201609,10993.0,-27.0
완월동,10947.0,201610,10966.0,-19.0
완월동,10937.0,201611,10947.0,-10.0
완월동,10913.0,201612,10937.0,-24.0
완월동,10940.0,201701,10913.0,27.0
완월동,10943.0,201702,10940.0,3.0
완월동,10871.0,201703,10943.0,-72.0
완월동,10832.0,201704,10871.0,-39.0
완월동,10789.0,201705,10832.0,-43.0
완월동,10782.0,201706,10789.0,-7.0
완월동,10774.0,201707,10782.0,-8.0
완월동,10733.0,201708,10774.0,-41.0
완월동,10674.0,201709,10733.0,-59.0
완월동,10646.0,201710,10674.0,-28.0
완월동,10597.0,201711,10646.0,-49.0
완월동,10602.0,201712,10597.0,5.0
완월동,10547.0,201801,10602.0,-55.0
완월동,10527.0,201802,10547.0,-20.0
완월동,10500.0,201803,10527.0,-27.0
완월동,10462.0,201804,10500.0,-38.0
완월동,10426.0,201805,10462.0,-36.0
완월동,10397.0,201806,10426.0,-29.0
완월동,10370.0,201807,10397.0,-27.0
완월동,10332.0,201808,10370.0,-38.0
완월동,10306.0,201809,10332.0,-26.0
완월동,10288.0,201810,10306.0,-18.0
완월동,10243.0,201811,10288.0,-45.0
완월동,10223.0,201812,10243.0,-20.0
완월동,10162.0,201901,10223.0,-61.0
완월동,10127.0,201902,10162.0,-35.0
완월동,10063.0,201903,10127.0,-64.0
완월동,10049.0,201904,10063.0,-14.0
완월동,10016.0,201905,10049.0,-33.0
완월동,9982.0,201906,10016.0,-34.0
완월동,9918.0,201907,9982.0,-64.0
완월동,9842.0,201908,9918.0,-76.0
완월동,9850.0,201909,9842.0,8.0
완월동,9803.0,201910,9850.0,-47.0
완월동,9784.0,201911,9803.0,-19.0
완월동,9729.0,201912,9784.0,-55.0
완월동,9701.0,202001,9729.0,-28.0
완월동,9701.0,202002,9701.0,0.0
완월동,9674.0,202003,9701.0,-27.0
완월동,9646.0,202004,9674.0,-28.0
완월동,9613.0,202005,9646.0,-33.0
완월동,9602.0,202006,9613.0,-11.0
완월동,9568.0,202007,9602.0,-34.0
완월동,9533.0,202008,9568.0,-35.0
완월동,9495.0,202009,9533.0,-38.0
완월동,9416.0,202010,9495.0,-79.0
완월동,9364.0,202011,9416.0,-52.0
완월동,9309.0,202012,9364.0,-55.0
완월동,9279.0,202101,9309.0,-30.0
완월동,9241.0,202102,9279.0,-38.0
완월동,9212.0,202103,9241.0,-29.0
완월동,9171.0,202104,9212.0,-41.0
완월동,9125.0,202105,9171.0,-46.0
완월동,9102.0,202106,9125.0,-23.0
완월동,9092.0,202107,9102.0,-10.0
완월동,9053.0,202108,9092.0,-39.0
완월동,9048.0,202109,9053.0,-5.0
완월동,9039.0,202110,9048.0,-9.0
완월동,9030.0,202111,9039.0,-9.0
완월동,9038.0,202112,9030.0,8.0
완월동,9026.0,202201,9038.0,-12.0
완월동,9032.0,202202,9026.0,6.0
완월동,9027.0,202203,9032.0,-5.0
완월동,9040.0,202204,9027.0,13.0
완월동,9007.0,202205,9040.0,-33.0
완월동,8995.0,202206,9007.0,-12.0
완월동,8982.0,202207,8995.0,-13.0
완월동,8948.0,202208,8982.0,-34.0
완월동,8908.0,202209,8948.0,-40.0
완월동,8925.0,202210,8908.0,17.0
완월동,8907.0,202211,8925.0,-18.0
완월동,8884.0,202212,8907.0,-23.0
완월동,8869.0,202301,8884.0,-15.0
완월동,8860.0,202302,8869.0,-9.0
완월동,8817.0,202303,8860.0,-43.0
완월동,8807.0,202304,8817.0,-10.0
완월동,8805.0,202305,8807.0,-2.0
완월동,8798.0,202306,8805.0,-7.0
완월동,8829.0,202307,8798.0,31.0
완월동,8803.0,202308,8829.0,-26.0
완월동,8764.0,202309,8803.0,-39.0
완월동,8741.0,202310,8764.0,-23.0
완월동,8700.0,202311,8741.0,-41.0
완월동,8683.0,202312,8700.0,-17.0
완월동,8659.0,202401,8683.0,-24.0
완월동,8651.0,202402,8659.0,-8.0
완월동,8622.0,202403,8651.0,-29.0
완월동,8593.0,202404,8622.0,-29.0
완월동,8571.0,202405,8593.0,-22.0
완월동,8553.0,202406,8571.0,-18.0
완월동,8526.0,202407,8553.0,-27.0
완월동,8489.0,202408,8526.0,-37.0
완월동,8472.0,202409,8489.0,-17.0
완월동,8464.0,202410,8472.0,-8.0
완월동,8442.0,202411,8464.0,-22.0
완월동,8407.0,202412,8442.0,-35.0
완월동,8399.0,202501,8407.0,-8.0
완월동,8371.0,202502,8399.0,-28.0
완월동,8332.0,202503,8371.0,-39.0
완월동,8314.0,202504,8332.0,-18.0
완월동,8304.0,202505,8314.0,-10.0
완월동,8303.0,202506,8304.0,-1.0
완월동,8284.0,202507,8303.0,-19.0
완월동,8254.0,202508,8284.0,-30.0
월영동,31726.0,201501,,
월영동,31581.0,201502,31726.0,-145.0
월영동,31532.0,201503,31581.0,-49.0
월영동,31500.0,201504,31532.0,-32.0
월영동,31453.0,201505,31500.0,-47.0
월영동,31465.0,201506,31453.0,12.0
월영동,31421.0,201507,31465.0,-44.0
월영동,31433.0,201508,31421.0,12.0
월영동,31441.0,201509,31433.0,8.0
월영동,31434.0,201510,31441.0,-7.0
월영동,31216.0,201511,31434.0,-218.0
월영동,30934.0,201512,31216.0,-282.0
월영동,30794.0,201601,30934.0,-140.0
월영동,30691.0,201602,30794.0,-103.0
월영동,30657.0,201603,30691.0,-34.0
월영동,30633.0,201604,30657.0,-24.0
월영동,30602.0,201605,30633.0,-31.0
월영동,30561.0,201606,30602.0,-41.0
월영동,30527.0,201607,30561.0,-34.0
월영동,30531.0,201608,30527.0,4.0
월영동,30540.0,201609,30531.0,9.0
월영동,30497.0,201610,30540.0,-43.0
월영동,30608.0,201611,30497.0,111.0
월영동,30749.0,201612,30608.0,141.0
월영동,30817.0,201701,30749.0,68.0
월영동,30795.0,201702,30817.0,-22.0
월영동,30754.0,201703,30795.0,-41.0
월영동,30618.0,201704,30754.0,-136.0
월영동,30421.0,201705,30618.0,-197.0
월영동,30321.0,201706,30421.0,-100.0
월영동,30231.0,201707,30321.0,-90.0
월영동,30188.0,201708,30231.0,-43.0
월영동,30649.0,201709,30188.0,461.0
월영동,31091.0,201710,30649.0,442.0
월영동,31354.0,201711,31091.0,263.0
월영동,31643.0,201712,31354.0,289.0
월영동,31759.0,201801,31643.0,116.0
월영동,31867.0,201802,31759.0,108.0
월영동,32018.0,201803,31867.0,151.0
월영동,32210.0,201804,32018.0,192.0
월영동,32282.0,201805,32210.0,72.0
월영동,32281.0,201806,32282.0,-1.0
월영동,32301.0,201807,32281.0,20.0
월영동,32320.0,201808,32301.0,19.0
월영동,32451.0,201809,32320.0,131.0
월영동,32482.0,201810,32451.0,31.0
월영동,32532.0,201811,32482.0,50.0
월영동,32514.0,201812,32532.0,-18.0
월영동,32552.0,201901,32514.0,38.0
월영동,32551.0,201902,32552.0,-1.0
월영동,32716.0,201903,32551.0,165.0
월영동,32833.0,201904,32716.0,117.0
월영동,32856.0,201905,32833.0,23.0
월영동,32929.0,201906,32856.0,73.0
월영동,32962.0,201907,32929.0,33.0
월영동,32516.0,201908,32962.0,-446.0
월영동,33109.0,201909,32516.0,593.0
월영동,33136.0,201910,33109.0,27.0
월영동,33134.0,201911,33136.0,-2.0
월영동,33066.0,201912,33134.0,-68.0
월영동,33007.0,202001,33066.0,-59.0
월영동,32972.0,202002,33007.0,-35.0
월영동,32963.0,202003,32972.0,-9.0
월영동,32992.0,202004,32963.0,29.0
월영동,32950.0,202005,32992.0,-42.0
월영동,32968.0,202006,32950.0,18.0
월영동,33088.0,202007,32968.0,120.0
월영동,33376.0,202008,33088.0,288.0
월영동,33830.0,202009,33376.0,454.0
월영동,34275.0,202010,33830.0,445.0
월영동,34687.0,202011,34275.0,412.0
월영동,35587.0,202012,34687.0,900.0
월영동,36765.0,202101,35587.0,1178.0
월영동,38443.0,202102,36765.0,1678.0
월영동,39668.0,202103,38443.0,1225.0
월영동,40503.0,202104,39668.0,835.0
월영동,41067.0,202105,40503.0,564.0
월영동,41758.0,202106,41067.0,691.0
월영동,42066.0,202107,41758.0,308.0
월영동,42374.0,202108,42066.0,308.0
월영동,42584.0,202109,42374.0,210.0
월영동,42733.0,202110,42584.0,149.0
월영동,42798.0,202111,42733.0,65.0
월영동,42776.0,202112,42798.0,-22.0
월영동,42767.0,202201,42776.0,-9.0
월영동,42771.0,202202,42767.0,4.0
월영동,42807.0,202203,42771.0,36.0
월영동,42792.0,202204,42807.0,-15.0
월영동,42799.0,202205,42792.0,7.0
월영동,42811.0,202206,42799.0,12.0
월영동,42759.0,202207,42811.0,-52.0
월영동,42703.0,202208,42759.0,-56.0
월영동,42778.0,202209,42703.0,75.0
월영동,42718.0,202210,42778.0,-60.0
월영동,42681.0,202211,42718.0,-37.0
월영동,42596.0,202212,42681.0,-85.0
월영동,42548.0,202301,42596.0,-48.0
월영동,42457.0,202302,42548.0,-91.0
월영동,42523.0,202303,42457.0,66.0
월영동,42459.0,202304,42523.0,-64.0
월영동,42476.0,202305,42459.0,17.0
월영동,42534.0,202306,42476.0,58.0
월영동,42564.0,202307,42534.0,30.0
월영동,42495.0,202308,42564.0,-69.0
월영동,42574.0,202309,42495.0,79.0
월영동,42407.0,202310,42574.0,-167.0
월영동,42376.0,202311,42407.0,-31.0
월영동,42438.0,202312,42376.0,62.0
월영동,42275.0,202401,42438.0,-163.0
월영동,42124.0,202402,42275.0,-151.0
월영동,42084.0,202403,42124.0,-40.0
월영동,42005.0,202404,42084.0,-79.0
월영동,41966.0,202405,42005.0,-39.0
월영동,41901.0,202406,41966.0,-65.0
월영동,41861.0,202407,41901.0,-40.0
월영동,41800.0,202408,41861.0,-61.0
월영동,41686.0,202409,41800.0,-114.0
월영동,41808.0,202410,41686.0,122.0
월영동,41780.0,202411,41808.0,-28.0
월영동,41724.0,202412,41780.0,-56.0
월영동,41683.0,202501,41724.0,-41.0
월영동,41521.0,202502,41683.0,-162.0
월영동,41427.0,202503,41521.0,-94.0
월영동,41421.0,202504,41427.0,-6.0
월영동,41399.0,202505,41421.0,-22.0
월영동,41367.0,202506,41399.0,-32.0
월영동,41373.0,202507,41367.0,6.0
월영동,41386.0,202508,41373.0,13.0
자산동,13564.0,201501,,
자산동,13509.0,201502,13564.0,-55.0
자산동,13466.0,201503,13509.0,-43.0
자산동,13439.0,201504,13466.0,-27.0
자산동,13452.0,201505,13439.0,13.0
자산동,13433.0,201506,13452.0,-19.0
자산동,13417.0,201507,13433.0,-16.0
자산동,13417.0,201508,13417.0,0.0
자산동,13388.0,201509,13417.0,-29.0
자산동,13325.0,201510,13388.0,-63.0
자산동,13211.0,201511,13325.0,-114.0
자산동,13139.0,201512,13211.0,-72.0
자산동,13081.0,201601,13139.0,-58.0
자산동,13023.0,201602,13081.0,-58.0
자산동,13004.0,201603,13023.0,-19.0
자산동,12967.0,201604,13004.0,-37.0
자산동,12949.0,201605,12967.0,-18.0
자산동,12969.0,201606,12949.0,20.0
자산동,12944.0,201607,12969.0,-25.0
자산동,12904.0,201608,12944.0,-40.0
자산동,12892.0,201609,12904.0,-12.0
자산동,12866.0,201610,12892.0,-26.0
자산동,12814.0,201611,12866.0,-52.0
자산동,12794.0,201612,12814.0,-20.0
자산동,12786.0,201701,12794.0,-8.0
자산동,12750.0,201702,12786.0,-36.0
자산동,12726.0,201703,12750.0,-24.0
자산동,12706.0,201704,12726.0,-20.0
자산동,12632.0,201705,12706.0,-74.0
자산동,12577.0,201706,12632.0,-55.0
자산동,12545.0,201707,12577.0,-32.0
자산동,12513.0,201708,12545.0,-32.0
자산동,12456.0,201709,12513.0,-57.0
자산동,12389.0,201710,12456.0,-67.0
자산동,12332.0,201711,12389.0,-57.0
자산동,12304.0,201712,12332.0,-28.0
자산동,12303.0,201801,12304.0,-1.0
자산동,12242.0,201802,12303.0,-61.0
자산동,12196.0,201803,12242.0,-46.0
자산동,12179.0,201804,12196.0,-17.0
자산동,12138.0,201805,12179.0,-41.0
자산동,12094.0,201806,12138.0,-44.0
자산동,12083.0,201807,12094.0,-11.0
자산동,12063.0,201808,12083.0,-20.0
자산동,12055.0,201809,12063.0,-8.0
자산동,12026.0,201810,12055.0,-29.0
자산동,12045.0,201811,12026.0,19.0
자산동,12017.0,201812,12045.0,-28.0
자산동,11961.0,201901,12017.0,-56.0
자산동,11944.0,201902,11961.0,-17.0
자산동,11896.0,201903,11944.0,-48.0
자산동,11838.0,201904,11896.0,-58.0
자산동,11814.0,201905,11838.0,-24.0
자산동,11825.0,201906,11814.0,11.0
자산동,11814.0,201907,11825.0,-11.0
자산동,11724.0,201908,11814.0,-90.0
자산동,11722.0,201909,11724.0,-2.0
자산동,11651.0,201910,11722.0,-71.0
자산동,11598.0,201911,11651.0,-53.0
자산동,11517.0,201912,11598.0,-81.0
자산동,11476.0,202001,11517.0,-41.0
자산동,11383.0,202002,11476.0,-93.0
자산동,11339.0,202003,11383.0,-44.0
자산동,11313.0,202004,11339.0,-26.0
자산동,11266.0,202005,11313.0,-47.0
자산동,11260.0,202006,11266.0,-6.0
자산동,11259.0,202007,11260.0,-1.0
자산동,11203.0,202008,11259.0,-56.0
자산동,11088.0,202009,11203.0,-115.0
자산동,11034.0,202010,11088.0,-54.0
자산동,10983.0,202011,11034.0,-51.0
자산동,10917.0,202012,10983.0,-66.0
자산동,10861.0,202101,10917.0,-56.0
자산동,10787.0,202102,10861.0,-74.0
자산동,10734.0,202103,10787.0,-53.0
자산동,10676.0,202104,10734.0,-58.0
자산동,10601.0,202105,10676.0,-75.0
자산동,10580.0,202106,10601.0,-21.0
자산동,10495.0,202107,10580.0,-85.0
자산동,10428.0,202108,10495.0,-67.0
자산동,10382.0,202109,10428.0,-46.0
자산동,10385.0,202110,10382.0,3.0
자산동,10362.0,202111,10385.0,-23.0
자산동,10315.0,202112,10362.0,-47.0
자산동,10307.0,202201,10315.0,-8.0
자산동,10279.0,202202,10307.0,-28.0
자산동,10234.0,202203,10279.0,-45.0
자산동,10203.0,202204,10234.0,-31.0
자산동,10172.0,202205,10203.0,-31.0
자산동,10141.0,202206,10172.0,-31.0
자산동,10134.0,202207,10141.0,-7.0
자산동,10133.0,202208,10134.0,-1.0
자산동,10097.0,202209,10133.0,-36.0
자산동,10077.0,202210,10097.0,-20.0
자산동,10076.0,202211,10077.0,-1.0
자산동,10052.0,202212,10076.0,-24.0
자산동,10025.0,202301,10052.0,-27.0
자산동,9993.0,202302,10025.0,-32.0
자산동,9951.0,202303,9993.0,-42.0
자산동,9886.0,202304,9951.0,-65.0
자산동,9842.0,202305,9886.0,-44.0
자산동,9779.0,202306,9842.0,-63.0
자산동,9692.0,202307,9779.0,-87.0
자산동,9632.0,202308,9692.0,-60.0
자산동,9559.0,202309,9632.0,-73.0
자산동,9519.0,202310,9559.0,-40.0
자산동,9497.0,202311,9519.0,-22.0
자산동,9449.0,202312,9497.0,-48.0
자산동,9408.0,202401,9449.0,-41.0
자산동,9373.0,202402,9408.0,-35.0
자산동,9314.0,202403,9373.0,-59.0
자산동,9285.0,202404,9314.0,-29.0
자산동,9249.0,202405,9285.0,-36.0
자산동,9222.0,202406,9249.0,-27.0
자산동,9185.0,202407,9222.0,-37.0
자산동,9166.0,202408,9185.0,-19.0
자산동,9116.0,202409,9166.0,-50.0
자산동,9073.0,202410,9116.0,-43.0
자산동,9036.0,202411,9073.0,-37.0
자산동,8979.0,202412,9036.0,-57.0
자산동,8964.0,202501,8979.0,-15.0
자산동,8937.0,202502,8964.0,-27.0
자산동,8903.0,202503,8937.0,-34.0
자산동,8880.0,202504,8903.0,-23.0
자산동,8866.0,202505,8880.0,-14.0
자산동,8855.0,202506,8866.0,-11.0
자산동,8826.0,202507,8855.0,-29.0
자산동,8772.0,202508,8826.0,-54.0
중앙동,8972.0,201501,,
중앙동,8968.0,201502,8972.0,-4.0
중앙동,8951.0,201503,8968.0,-17.0
중앙동,8926.0,201504,8951.0,-25.0
중앙동,8938.0,201505,8926.0,12.0
중앙동,8926.0,201506,8938.0,-12.0
중앙동,8935.0,201507,8926.0,9.0
중앙동,8922.0,201508,8935.0,-13.0
중앙동,8912.0,201509,8922.0,-10.0
중앙동,8883.0,201510,8912.0,-29.0
중앙동,8802.0,201511,8883.0,-81.0
중앙동,8698.0,201512,8802.0,-104.0
중앙동,8609.0,201601,8698.0,-89.0
중앙동,8584.0,201602,8609.0,-25.0
중앙동,8574.0,201603,8584.0,-10.0
중앙동,8579.0,201604,8574.0,5.0
중앙동,8587.0,201605,8579.0,8.0
중앙동,8589.0,201606,8587.0,2.0
중앙동,8596.0,201607,8589.0,7.0
중앙동,8593.0,201608,8596.0,-3.0
중앙동,8575.0,201609,8593.0,-18.0
중앙동,8580.0,201610,8575.0,5.0
중앙동,8582.0,201611,8580.0,2.0
중앙동,8572.0,201612,8582.0,-10.0
진동면,12614.0,201501,,
진동면,12692.0,201502,12614.0,78.0
진동면,12732.0,201503,12692.0,40.0
진동면,12788.0,201504,12732.0,56.0
진동면,12807.0,201505,12788.0,19.0
진동면,12833.0,201506,12807.0,26.0
진동면,12878.0,201507,12833.0,45.0
진동면,12850.0,201508,12878.0,-28.0
진동면,12901.0,201509,12850.0,51.0
진동면,12946.0,201510,12901.0,45.0
진동면,12920.0,201511,12946.0,-26.0
진동면,12903.0,201512,12920.0,-17.0
진동면,12904.0,201601,12903.0,1.0
진동면,12899.0,201602,12904.0,-5.0
진동면,12961.0,201603,12899.0,62.0
진동면,13029.0,201604,12961.0,68.0
진동면,13184.0,201605,13029.0,155.0
진동면,13251.0,201606,13184.0,67.0
진동면,13268.0,201607,13251.0,17.0
진동면,13315.0,201608,13268.0,47.0
진동면,13323.0,201609,13315.0,8.0
진동면,13324.0,201610,13323.0,1.0
진동면,13340.0,201611,13324.0,16.0
진동면,13387.0,201612,13340.0,47.0
진동면,13375.0,201701,13387.0,-12.0
진동면,13411.0,201702,13375.0,36.0
진동면,13443.0,201703,13411.0,32.0
진동면,13450.0,201704,13443.0,7.0
진동면,13456.0,201705,13450.0,6.0
진동면,13472.0,201706,13456.0,16.0
진동면,13457.0,201707,13472.0,-15.0
진동면,13445.0,201708,13457.0,-12.0
진동면,13462.0,201709,13445.0,17.0
진동면,13447.0,201710,13462.0,-15.0
진동면,13426.0,201711,13447.0,-21.0
진동면,13407.0,201712,13426.0,-19.0
진동면,13394.0,201801,13407.0,-13.0
진동면,13379.0,201802,13394.0,-15.0
진동면,13342.0,201803,13379.0,-37.0
진동면,13333.0,201804,13342.0,-9.0
진동면,13338.0,201805,13333.0,5.0
진동면,13323.0,201806,13338.0,-15.0
진동면,13324.0,201807,13323.0,1.0
진동면,13281.0,201808,13324.0,-43.0
진동면,13276.0,201809,13281.0,-5.0
진동면,13288.0,201810,13276.0,12.0
진동면,13275.0,201811,13288.0,-13.0
진동면,13280.0,201812,13275.0,5.0
진동면,13220.0,201901,13280.0,-60.0
