NO,시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지
1,경상남도 창원시 성산구 상남동,75-2,0075,0002,엠케이오피스텔,24.3234,202412,31,"8,300",16,개인,개인,2016,중앙대로 94,-,중개거래,경남 창원시 성산구
2,경상남도 창원시 성산구 상남동,73-2,0073,0002,위드필타워,24.2800,202412,30,"6,800",5,개인,개인,2016,상남로 75,-,중개거래,경남 창원시 성산구
3,경상남도 창원시 성산구 중앙동,101-2,0101,0002,대흥인터빌,29.4800,202412,28,"5,500",8,개인,개인,2004,중앙대로 33,-,중개거래,경남 창원시 성산구
4,경상남도 창원시 성산구 상남동,76-1,0076,0001,스타 타워즈,34.2300,202412,26,"6,800",13,개인,개인,2005,중앙대로100번길 14,-,중개거래,경남 창원시 성산구
5,경상남도 창원시 성산구 상남동,73-2,0073,0002,위드필타워,23.9400,202412,24,"6,351",18,개인,법인,2016,상남로 75,-,중개거래,경남 창원시 성산구
6,경상남도 창원시 성산구 중앙동,95-1,0095,0001,하이페르 오피스텔,31.2600,202412,24,"4,300",8,개인,개인,2003,용지로 96,-,중개거래,경남 창원시 성산구
7,경상남도 창원시 성산구 중앙동,94-2,0094,0002,창원광장 동광뷰엘,19.4400,202412,21,"6,850",18,개인,개인,2017,중앙대로113번길 13,-,중개거래,경남 창원시 성산구
8,경상남도 창원시 성산구 상남동,71-3,0071,0003,상남 아크로타워,132.4300,202412,20,"37,000",8,개인,개인,2008,중앙대로 48,-,직거래,-
9,경상남도 창원시 성산구 중앙동,100-4,0100,0004,창원서광오피스텔,30.4000,202412,20,"3,000",4,개인,개인,1991,중앙대로 49,-,중개거래,경남 창원시 성산구
10,경상남도 창원시 성산구 상남동,75-3,0075,0003,창원 디아트리에 오피스텔,29.7200,202412,19,"9,800",13,개인,개인,2017, ,-,중개거래,경남 창원시 성산구
11,경상남도 창원시 성산구 용호동,73-2,0073,0002,라이크빌-1,27.3900,202412,19,"3,200",6,개인,개인,1991,용지로169번길 13,-,직거래,-
12,경상남도 창원시 성산구 상남동,69-2,0069,0002,새롬아이포빌,29.6500,202412,19,"4,800",4,개인,개인,2003,상남로 35,-,중개거래,경남 창원시 성산구
13,경상남도 창원시 성산구 신월동,68-1,0068,0001,토월복합상가,66.0000,202412,18,"5,000",7,법인,법인,1991,신월로 42,-,중개거래,경남 창원시 성산구
14,경상남도 창원시 성산구 신월동,68-1,0068,0001,토월복합상가,83.0700,202412,18,"6,000",7,법인,법인,1991, 42,-,중개거래,경남 창원시 성산구
15,경상남도 창원시 성산구 상남동,75-2,0075,0002,엠케이오피스텔,23.7250,202412,14,"7,300",12,개인,개인,2016,중앙대로 94,-,중개거래,경남 창원시 성산구
16,경상남도 창원시 성산구 중앙동,100-4,0100,0004,창원서광오피스텔,30.4000,202412,13,"2,800",4,개인,개인,1991,중앙대로 49,-,중개거래,경남 창원시 성산구
17,경상남도 창원시 성산구 대원동,121,0121,0000,더시티세븐,153.7400,202412,13,"52,000",17,개인,법인,2009, 320,-,직거래,-
18,경상남도 창원시 성산구 대원동,121,0121,0000,더시티세븐,153.7400,202412,12,"61,500",17,개인,개인,2009, 320,-,중개거래,경남 창원시 성산구
19,경상남도 창원시 성산구 대원동,121,0121,0000,더시티세븐,126.0600,202412,12,"48,500",8,개인,개인,2009, 320,-,중개거래,경남 창원시 성산구
20,경상남도 창원시 성산구 중앙동,98-4,0098,0004,성원그랜드오피스텔,43.3000,202412,11,"3,000",9,기타,기타,1990,용지로 70,-,직거래,-
21,경상남도 창원시 성산구 상남동,73-2,0073,0002,위드필타워,23.9400,202412,10,"6,350",6,개인,개인,2016,상남로 75,-,중개거래,경남 창원시 성산구
22,경상남도 창원시 성산구 상남동,9-3,0009,0003,메르디앙빌딩,25.7100,202412,09,"4,150",6,개인,개인,2003,마디미로9번길 7,-,중개거래,경남 창원시 성산구
23,경상남도 창원시 성산구 상남동,69-2,0069,0002,새롬아이포빌,25.9400,202412,07,"4,500",10,개인,개인,2003,상남로 35,-,중개거래,경남 창원시 성산구
24,경상남도 창원시 성산구 중앙동,94-2,0094,0002,창원광장 동광뷰엘,23.9100,202412,06,"9,200",16,개인,개인,2017,중앙대로113번길 13,-,중개거래,경남 창원시 성산구
25,경상남도 창원시 성산구 중앙동,99-2,0099,0002,창원 중앙 블루힐스,21.2400,202412,05,"6,500",14,개인,개인,2016,용지로 56,-,중개거래,경남 창원시 성산구
26,경상남도 창원시 성산구 중앙동,94-2,0094,0002,창원광장 동광뷰엘,37.2900,202411,30,"14,200",3,개인,개인,2017,중앙대로113번길 13,-,중개거래,경남 창원시 성산구
27,경상남도 창원시 성산구 상남동,69-2,0069,0002,새롬아이포빌,29.6500,202411,30,"5,250",6,개인,개인,2003,상남로 35,-,중개거래,경남 창원시 성산구
28,경상남도 창원시 성산구 중앙동,96-3,0096,0003,라큐비,23.4800,202411,29,"7,200",12,개인,개인,2015,중앙대로83번길 8,-,중개거래,경남 창원시 성산구
29,경상남도 창원시 성산구 중앙동,101-2,0101,0002,대흥인터빌,29.4800,202411,28,"4,000",9,개인,개인,2004,중앙대로 33,-,직거래,-
30,경상남도 창원시 성산구 중앙동,101-1,0101,0001,경남오피스텔,36.8000,202411,27,"3,000",5,개인,개인,1990,중앙대로 37,-,직거래,-
31,경상남도 창원시 성산구 중앙동,97-3,0097,0003,상지솔리움,20.9400,202411,26,"3,200",5,개인,개인,2003,중앙대로 75,-,중개거래,경남 창원시 성산구
32,경상남도 창원시 성산구 중앙동,98-4,0098,0004,성원그랜드오피스텔,41.2000,202411,26,"4,000",4,개인,개인,1990,용지로 70,-,중개거래,경남 창원시 성산구
33,경상남도 창원시 성산구 중앙동,95-1,0095,0001,하이페르 오피스텔,40.2000,202411,25,"6,100",8,개인,개인,2003,용지로 96,-,중개거래,경남 창원시 성산구
34,경상남도 창원시 성산구 상남동,14-6,0014,0006,Y-TOP빌딩,37.9000,202411,22,"2,700",6,개인,개인,2002,마디미로22번길 6,-,중개거래,경남 창원시 성산구
35,경상남도 창원시 성산구 상남동,14-6,0014,0006,Y-TOP빌딩,45.0000,202411,22,"3,400",6,개인,개인,2002,마디미로22번길 6,-,중개거래,경남 창원시 성산구
36,경상남도 창원시 성산구 상남동,14-6,0014,0006,Y-TOP빌딩,45.0000,202411,22,"3,400",6,개인,개인,2002,마디미로22번길 6,-,중개거래,경남 창원시 성산구
37,경상남도 창원시 성산구 대원동,121,0121,0000,더시티세븐,117.5200,202411,20,"43,000",34,법인,개인,2009, 320,-,중개거래,경남 창원시 성산구
38,경상남도 창원시 성산구 상남동,73-2,0073,0002,위드필타워,23.9400,202411,20,"6,700",10,개인,개인,2016,상남로 75,-,중개거래,경남 창원시 성산구
39,경상남도 창원시 성산구 중앙동,93-1,0093,0001,평화상가오피스텔,54.0400,202411,19,"6,100",10,개인,개인,1992,중앙대로 111,-,중개거래,경남 창원시 성산구
40,경상남도 창원시 성산구 상남동,69-2,0069,0002,새롬아이포빌,25.9400,202411,16,"4,300",4,개인,개인,2003,상남로 35,-,중개거래,경남 창원시 성산구
41,경상남도 창원시 성산구 상남동,78-3,0078,0003,마이우스 오피스텔,22.0900,202411,15,"5,800",14,개인,개인,2006,중앙대로 104,-,중개거래,경남 창원시 성산구
42,경상남도 창원시 성산구 중앙동,101-1,0101,0001,경남오피스텔,40.8000,202411,15,"2,900",4,개인,개인,1990,중앙대로 37,-,직거래,-
43,경상남도 창원시 성산구 중앙동,95-1,0095,0001,하이페르 오피스텔,32.8900,202411,14,"5,100",12,개인,개인,2003,용지로 96,-,중개거래,경남 창원시 성산구
44,경상남도 창원시 성산구 상남동,71-3,0071,0003,상남 아크로타워,132.4300,202411,14,"37,900",19,개인,개인,2008,중앙대로 48,-,중개거래,경남 창원시 성산구
45,경상남도 창원시 성산구 중앙동,95-1,0095,0001,하이페르 오피스텔,32.8900,202411,14,"5,100",12,개인,개인,2003,용지로 96,20241202,중개거래,경남 창원시 성산구
46,경상남도 창원시 성산구 중앙동,94-2,0094,0002,창원광장 동광뷰엘,19.4400,202411,13,"7,200",14,개인,개인,2017,중앙대로113번길 13,-,중개거래,경남 창원시 성산구
47,경상남도 창원시 성산구 상남동,73-2,0073,0002,위드필타워,23.9600,202411,11,"6,500",3,개인,개인,2016,상남로 75,-,중개거래,경남 창원시 성산구
48,경상남도 창원시 성산구 상남동,73-2,0073,0002,위드필타워,24.2800,202411,09,"6,500",12,개인,개인,2016,상남로 75,-,중개거래,경남 창원시 성산구
49,경상남도 창원시 성산구 상남동,71-3,0071,0003,상남 아크로타워,155.3700,202411,08,"48,000",26,개인,개인,2008,중앙대로 48,-,직거래,-
50,경상남도 창원시 성산구 상남동,78-3,0078,0003,마이우스 오피스텔,44.6500,202411,08,"10,100",6,개인,개인,2006,중앙대로 104,-,중개거래,경남 창원시 성산구
51,경상남도 창원시 성산구 중앙동,96-3,0096,0003,라큐비,44.4400,202411,07,"14,000",20,법인,개인,2015,중앙대로83번길 8,-,중개거래,경남 창원시 성산구
52,경상남도 창원시 성산구 상남동,73-2,0073,0002,위드필타워,23.9400,202411,07,"6,500",12,개인,개인,2016,상남로 75,-,중개거래,경남 창원시 성산구
53,경상남도 창원시 성산구 중앙동,100-4,0100,0004,창원서광오피스텔,31.2000,202411,07,"3,000",7,개인,개인,1991,중앙대로 49,-,중개거래,경남 창원시 성산구
54,경상남도 창원시 성산구 중앙동,94-2,0094,0002,창원광장 동광뷰엘,19.4400,202411,07,"7,150",18,개인,개인,2017,중앙대로113번길 13,-,중개거래,경남 창원시 성산구
55,경상남도 창원시 성산구 상남동,12-6,0012,0006,청솔아트빌,28.4400,202411,06,"3,650",5,개인,개인,2003,마디미로15번길 9,-,중개거래,경남 창원시 성산구
56,경상남도 창원시 성산구 상남동,25,0025,0000,네스트빌딩,22.6250,202411,06,"4,250",10,개인,개인,2003,마디미로38번길 11,-,중개거래,경남 창원시 성산구
57,경상남도 창원시 성산구 대원동,121,0121,0000,더시티세븐,126.0600,202411,05,"46,500",17,개인,개인,2009, 320,-,중개거래,경남 창원시 성산구
58,경상남도 창원시 성산구 상남동,76-1,0076,0001,스타 타워즈,34.2300,202411,05,"6,700",4,개인,개인,2005,중앙대로100번길 14,-,중개거래,경남 창원시 성산구
59,경상남도 창원시 성산구 중앙동,94-2,0094,0002,창원광장 동광뷰엘,19.4400,202411,02,"7,200",15,개인,개인,2017,중앙대로113번길 13,-,중개거래,경남 창원시 성산구
60,경상남도 창원시 성산구 중앙동,100-4,0100,0004,창원서광오피스텔,72.9000,202411,02,"5,500",5,개인,개인,1991,중앙대로 49,-,중개거래,경남 창원시 성산구
61,경상남도 창원시 성산구 대원동,121,0121,0000,더시티세븐,118.9100,202411,01,"45,100",19,개인,개인,2009, 320,-,중개거래,"경남 창원시 마산합포구, 경남 창원시 성산구"
62,경상남도 창원시 성산구 상남동,78-3,0078,0003,마이우스 오피스텔,44.6500,202411,01,"10,450",9,개인,개인,2006,중앙대로 104,-,중개거래,경남 창원시 성산구
63,경상남도 창원시 성산구 중앙동,100-4,0100,0004,창원서광오피스텔,31.2000,202410,30,"3,300",8,개인,개인,1991,중앙대로 49,-,중개거래,경남 창원시 성산구
64,경상남도 창원시 성산구 중앙동,98-4,0098,0004,성원그랜드오피스텔,41.2000,202410,30,"3,500",4,개인,개인,1990,용지로 70,-,직거래,-
65,경상남도 창원시 성산구 중앙동,101-2,0101,0002,대흥인터빌,29.4800,202410,30,"4,950",5,개인,개인,2004,중앙대로 33,-,중개거래,경남 창원시 성산구
66,경상남도 창원시 성산구 중앙동,100-2,0100,0002,현대오피스텔,31.1600,202410,29,"3,300",4,개인,개인,1990,중앙대로 55,-,직거래,-
67,경상남도 창원시 성산구 상남동,9-2,0009,0002,상남리더스빌,28.9800,202410,29,"3,600",7,개인,개인,2002,마디미로9번길 3,-,직거래,-
68,경상남도 창원시 성산구 중앙동,99-2,0099,0002,창원 중앙 블루힐스,21.2400,202410,29,"6,450",7,개인,개인,2016,용지로 56,-,중개거래,경남 창원시 성산구
69,경상남도 창원시 성산구 중앙동,99-2,0099,0002,창원 중앙 블루힐스,24.4600,202410,28,"7,400",14,개인,개인,2016,용지로 56,-,중개거래,경남 창원시 성산구
70,경상남도 창원시 성산구 중앙동,94-2,0094,0002,창원광장 동광뷰엘,19.4400,202410,27,"7,100",13,개인,개인,2017,중앙대로113번길 13,-,중개거래,경남 창원시 성산구
71,경상남도 창원시 성산구 상남동,75-2,0075,0002,엠케이오피스텔,40.2706,202410,25,"11,154",19,기타,기타,2016,중앙대로 94,-,직거래,-
72,경상남도 창원시 성산구 상남동,75-2,0075,0002,엠케이오피스텔,40.2706,202410,25,"11,154",19,기타,기타,2016,중앙대로 94,-,직거래,-
