NO,시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지
1,경상남도 창원시 진해구 경화동,1165-2,1165,0002,(1165-2),59.7200,202412,25,"7,300",4,개인,개인,2012,경화로21번길 37,-,중개거래,경남 창원시 진해구
2,경상남도 창원시 진해구 용원동,1347,1347,0000,다인로얄팰리스 부산 신항2차,47.9999,202412,24,"11,600",20,개인,개인,2020,신항2로 114,-,중개거래,경남 창원시 진해구
3,경상남도 창원시 진해구 인사동,7-26,0007,0026,미성오피스텔,35.3237,202412,23,"4,500",8,개인,개인,2006,인사로6번길 2,-,직거래,-
4,경상남도 창원시 진해구 용원동,1347-1,1347,0001,다인로얄팰리스 부산 신항1차,47.9701,202411,29,"10,500",17,개인,법인,2020,신항2로 106,-,직거래,-
5,경상남도 창원시 진해구 용원동,1347-1,1347,0001,다인로얄팰리스 부산 신항1차,47.9701,202411,29,"10,200",16,개인,법인,2020,신항2로 106,-,직거래,-
6,경상남도 창원시 진해구 용원동,1347-1,1347,0001,다인로얄팰리스 부산 신항1차,47.9701,202411,29,"10,500",17,개인,법인,2020,신항2로 106,-,직거래,-
7,경상남도 창원시 진해구 충무동,28-135,0028,0135,하이존텔,27.7175,202411,28,"1,850",2,개인,개인,2001,충장로176번길 18,-,중개거래,경남 창원시 진해구
8,경상남도 창원시 진해구 풍호동,807-3,0807,0003,토원주택,49.5000,202411,27,"6,200",5,개인,개인,2003,천자로413번길 5,-,직거래,-
9,경상남도 창원시 진해구 용원동,1347-1,1347,0001,다인로얄팰리스 부산 신항1차,47.9701,202411,26,"9,800",17,법인,법인,2020,신항2로 106,-,직거래,-
10,경상남도 창원시 진해구 용원동,1347,1347,0000,다인로얄팰리스 부산 신항2차,47.9999,202411,19,"13,000",12,개인,개인,2020,신항2로 114,-,중개거래,경남 창원시 진해구
11,경상남도 창원시 진해구 회현동,3-1,0003,0001,하이존텔 3차,25.5875,202411,19,"2,850",2,개인,개인,2005,편백로8번길 3-2,-,중개거래,경남 창원시 진해구
12,경상남도 창원시 진해구 회현동,3-1,0003,0001,하이존텔 3차,25.5875,202411,19,"2,950",4,개인,개인,2005,편백로8번길 3-2,-,중개거래,경남 창원시 진해구
13,경상남도 창원시 진해구 용원동,1347-1,1347,0001,다인로얄팰리스 부산 신항1차,47.9701,202411,14,"10,600",20,개인,법인,2020,신항2로 106,-,중개거래,"경남 창원시 진해구, 부산 강서구"
14,경상남도 창원시 진해구 충무동,28-135,0028,0135,하이존텔,27.7175,202411,10,"1,700",4,개인,개인,2001,충장로176번길 18,-,직거래,-
15,경상남도 창원시 진해구 용원동,1135-6,1135,0006,재상베네스타운,33.9300,202411,09,"3,950",8,개인,개인,2003,용원남로7번길 16,-,중개거래,경남 창원시 진해구
16,경상남도 창원시 진해구 용원동,1135-6,1135,0006,재상베네스타운,26.5500,202411,06,"2,750",10,개인,개인,2003,용원남로7번길 16,-,직거래,-
17,경상남도 창원시 진해구 중평동,1-3,0001,0003,미소오피스텔,35.2700,202410,31,"3,200",4,개인,개인,2004,중원서로 41-1,-,중개거래,경남 창원시 진해구
18,경상남도 창원시 진해구 충무동,28-135,0028,0135,하이존텔,25.7850,202410,29,"1,800",4,개인,개인,2001,충장로176번길 18,-,중개거래,경남 창원시 진해구
19,경상남도 창원시 진해구 용원동,1351,1351,0000,용원동 오송스퀘어,140.0000,202410,16,"35,970",4,법인,법인,2017, ,-,직거래,-
20,경상남도 창원시 진해구 용원동,1351,1351,0000,용원동 오송스퀘어,91.8400,202410,16,"23,596",4,법인,법인,2017, ,-,직거래,-
21,경상남도 창원시 진해구 용원동,1347-1,1347,0001,다인로얄팰리스 부산 신항1차,47.9701,202410,05,"7,800",10,개인,개인,2020,신항2로 106,-,중개거래,경남 창원시 진해구
22,경상남도 창원시 진해구 충무동,28-135,0028,0135,하이존텔,25.7850,202410,05,"1,500",6,개인,개인,2001,충장로176번길 18,-,중개거래,경남 창원시 진해구
23,경상남도 창원시 진해구 용원동,1347-1,1347,0001,다인로얄팰리스 부산 신항1차,47.9701,202410,05,"7,800",10,개인,개인,2020,신항2로 106,20241216,중개거래,경남 창원시 진해구
24,경상남도 창원시 진해구 충무동,28-135,0028,0135,하이존텔,27.7175,202410,04,"1,700",5,개인,개인,2001,충장로176번길 18,-,직거래,-
25,경상남도 창원시 진해구 용원동,1347-1,1347,0001,다인로얄팰리스 부산 신항1차,47.7961,202410,02,"11,000",16,개인,개인,2020,신항2로 106,-,중개거래,경남 창원시 진해구
26,경상남도 창원시 진해구 용원동,1347,1347,0000,다인로얄팰리스 부산 신항2차,48.2187,202410,01,"7,800",10,개인,개인,2020,신항2로 114,-,중개거래,경남 창원시 진해구
27,경상남도 창원시 진해구 용원동,1347,1347,0000,다인로얄팰리스 부산 신항2차,48.2187,202410,01,"8,400",4,개인,개인,2020,신항2로 114,-,중개거래,경남 창원시 진해구
28,경상남도 창원시 진해구 중평동,1-3,0001,0003,미소오피스텔,35.2700,202409,28,"3,400",4,개인,개인,2004,중원서로 41-1,20241017,중개거래,경남 창원시 진해구
29,경상남도 창원시 진해구 경화동,1159-3,1159,0003,덕산세영파크,48.3800,202409,25,"17,614",3,법인,법인,2024, ,-,직거래,-
30,경상남도 창원시 진해구 경화동,1159-3,1159,0003,덕산세영파크,48.6500,202409,25,"17,721",3,법인,법인,2024, ,-,직거래,-
31,경상남도 창원시 진해구 경화동,1159-3,1159,0003,덕산세영파크,48.9500,202409,25,"17,828",3,법인,법인,2024, ,-,직거래,-
32,경상남도 창원시 진해구 경화동,1159-3,1159,0003,덕산세영파크,48.9500,202409,25,"18,151",4,법인,법인,2024, ,-,직거래,-
33,경상남도 창원시 진해구 경화동,1159-3,1159,0003,덕산세영파크,48.3800,202409,25,"17,990",4,법인,법인,2024, ,-,직거래,-
34,경상남도 창원시 진해구 경화동,1159-3,1159,0003,덕산세영파크,48.6500,202409,25,"18,043",4,법인,법인,2024, ,-,직거래,-
35,경상남도 창원시 진해구 경화동,1159-3,1159,0003,덕산세영파크,48.1300,202409,25,"17,882",4,법인,법인,2024, ,-,직거래,-
36,경상남도 창원시 진해구 경화동,1159-3,1159,0003,덕산세영파크,48.9500,202409,25,"18,151",4,법인,법인,2024, ,-,직거래,-
37,경상남도 창원시 진해구 경화동,1159-3,1159,0003,덕산세영파크,48.1900,202409,25,"17,936",5,법인,법인,2024, ,-,직거래,-
38,경상남도 창원시 진해구 경화동,1159-3,1159,0003,덕산세영파크,48.3800,202409,25,"17,990",5,법인,법인,2024, ,-,직거래,-
39,경상남도 창원시 진해구 경화동,1159-3,1159,0003,덕산세영파크,48.6500,202409,25,"18,043",5,법인,법인,2024, ,-,직거래,-
40,경상남도 창원시 진해구 경화동,1159-3,1159,0003,덕산세영파크,47.7200,202409,25,"17,721",5,법인,법인,2024, ,-,직거래,-
41,경상남도 창원시 진해구 경화동,1159-3,1159,0003,덕산세영파크,48.1300,202409,25,"17,506",3,법인,법인,2024, ,-,직거래,-
42,경상남도 창원시 진해구 경화동,1159-3,1159,0003,덕산세영파크,48.3800,202409,25,"17,614",2,법인,법인,2024, ,-,직거래,-
43,경상남도 창원시 진해구 경화동,1159-3,1159,0003,덕산세영파크,48.6500,202409,25,"17,721",2,법인,법인,2024, ,-,직거래,-
44,경상남도 창원시 진해구 경화동,1159-3,1159,0003,덕산세영파크,48.1300,202409,25,"17,506",2,법인,법인,2024, ,-,직거래,-
45,경상남도 창원시 진해구 경화동,1159-3,1159,0003,덕산세영파크,48.9500,202409,25,"17,828",2,법인,법인,2024, ,-,직거래,-
46,경상남도 창원시 진해구 경화동,1159-3,1159,0003,덕산세영파크,48.9500,202409,25,"17,828",3,법인,법인,2024, ,-,직거래,-
47,경상남도 창원시 진해구 경화동,1159-3,1159,0003,덕산세영파크,48.9500,202409,25,"17,828",2,법인,법인,2024, ,-,직거래,-
48,경상남도 창원시 진해구 충무동,28-135,0028,0135,하이존텔,25.7850,202409,24,"2,000",5,개인,개인,2001,충장로176번길 18,-,직거래,-
49,경상남도 창원시 진해구 용원동,1347-1,1347,0001,다인로얄팰리스 부산 신항1차,47.7961,202409,12,"12,000",9,개인,개인,2020,신항2로 106,-,직거래,-
50,경상남도 창원시 진해구 충무동,28-135,0028,0135,하이존텔,27.7175,202408,26,"1,000",6,개인,개인,2001,충장로176번길 18,-,직거래,-
51,경상남도 창원시 진해구 용원동,1347,1347,0000,다인로얄팰리스 부산 신항2차,48.2187,202408,03,"7,100",4,개인,개인,2020,신항2로 114,-,중개거래,경남 창원시 진해구
52,경상남도 창원시 진해구 용원동,1347,1347,0000,다인로얄팰리스 부산 신항2차,36.2641,202408,01,"10,000",19,개인,법인,2020,신항2로 114,-,직거래,-
53,경상남도 창원시 진해구 충무동,28-135,0028,0135,하이존텔,27.7175,202407,28,"1,500",4,개인,개인,2001,충장로176번길 18,-,직거래,-
