NO,시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지
1,경상남도 창원시 진해구 충무동,28-135,0028,0135,하이존텔,25.7850,202211,22,"1,550",2,-,-,2001,충장로176번길 18,-,중개거래,경남 창원성산구
2,경상남도 창원시 진해구 익선동,7-1,0007,0001,주건축물제1동,51.6400,202210,29,"12,000",3,-,-,2018,편백로14번길 6,-,직거래,-
3,경상남도 창원시 진해구 충무동,28-135,0028,0135,하이존텔,25.7850,202210,18,"1,900",4,-,-,2001,충장로176번길 18,-,중개거래,경남 창원진해구
4,경상남도 창원시 진해구 용원동,1135-6,1135,0006,재상베네스타운,33.9300,202210,15,"3,900",3,-,-,2003,용원남로7번길 16,-,중개거래,경남 창원진해구
5,경상남도 창원시 진해구 광화동,26,0026,0000,진해미진이지비아,28.2649,202210,14,"5,000",4,-,-,2014,중원동로 33,-,중개거래,경남 창원진해구
6,경상남도 창원시 진해구 경화동,871-3,0871,0003,(871-3),38.0300,202210,11,"6,168",5,-,-,2017,충장로345번길 48-9,-,중개거래,경남 창원진해구
7,경상남도 창원시 진해구 경화동,871-3,0871,0003,(871-3),38.0300,202210,05,"6,168",5,-,-,2017,충장로345번길 48-9,20221017,중개거래,경남 창원진해구
8,경상남도 창원시 진해구 광화동,26,0026,0000,진해미진이지비아,55.3834,202209,28,"5,500",12,-,-,2014,중원동로 33,-,중개거래,경남 창원진해구
9,경상남도 창원시 진해구 광화동,26,0026,0000,진해미진이지비아,55.3834,202209,28,"5,500",12,-,-,2014,중원동로 33,20221004,중개거래,경남 창원진해구
10,경상남도 창원시 진해구 경화동,871-3,0871,0003,(871-3),56.6100,202209,27,"9,249",4,-,-,2017,충장로345번길 48-9,20221027,직거래,-
11,경상남도 창원시 진해구 경화동,977-34,0977,0034,H하우스,82.3137,202209,27,"16,600",3,-,-,2019,경화로12번길 34,-,직거래,-
12,경상남도 창원시 진해구 경화동,871-3,0871,0003,(871-3),56.6100,202209,27,"9,252",4,-,-,2017,충장로345번길 48-9,-,직거래,-
13,경상남도 창원시 진해구 충무동,28-26,0028,0026,하이존텔2,42.1600,202209,09,"3,900",3,-,-,2002,충장로176번길 17,-,직거래,-
14,경상남도 창원시 진해구 경화동,871-3,0871,0003,(871-3),80.5500,202208,31,"11,000",3,-,-,2017,충장로345번길 48-9,-,직거래,-
15,경상남도 창원시 진해구 회현동,3-1,0003,0001,하이존텔 3차,25.5875,202207,07,"3,100",5,-,-,2005,편백로8번길 3-2,-,중개거래,경남 창원진해구
16,경상남도 창원시 진해구 충무동,28-135,0028,0135,하이존텔,25.7850,202207,06,"1,470",5,-,-,2001,충장로176번길 18,-,중개거래,경남 창원진해구
17,경상남도 창원시 진해구 풍호동,807-3,0807,0003,토원주택,36.9000,202206,26,"2,500",6,-,-,2003,천자로413번길 5,-,중개거래,경남 창원성산구
18,경상남도 창원시 진해구 용원동,1347-1,1347,0001,다인로얄팰리스 부산 신항1차,47.7961,202206,20,"16,000",20,-,-,2020,신항2로 106,-,직거래,-
19,경상남도 창원시 진해구 대흥동,29-24,0029,0024,금강 영지아파트,84.7800,202205,30,"18,000",2,-,-,2015,벚꽃로50번안길 3,-,직거래,-
20,경상남도 창원시 진해구 풍호동,807-3,0807,0003,토원주택,49.5000,202205,19,"3,300",6,-,-,2003,천자로413번길 5,-,중개거래,경남 창원진해구
21,경상남도 창원시 진해구 풍호동,807-3,0807,0003,토원주택,49.5000,202205,19,"3,300",3,-,-,2003,천자로413번길 5,-,중개거래,경남 창원진해구
22,경상남도 창원시 진해구 중평동,1-3,0001,0003,미소오피스텔,34.7300,202205,14,"3,000",5,-,-,2004,중원서로 41-1,-,중개거래,경남 창원진해구
23,경상남도 창원시 진해구 중평동,1-3,0001,0003,미소오피스텔,34.7300,202205,14,"3,500",4,-,-,2004,중원서로 41-1,-,중개거래,경남 창원진해구
24,경상남도 창원시 진해구 풍호동,807-3,0807,0003,토원주택,49.5000,202205,13,"3,500",4,-,-,2003,천자로413번길 5,-,중개거래,경남 창원진해구
25,경상남도 창원시 진해구 중평동,1-3,0001,0003,미소오피스텔,34.7300,202205,13,"3,350",2,-,-,2004,중원서로 41-1,-,중개거래,경남 창원진해구
26,경상남도 창원시 진해구 중평동,1-3,0001,0003,미소오피스텔,35.2700,202205,13,"3,350",4,-,-,2004,중원서로 41-1,-,중개거래,경남 창원진해구
27,경상남도 창원시 진해구 용원동,1347,1347,0000,다인로얄팰리스 부산 신항2차,47.9999,202205,12,"18,597",10,-,-,2020,신항2로 114,-,직거래,-
28,경상남도 창원시 진해구 여좌동,797-1,0797,0001,헤븐하임,80.3500,202205,12,"22,000",15,-,-,2016,충장로 147,-,중개거래,경남 창원진해구
29,경상남도 창원시 진해구 중평동,1-3,0001,0003,미소오피스텔,34.7300,202205,11,"3,900",6,-,-,2004,중원서로 41-1,-,직거래,-
30,경상남도 창원시 진해구 풍호동,807-3,0807,0003,토원주택,49.5000,202205,09,"3,500",6,-,-,2003,천자로413번길 5,-,중개거래,경남 창원진해구
31,경상남도 창원시 진해구 풍호동,807-3,0807,0003,토원주택,49.5000,202205,04,"3,300",3,-,-,2003,천자로413번길 5,-,중개거래,경남 창원진해구
32,경상남도 창원시 진해구 중평동,1-3,0001,0003,미소오피스텔,35.2700,202205,04,"3,450",5,-,-,2004,중원서로 41-1,-,중개거래,경남 창원진해구
33,경상남도 창원시 진해구 중평동,1-3,0001,0003,미소오피스텔,35.2700,202205,04,"3,450",5,-,-,2004,중원서로 41-1,-,중개거래,경남 창원진해구
34,경상남도 창원시 진해구 풍호동,807-3,0807,0003,토원주택,49.5000,202205,02,"3,300",5,-,-,2003,천자로413번길 5,-,중개거래,경남 창원진해구
35,경상남도 창원시 진해구 풍호동,807-3,0807,0003,토원주택,49.5000,202205,02,"3,300",5,-,-,2003,천자로413번길 5,-,중개거래,경남 창원진해구
36,경상남도 창원시 진해구 광화동,26,0026,0000,진해미진이지비아,28.2649,202204,18,"5,500",15,-,-,2014,중원동로 33,-,중개거래,경남 창원진해구
37,경상남도 창원시 진해구 풍호동,807-3,0807,0003,토원주택,49.5000,202204,11,"3,500",5,-,-,2003,천자로413번길 5,-,중개거래,경남 창원진해구
38,경상남도 창원시 진해구 속천동,7,0007,0000,진해유진에코블루스카이,29.6915,202204,05,"6,900",16,-,-,2015, ,-,중개거래,경남 창원진해구
39,경상남도 창원시 진해구 회현동,3-1,0003,0001,하이존텔 3차,25.5875,202203,18,"3,400",5,-,-,2005,편백로8번길 3-2,-,직거래,-
40,경상남도 창원시 진해구 경화동,1153-14,1153,0014,하이존텔4차,32.6100,202203,07,"4,000",2,-,-,2005,충장로273번길 16,-,중개거래,경남 창원성산구
41,경상남도 창원시 진해구 용원동,1347-1,1347,0001,다인로얄팰리스 부산 신항1차,47.7961,202203,06,"15,200",19,-,-,2020,신항2로 106,-,중개거래,경남 창원시 진해구
42,경상남도 창원시 진해구 태평동,22-1,0022,0001,태평로얄스톤아파트,82.6793,202202,28,"14,500",2,-,-,2018,태평로 10,-,중개거래,경남 창원진해구
43,경상남도 창원시 진해구 충무동,28-26,0028,0026,하이존텔2,40.6400,202202,27,"3,700",4,-,-,2002,충장로176번길 17,-,직거래,-
44,경상남도 창원시 진해구 용원동,1212-2,1212,0002,벽송수피아빌딩,42.0250,202202,25,"6,800",8,-,-,2013,용재로 14,-,중개거래,부산 중구
45,경상남도 창원시 진해구 용원동,1212-2,1212,0002,벽송수피아빌딩,41.0750,202202,25,"6,600",8,-,-,2013,용재로 14,-,중개거래,부산 중구
46,경상남도 창원시 진해구 용원동,1212-2,1212,0002,벽송수피아빌딩,41.0750,202202,25,"6,600",8,-,-,2013,용재로 14,-,중개거래,부산 중구
47,경상남도 창원시 진해구 용원동,1212-2,1212,0002,벽송수피아빌딩,43.1750,202202,25,"7,000",8,-,-,2013,용재로 14,-,중개거래,부산 중구
48,경상남도 창원시 진해구 용원동,1212-2,1212,0002,벽송수피아빌딩,43.1750,202202,25,"7,000",8,-,-,2013,용재로 14,-,중개거래,부산 중구
49,경상남도 창원시 진해구 용원동,1212-2,1212,0002,벽송수피아빌딩,44.7250,202202,25,"7,200",8,-,-,2013,용재로 14,-,중개거래,부산 중구
50,경상남도 창원시 진해구 용원동,1212-2,1212,0002,벽송수피아빌딩,44.7250,202202,25,"7,250",9,-,-,2013,용재로 14,-,중개거래,부산 중구
51,경상남도 창원시 진해구 용원동,1212-2,1212,0002,벽송수피아빌딩,41.0750,202202,25,"6,600",8,-,-,2013,용재로 14,-,중개거래,부산 중구
52,경상남도 창원시 진해구 용원동,1212-2,1212,0002,벽송수피아빌딩,39.7750,202202,25,"6,500",10,-,-,2013,용재로 14,-,중개거래,부산 중구
53,경상남도 창원시 진해구 용원동,1212-2,1212,0002,벽송수피아빌딩,43.1750,202202,25,"7,000",8,-,-,2013,용재로 14,-,중개거래,부산 중구
54,경상남도 창원시 진해구 용원동,1212-2,1212,0002,벽송수피아빌딩,41.0750,202202,25,"6,700",10,-,-,2013,용재로 14,-,중개거래,부산 중구
55,경상남도 창원시 진해구 용원동,1212-2,1212,0002,벽송수피아빌딩,41.0750,202202,25,"6,700",10,-,-,2013,용재로 14,-,중개거래,부산 중구
56,경상남도 창원시 진해구 용원동,1212-2,1212,0002,벽송수피아빌딩,41.0750,202202,25,"6,700",10,-,-,2013,용재로 14,-,중개거래,부산 중구
57,경상남도 창원시 진해구 용원동,1212-2,1212,0002,벽송수피아빌딩,42.0250,202202,25,"6,900",10,-,-,2013,용재로 14,-,중개거래,부산 중구
58,경상남도 창원시 진해구 용원동,1212-2,1212,0002,벽송수피아빌딩,38.8750,202202,25,"6,400",10,-,-,2013,용재로 14,-,중개거래,부산 중구
59,경상남도 창원시 진해구 용원동,1212-2,1212,0002,벽송수피아빌딩,38.8750,202202,25,"6,380",10,-,-,2013,용재로 14,-,중개거래,부산 중구
60,경상남도 창원시 진해구 용원동,1212-2,1212,0002,벽송수피아빌딩,38.8750,202202,25,"6,380",10,-,-,2013,용재로 14,-,중개거래,부산 중구
61,경상남도 창원시 진해구 용원동,1212-2,1212,0002,벽송수피아빌딩,41.0750,202202,25,"6,650",9,-,-,2013,용재로 14,-,중개거래,부산 중구
62,경상남도 창원시 진해구 용원동,1212-2,1212,0002,벽송수피아빌딩,41.0750,202202,25,"6,650",9,-,-,2013,용재로 14,-,중개거래,부산 중구
63,경상남도 창원시 진해구 용원동,1212-2,1212,0002,벽송수피아빌딩,41.0750,202202,25,"6,650",9,-,-,2013,용재로 14,-,중개거래,부산 중구
64,경상남도 창원시 진해구 용원동,1212-2,1212,0002,벽송수피아빌딩,42.0250,202202,25,"6,800",9,-,-,2013,용재로 14,-,중개거래,부산 중구
65,경상남도 창원시 진해구 용원동,1212-2,1212,0002,벽송수피아빌딩,43.7150,202202,25,"7,080",9,-,-,2013,용재로 14,-,중개거래,부산 중구
66,경상남도 창원시 진해구 용원동,1212-2,1212,0002,벽송수피아빌딩,43.7150,202202,25,"7,080",9,-,-,2013,용재로 14,-,중개거래,부산 중구
67,경상남도 창원시 진해구 용원동,1212-2,1212,0002,벽송수피아빌딩,43.7150,202202,25,"7,080",9,-,-,2013,용재로 14,-,중개거래,부산 중구
68,경상남도 창원시 진해구 광화동,26,0026,0000,진해미진이지비아,26.0405,202202,16,"5,000",10,-,-,2014,중원동로 33,-,중개거래,부산 기장군
69,경상남도 창원시 진해구 광화동,26,0026,0000,진해미진이지비아,28.2649,202202,16,"5,200",12,-,-,2014,중원동로 33,-,중개거래,부산 기장군
70,경상남도 창원시 진해구 광화동,26,0026,0000,진해미진이지비아,28.2649,202202,15,"5,500",11,-,-,2014,중원동로 33,-,중개거래,경남 창원진해구
71,경상남도 창원시 진해구 경화동,1153-14,1153,0014,하이존텔4차,32.6100,202202,06,"4,000",2,-,-,2005,충장로273번길 16,20220307,중개거래,경남 창원성산구
72,경상남도 창원시 진해구 광화동,26,0026,0000,진해미진이지비아,28.2649,202201,14,"5,500",11,-,-,2014,중원동로 33,-,중개거래,부산 기장군
73,경상남도 창원시 진해구 경화동,1165-2,1165,0002,(1165-2),59.7200,202201,12,"7,000",2,-,-,2012,경화로21번길 37,-,직거래,-
74,경상남도 창원시 진해구 충무동,28-8,0028,0008,더 프라임,65.3000,202201,03,"7,343",2,-,-,2016,충장로 160,-,직거래,-
