NO,시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지
1,경상남도 창원시 진해구 광화동,26,0026,0000,진해미진이지비아,28.2649,202312,27,"5,320",6,-,-,2014,중원동로 33,-,중개거래,경남 창원시 진해구
2,경상남도 창원시 진해구 용원동,1347,1347,0000,다인로얄팰리스 부산 신항2차,48.2187,202312,13,"13,500",4,-,-,2020,신항2로 114,-,직거래,-
3,경상남도 창원시 진해구 대죽동,41-4,0041,0004,미성빌리지4차,83.7168,202311,21,"16,000",2,-,-,2015,태평로 150,-,중개거래,경남 창원진해구 부산 강서구
4,경상남도 창원시 진해구 용원동,1347-1,1347,0001,다인로얄팰리스 부산 신항1차,47.7961,202311,12,"10,000",19,-,-,2020,신항2로 106,-,중개거래,경남 창원진해구
5,경상남도 창원시 진해구 회현동,3-1,0003,0001,하이존텔 3차,25.5875,202311,02,"3,150",7,-,-,2005,편백로8번길 3-2,-,중개거래,경남 창원진해구
6,경상남도 창원시 진해구 회현동,3-1,0003,0001,하이존텔 3차,25.5875,202311,02,"3,100",4,-,-,2005,편백로8번길 3-2,-,중개거래,경남 창원진해구
7,경상남도 창원시 진해구 충무동,28-135,0028,0135,하이존텔,23.9700,202310,26,"1,700",3,-,-,2001,충장로176번길 18,-,중개거래,경남 창원진해구
8,경상남도 창원시 진해구 광화동,26,0026,0000,진해미진이지비아,26.5795,202310,21,"5,500",12,-,-,2014,중원동로 33,-,중개거래,경남 창원시 진해구
9,경상남도 창원시 진해구 광화동,26,0026,0000,진해미진이지비아,28.2649,202309,25,"5,900",5,-,-,2014,중원동로 33,-,중개거래,경남 창원시 진해구
10,경상남도 창원시 진해구 광화동,26,0026,0000,진해미진이지비아,28.2649,202309,13,"5,750",11,-,-,2014,중원동로 33,-,중개거래,경남 창원시 진해구
11,경상남도 창원시 진해구 여좌동,760-56,0760,0056,동원베이힐즈,64.4993,202309,08,"13,500",5,-,-,2017, ,-,직거래,-
12,경상남도 창원시 진해구 충의동,4-1,0004,0001,퀸스테이트,68.4360,202308,30,"16,000",5,-,-,2022,중원로15번길 7,-,직거래,-
13,경상남도 창원시 진해구 덕산동,59-19,0059,0019,덕산그린빌,84.4160,202308,23,"31,980",2,-,-,2023,충장로491번길 15,-,직거래,-
14,경상남도 창원시 진해구 덕산동,59-19,0059,0019,덕산그린빌,83.8490,202308,23,"31,767",1,-,-,2023,충장로491번길 15,-,직거래,-
15,경상남도 창원시 진해구 덕산동,59-19,0059,0019,덕산그린빌,84.4160,202308,23,"32,353",4,-,-,2023,충장로491번길 15,-,직거래,-
16,경상남도 창원시 진해구 덕산동,59-19,0059,0019,덕산그린빌,84.4160,202308,23,"31,980",3,-,-,2023,충장로491번길 15,-,직거래,-
17,경상남도 창원시 진해구 덕산동,59-19,0059,0019,덕산그린빌,84.4160,202308,23,"32,353",4,-,-,2023,충장로491번길 15,-,직거래,-
18,경상남도 창원시 진해구 덕산동,59-19,0059,0019,덕산그린빌,84.4160,202308,23,"32,353",5,-,-,2023,충장로491번길 15,-,직거래,-
19,경상남도 창원시 진해구 덕산동,59-19,0059,0019,덕산그린빌,84.4160,202308,23,"31,980",3,-,-,2023,충장로491번길 15,-,직거래,-
20,경상남도 창원시 진해구 덕산동,59-19,0059,0019,덕산그린빌,84.4160,202308,23,"31,980",2,-,-,2023,충장로491번길 15,-,직거래,-
21,경상남도 창원시 진해구 덕산동,59-19,0059,0019,덕산그린빌,84.4160,202308,23,"32,353",5,-,-,2023,충장로491번길 15,-,직거래,-
22,경상남도 창원시 진해구 여좌동,760-56,0760,0056,동원베이힐즈,64.4051,202308,07,"13,800",9,-,-,2017, ,-,중개거래,경남 창원진해구
23,경상남도 창원시 진해구 충무동,28-135,0028,0135,하이존텔,27.7175,202307,27,"1,600",2,-,-,2001,충장로176번길 18,-,직거래,-
24,경상남도 창원시 진해구 충의동,4-1,0004,0001,퀸스테이트,52.1810,202307,21,"8,697",2,-,-,2022,중원로15번길 7,-,직거래,-
25,경상남도 창원시 진해구 경화동,1153-14,1153,0014,하이존텔4차,32.6100,202307,20,"3,350",5,-,-,2005,충장로273번길 16,-,중개거래,경남 창원진해구
26,경상남도 창원시 진해구 여좌동,760-56,0760,0056,동원베이힐즈,64.4051,202307,14,"14,175",6,-,-,2017, ,-,중개거래,경남 창원진해구
27,경상남도 창원시 진해구 용원동,1347,1347,0000,다인로얄팰리스 부산 신항2차,48.2187,202306,24,"18,000",8,-,-,2020,신항2로 114,-,중개거래,경남 창원진해구
28,경상남도 창원시 진해구 인사동,7-26,0007,0026,미성오피스텔,35.3237,202306,15,"4,700",8,-,-,2006,인사로6번길 2,-,직거래,-
29,경상남도 창원시 진해구 충무동,28-135,0028,0135,하이존텔,27.7175,202306,15,"1,500",4,-,-,2001,충장로176번길 18,-,중개거래,경남 창원진해구
30,경상남도 창원시 진해구 경화동,1153-14,1153,0014,하이존텔4차,32.6100,202306,12,"3,500",2,-,-,2005,충장로273번길 16,-,직거래,-
31,경상남도 창원시 진해구 회현동,3-1,0003,0001,하이존텔 3차,25.5875,202306,05,"3,550",5,-,-,2005,편백로8번길 3-2,-,중개거래,경남 창원성산구
32,경상남도 창원시 진해구 용원동,1347,1347,0000,다인로얄팰리스 부산 신항2차,48.2187,202305,30,"9,500",6,-,-,2020,신항2로 114,-,직거래,-
33,경상남도 창원시 진해구 용원동,1135-6,1135,0006,재상베네스타운,33.9300,202305,28,"3,900",2,-,-,2003,용원남로7번길 16,-,중개거래,경남 창원진해구
34,경상남도 창원시 진해구 풍호동,807-3,0807,0003,토원주택,75.0100,202305,25,"16,000",4,-,-,2003,천자로413번길 5,-,직거래,-
35,경상남도 창원시 진해구 여좌동,760-56,0760,0056,동원베이힐즈,64.4993,202305,09,"12,000",9,-,-,2017, ,-,중개거래,경남 창원마산합포구
36,경상남도 창원시 진해구 인사동,7-26,0007,0026,미성오피스텔,42.9975,202304,26,"5,950",3,-,-,2006,인사로6번길 2,-,직거래,-
37,경상남도 창원시 진해구 충무동,28-135,0028,0135,하이존텔,23.9700,202304,24,"1,390",2,-,-,2001,충장로176번길 18,-,중개거래,경남 창원진해구
38,경상남도 창원시 진해구 광화동,26,0026,0000,진해미진이지비아,28.2649,202304,18,"4,200",2,-,-,2014,중원동로 33,-,중개거래,경남 창원진해구
39,경상남도 창원시 진해구 경화동,1153-14,1153,0014,하이존텔4차,31.5600,202304,11,"2,500",5,-,-,2005,충장로273번길 16,-,직거래,-
40,경상남도 창원시 진해구 경화동,1153-14,1153,0014,하이존텔4차,28.1100,202304,01,"2,850",7,-,-,2005,충장로273번길 16,-,직거래,-
41,경상남도 창원시 진해구 회현동,3-1,0003,0001,하이존텔 3차,25.5875,202303,22,"3,500",8,-,-,2005,편백로8번길 3-2,-,중개거래,경남 창원성산구
42,경상남도 창원시 진해구 용원동,1135-6,1135,0006,재상베네스타운,33.9300,202303,15,"3,900",4,-,-,2003,용원남로7번길 16,-,중개거래,경남 창원진해구
43,경상남도 창원시 진해구 용원동,1135-6,1135,0006,재상베네스타운,33.9300,202303,15,"3,900",4,-,-,2003,용원남로7번길 16,20230404,중개거래,경남 창원진해구
44,경상남도 창원시 진해구 용원동,1347,1347,0000,다인로얄팰리스 부산 신항2차,48.2187,202303,15,"16,000",16,-,-,2020,신항2로 114,-,직거래,-
45,경상남도 창원시 진해구 풍호동,807-3,0807,0003,토원주택,75.0100,202303,09,"16,000",4,-,-,2003,천자로413번길 5,-,직거래,-
46,경상남도 창원시 진해구 회현동,3-1,0003,0001,하이존텔 3차,25.5875,202302,26,"3,000",3,-,-,2005,편백로8번길 3-2,-,중개거래,경남 창원진해구
47,경상남도 창원시 진해구 용원동,1135-6,1135,0006,재상베네스타운,26.5500,202302,08,"3,250",6,-,-,2003,용원남로7번길 16,-,중개거래,경남 창원진해구
48,경상남도 창원시 진해구 용원동,1135-6,1135,0006,재상베네스타운,33.9300,202302,06,"3,900",5,-,-,2003,용원남로7번길 16,-,중개거래,경남 창원진해구
49,경상남도 창원시 진해구 경화동,1153-14,1153,0014,하이존텔4차,32.6100,202301,09,"3,500",6,-,-,2005,충장로273번길 16,-,직거래,-
