시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명
경상남도 창원마산합포구 가포동,508-47,0508,0047,건화그린맨션,84.52,201507,29,"        14,300",6,1992,가포로 176-45
경상남도 창원마산합포구 가포동,508-47,0508,0047,건화그린맨션,84.52,201508,24,"        13,900",8,1992,가포로 176-45
경상남도 창원마산합포구 가포동,508-47,0508,0047,건화그린맨션,77.15,201511,25,"        13,100",3,1992,가포로 176-45
경상남도 창원마산합포구 가포동,508-47,0508,0047,건화그린맨션,84.52,201512,14,"        12,000",7,1992,가포로 176-45
경상남도 창원마산합포구 가포동,508-47,0508,0047,건화그린맨션,84.52,201601,21,"        13,700",2,1992,가포로 176-45
경상남도 창원마산합포구 가포동,508-47,0508,0047,건화그린맨션,84.69,201603,18,"        10,500",2,1992,가포로 176-45
경상남도 창원마산합포구 가포동,508-47,0508,0047,건화그린맨션,84.69,201604,29,"        10,900",8,1992,가포로 176-45
경상남도 창원마산합포구 교방동,376-1,0376,0001,교방,40.415,201603,30,"         3,500",1,1985,교방서1길 25
경상남도 창원마산합포구 교방동,376-1,0376,0001,교방,40.415,201604,7,"         5,700",2,1985,교방서1길 25
경상남도 창원마산합포구 교방동,376-1,0376,0001,교방,40.68,201606,10,"         4,500",1,1985,교방서1길 25
경상남도 창원마산합포구 교방동,376-1,0376,0001,교방,40.415,201606,22,"         7,500",1,1985,교방서1길 25
경상남도 창원마산합포구 교방동,281-2,0281,0002,다조맨션,66.72,201509,7,"        12,000",1,1997,교방동1길 64
경상남도 창원마산합포구 교방동,354-3,0354,0003,대양파크맨션,72,201507,16,"        12,500",1,1986,회원서10길 87
경상남도 창원마산합포구 교방동,510,0510,0000,무학산벽산블루밍1단지,84.9935,201507,3,"        30,700",12,2009,교방시장2길 9
경상남도 창원마산합포구 교방동,510,0510,0000,무학산벽산블루밍1단지,84.9308,201509,18,"        30,300",6,2009,교방시장2길 9
경상남도 창원마산합포구 교방동,510,0510,0000,무학산벽산블루밍1단지,84.9935,201510,15,"        28,500",8,2009,교방시장2길 9
경상남도 창원마산합포구 교방동,510,0510,0000,무학산벽산블루밍1단지,84.9935,201511,4,"        28,100",3,2009,교방시장2길 9
경상남도 창원마산합포구 교방동,510,0510,0000,무학산벽산블루밍1단지,84.9308,201511,20,"        31,800",10,2009,교방시장2길 9
경상남도 창원마산합포구 교방동,510,0510,0000,무학산벽산블루밍1단지,84.9308,201512,18,"        27,000",6,2009,교방시장2길 9
경상남도 창원마산합포구 교방동,510,0510,0000,무학산벽산블루밍1단지,84.9935,201605,10,"        29,450",7,2009,교방시장2길 9
경상남도 창원마산합포구 교방동,510,0510,0000,무학산벽산블루밍1단지,84.9918,201606,23,"        28,500",17,2009,교방시장2길 9
경상남도 창원마산합포구 교방동,355-1,0355,0001,무학산벽산블루밍2단지,73.8661,201507,3,"        25,000",16,2009,노산서18길 142
경상남도 창원마산합포구 교방동,355-1,0355,0001,무학산벽산블루밍2단지,84.9308,201507,9,"        32,150",5,2009,노산서18길 142
경상남도 창원마산합포구 교방동,355-1,0355,0001,무학산벽산블루밍2단지,122.2339,201507,13,"        37,000",9,2009,노산서18길 142
경상남도 창원마산합포구 교방동,355-1,0355,0001,무학산벽산블루밍2단지,59.8613,201507,20,"        23,600",6,2009,노산서18길 142
경상남도 창원마산합포구 교방동,355-1,0355,0001,무학산벽산블루밍2단지,84.9935,201507,27,"        30,000",15,2009,노산서18길 142
경상남도 창원마산합포구 교방동,355-1,0355,0001,무학산벽산블루밍2단지,122.2339,201507,31,"        38,000",6,2009,노산서18길 142
경상남도 창원마산합포구 교방동,355-1,0355,0001,무학산벽산블루밍2단지,84.9308,201508,6,"        33,300",16,2009,노산서18길 142
경상남도 창원마산합포구 교방동,355-1,0355,0001,무학산벽산블루밍2단지,59.8613,201508,13,"        21,000",10,2009,노산서18길 142
경상남도 창원마산합포구 교방동,355-1,0355,0001,무학산벽산블루밍2단지,84.9918,201508,30,"        29,500",10,2009,노산서18길 142
경상남도 창원마산합포구 교방동,355-1,0355,0001,무학산벽산블루밍2단지,122.2339,201509,7,"        37,500",20,2009,노산서18길 142
경상남도 창원마산합포구 교방동,355-1,0355,0001,무학산벽산블루밍2단지,59.8613,201509,7,"        23,850",13,2009,노산서18길 142
경상남도 창원마산합포구 교방동,355-1,0355,0001,무학산벽산블루밍2단지,59.8613,201509,14,"        23,900",7,2009,노산서18길 142
경상남도 창원마산합포구 교방동,355-1,0355,0001,무학산벽산블루밍2단지,84.9308,201510,5,"        30,600",5,2009,노산서18길 142
경상남도 창원마산합포구 교방동,355-1,0355,0001,무학산벽산블루밍2단지,84.9935,201510,8,"        28,500",16,2009,노산서18길 142
경상남도 창원마산합포구 교방동,355-1,0355,0001,무학산벽산블루밍2단지,84.9935,201510,14,"        30,300",7,2009,노산서18길 142
경상남도 창원마산합포구 교방동,355-1,0355,0001,무학산벽산블루밍2단지,122.2339,201510,16,"        39,500",13,2009,노산서18길 142
