Unnamed: 0,Unnamed: 1,2022년 6월말 인구 현황,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
【창원시】,,,,,,,,,,"            (단위 : 세대, 명)"
"읍 면
동 별",인        구,,,"한  국  인
(주민등록인구)",,,,"외  국  인
(출입국관리소 등록신고)",,
,소계,남,여,소계,남,여,세대수,소계,남,여
합  계,1039722,527643,512079,1026749,520087,506662,456089,12973,7556,5417
의창구,219408,111897,107511,216485,110277,106208,96455,2923,1620,1303
동읍            ,19742,10117,9625,19584,10029,9555,9147,158,88,70
북면            ,43208,21759,21449,42997,21662,21335,16585,211,97,114
대산면          ,7389,3845,3544,7078,3582,3496,3702,311,263,48
의창동          ,50290,25423,24867,50049,25350,24699,21275,241,73,168
팔룡동          ,26422,13654,12768,25708,13117,12591,11112,714,537,177
명곡동          ,41607,21140,20467,40976,20841,20135,18361,631,299,332
봉림동          ,30750,15959,14791,30093,15696,14397,16273,657,263,394
성산구,253342,129576,123766,250029,127499,122530,106392,3313,2077,1236
반송동          ,40670,20441,20229,40448,20338,20110,15499,222,103,119
용지동          ,28962,14510,14452,28688,14394,14294,13151,274,116,158
중앙동          ,35642,19329,16313,34518,18658,15860,18271,1124,671,453
상남동          ,27394,13726,13668,27218,13658,13560,10725,176,68,108
사파동          ,46264,22970,23294,46023,22880,23143,19496,241,90,151
가음정동        ,39966,20261,19705,39682,20106,19576,16025,284,155,129
성주동          ,26162,13703,12459,25837,13448,12389,9750,325,255,70
웅남동          ,8282,4636,3646,7615,4017,3598,3475,667,619,48
마산합포구,182680,90990,91690,180790,89888,90902,84914,1890,1102,788
구산면          ,4360,2340,2020,4172,2164,2008,2348,188,176,12
진동면          ,12184,6253,5931,12012,6171,5841,5535,172,82,90
진북면          ,3654,2076,1578,3350,1802,1548,1764,304,274,30
진전면          ,3903,1942,1961,3823,1882,1941,2194,80,60,20
현동            ,14080,7004,7076,13985,6943,7042,5681,95,61,34
가포동          ,1877,962,915,1840,933,907,1101,37,29,8
월영동          ,42811,21244,21567,42424,21063,21361,17067,387,181,206
문화동          ,11244,5594,5650,11064,5504,5560,5972,180,90,90
반월중앙동      ,14282,6907,7375,14222,6889,7333,6434,60,18,42
완월동          ,8995,4353,4642,8958,4344,4614,4095,37,9,28
자산동          ,10141,4968,5173,10112,4962,5150,4790,29,6,23
교방동          ,16222,8025,8197,16172,8016,8156,7313,50,9,41
오동동          ,19412,9608,9804,19289,9552,9737,10642,123,56,67
합포동          ,7249,3645,3604,7214,3633,3581,3791,35,12,23
산호동          ,12266,6069,6197,12153,6030,6123,6187,113,39,74
마산회원구,186951,93575,93376,185044,92555,92489,82732,1907,1020,887
내서읍          ,63230,31739,31491,62805,31522,31283,25197,425,217,208
회원1동         ,10165,4998,5167,10118,4990,5128,5195,47,8,39
회원2동         ,10078,4969,5109,10037,4960,5077,4608,41,9,32
석전동          ,16786,8338,8448,16696,8304,8392,7888,90,34,56
회성동          ,5933,2996,2937,5905,2991,2914,3071,28,5,23
양덕1동         ,10967,5486,5481,10874,5452,5422,5494,93,34,59
양덕2동         ,30927,15203,15724,30818,15136,15682,11876,109,67,42
합성1동         ,9212,4674,4538,9155,4652,4503,4561,57,22,35
합성2동         ,7715,3850,3865,7445,3727,3718,4214,270,123,147
구암1동         ,8844,4418,4426,8760,4392,4368,4359,84,26,58
구암2동         ,9380,4706,4674,9252,4643,4609,4419,128,63,65
봉암동          ,3714,2198,1516,3179,1786,1393,1850,535,412,123
진해구,197341,101605,95736,194401,99868,94533,85596,2940,1737,1203
충무동          ,16773,8719,8054,16653,8643,8010,7825,120,76,44
여좌동          ,8535,4222,4313,8443,4184,4259,4397,92,38,54
태백동          ,3823,1915,1908,3808,1910,1898,2019,15,5,10
경화동          ,11063,5598,5465,11008,5572,5436,4637,55,26,29
병암동          ,7412,3645,3767,7377,3633,3744,3420,35,12,23
석동            ,17531,9020,8511,17423,8972,8451,7242,108,48,60
이동            ,8622,4574,4048,8540,4541,3999,4762,82,33,49
자은동          ,21139,10518,10621,21033,10492,10541,8853,106,26,80
덕산동          ,10064,4962,5102,10024,4948,5076,4195,40,14,26
풍호동          ,25518,12747,12771,25445,12713,12732,9180,73,34,39
웅천동          ,13202,6762,6440,12992,6594,6398,5416,210,168,42
웅동1동         ,8198,4430,3768,7636,3914,3722,3465,562,516,46
웅동2동         ,45461,24493,20968,44019,23752,20267,20185,1442,741,701
,,,,,,,,,,
※ 의창구-성산구 행정구역 조정(2021. 7. 1.시행),,,,,,,,,,
- 의창구 퇴촌동(법정동) 일부 → 성산구 반송동,,,,,,,,,,
- 의창구 대원동·두대동·삼동동·덕정동(법정동) →  성산구 중앙동,,,,,,,,,,
- 의창구 용지동(행정동) → 성산구 용지동(행정동),,,,,,,,,,
