Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
,,2016년 12월말 주민등록인구 및 외국인 현황,,,,,,,,
,,,,,,,,,,
【창원시】,,,,,,,,,,"            (단위 : 세대, 명)"
"읍 면
동 별",인        구,,,"한  국  인
(주민등록인구)",,,,"외  국  인
(출입국관리소 등록신고)",,
,소계,남,여,소계,남,여,세대수,소계,남,여
합  계,1080133,550708,529425,1063907,540073,523834,417762,16226,10635,5591
의창구,256352,131171,125181,252435,128719,123716,99924,3917,2452,1465
동읍            ,23152,11754,11398,22908,11615,11293,8887,244,139,105
북면            ,29629,15031,14598,29431,14920,14511,10804,198,111,87
대산면          ,7680,4006,3674,7296,3683,3613,3355,384,323,61
의창동          ,38055,19408,18647,37716,19233,18483,15266,339,175,164
팔룡동          ,39395,20603,18792,38111,19564,18547,13814,1284,1039,245
명곡동          ,51814,26229,25585,51204,25949,25255,19443,610,280,330
봉림동          ,36844,19113,17731,36275,18863,17412,16437,569,250,319
용지동          ,29783,15027,14756,29494,14892,14602,11918,289,135,154
성산구,235849,121632,114217,231571,118468,113103,83682,4278,3164,1114
반송동          ,47566,24021,23545,47300,23899,23401,15911,266,122,144
중앙동          ,25553,13699,11854,24510,13086,11424,12003,1043,613,430
상남동          ,31939,16162,15777,31710,16046,15664,10658,229,116,113
사파동          ,53488,26889,26599,53198,26764,26434,19109,290,125,165
가음정동        ,37711,19310,18401,37352,19083,18269,13052,359,227,132
성주동          ,28749,15216,13533,28054,14591,13463,9130,695,625,70
웅남동          ,10843,6335,4508,9447,4999,4448,3819,1396,1336,60
마산합포구,183989,92041,91948,181797,90716,91081,76899,2192,1325,867
구산면          ,4993,2654,2339,4761,2436,2325,2316,232,218,14
진동면          ,13387,6863,6524,13184,6749,6435,5374,203,114,89
진북면          ,4491,2553,1938,3986,2120,1866,1837,505,433,72
진전면          ,4477,2258,2219,4332,2153,2179,2210,145,105,40
현동            ,9692,4900,4792,9588,4830,4758,3816,104,70,34
가포동          ,1029,538,491,986,504,482,478,43,34,9
월영동          ,30749,15258,15491,30469,15141,15328,11221,280,117,163
문화동          ,12622,6253,6369,12464,6183,6281,5602,158,70,88
반월동          ,8762,4309,4453,8719,4299,4420,3392,43,10,33
중앙동          ,8572,4158,4414,8527,4140,4387,3412,45,18,27
완월동          ,10913,5326,5587,10872,5314,5558,4321,41,12,29
자산동          ,12794,6290,6504,12760,6284,6476,5102,34,6,28
동서동          ,11383,5620,5763,11295,5588,5707,5047,88,32,56
성호동          ,4089,2015,2074,4068,2012,2056,1978,21,3,18
교방동          ,10271,5104,5167,10251,5101,5150,4057,20,3,17
노산동          ,7375,3667,3708,7337,3656,3681,3270,38,11,27
오동동          ,6563,3315,3248,6522,3303,3219,3331,41,12,29
합포동          ,8185,4189,3996,8148,4177,3971,3897,37,12,25
산호동          ,13642,6771,6871,13528,6726,6802,6238,114,45,69
마산회원구,213163,107837,105326,210791,106469,104322,83640,2372,1368,1004
내서읍          ,72037,36287,35750,71550,36003,35547,24864,487,284,203
회원1동         ,12357,6183,6174,12289,6166,6123,5579,68,17,51
회원2동         ,12217,6133,6084,12174,6120,6054,5269,43,13,30
석전1동         ,6017,3079,2938,5977,3065,2912,2536,40,14,26
석전2동         ,9776,4880,4896,9670,4842,4828,4217,106,38,68
회성동          ,7601,3911,3690,7545,3896,3649,3403,56,15,41
양덕1동         ,12906,6443,6463,12766,6368,6398,5585,140,75,65
양덕2동         ,35432,17864,17568,35202,17729,17473,12476,230,135,95
합성1동         ,7589,3904,3685,7515,3874,3641,3633,74,30,44
합성2동         ,10099,5021,5078,9918,4934,4984,4841,181,87,94
구암1동         ,11002,5577,5425,10923,5551,5372,4692,79,26,53
구암2동         ,11305,5700,5605,11126,5619,5507,4477,179,81,98
봉암동          ,4825,2855,1970,4136,2302,1834,2068,689,553,136
진해구,190780,98027,92753,187313,95701,91612,73617,3467,2326,1141
중앙동          ,9024,4678,4346,8986,4661,4325,3207,38,17,21
태평동          ,6703,3452,3251,6656,3422,3234,2829,47,30,17
충무동          ,4314,2161,2153,4277,2145,2132,2017,37,16,21
여좌동          ,10806,5370,5436,10733,5344,5389,4823,73,26,47
태백동          ,6334,3197,3137,6310,3190,3120,2965,24,7,17
경화동          ,10622,5364,5258,10574,5345,5229,4102,48,19,29
병암동          ,8692,4316,4376,8642,4299,4343,3524,50,17,33
석동            ,19090,9689,9401,18949,9615,9334,6754,141,74,67
이동            ,10709,5535,5174,10551,5463,5088,4891,158,72,86
자은동          ,15883,7983,7900,15795,7955,7840,5817,88,28,60
덕산동          ,11818,5809,6009,11772,5790,5982,4303,46,19,27
풍호동          ,27227,13678,13549,27131,13638,13493,9079,96,40,56
웅천동          ,4622,2664,1958,4064,2130,1934,1987,558,534,24
웅동1동         ,8434,4657,3777,7640,3900,3740,2862,794,757,37
웅동2동         ,36502,19474,17028,35233,18804,16429,14457,1269,670,599
