Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
,,2017년 1월말 주민등록인구 및 외국인 현황,,,,,,,,
,,,,,,,,,,
【창원시】,,,,,,,,,,"            (단위 : 세대, 명)"
"읍 면
동 별",인        구,,,"한  국  인
(주민등록인구)",,,,"외  국  인
(출입국관리소 등록신고)",,
,소계,남,여,소계,남,여,세대수,소계,남,여
합  계,1079041,550101,528940,1063116,539754,523362,417737,15925,10347,5578
의창구,256105,131038,125067,252195,128600,123595,99821,3910,2438,1472
동읍            ,23194,11773,11421,22951,11636,11315,8892,243,137,106
북면            ,29700,15064,14636,29500,14954,14546,10820,200,110,90
대산면          ,7644,3985,3659,7264,3668,3596,3347,380,317,63
의창동          ,38066,19407,18659,37706,19213,18493,15267,360,194,166
팔룡동          ,39418,20604,18814,38139,19575,18564,13817,1279,1029,250
명곡동          ,51702,26187,25515,51105,25917,25188,19409,597,270,327
봉림동          ,36700,19053,17647,36136,18805,17331,16375,564,248,316
용지동          ,29681,14965,14716,29394,14832,14562,11894,287,133,154
성산구,235564,121435,114129,231472,118447,113025,83814,4092,2988,1104
반송동          ,47515,23993,23522,47248,23870,23378,15908,267,123,144
중앙동          ,25614,13735,11879,24579,13133,11446,12099,1035,602,433
상남동          ,31918,16159,15759,31691,16043,15648,10663,227,116,111
사파동          ,53376,26840,26536,53091,26716,26375,19102,285,124,161
가음정동        ,37655,19277,18378,37306,19054,18252,13069,349,223,126
성주동          ,28686,15141,13545,28098,14622,13476,9149,588,519,69
웅남동          ,10800,6290,4510,9459,5009,4450,3824,1341,1281,60
마산합포구,183898,92010,91888,181742,90706,91036,76884,2156,1304,852
구산면          ,4989,2660,2329,4755,2441,2314,2312,234,219,15
진동면          ,13375,6854,6521,13174,6740,6434,5367,201,114,87
진북면          ,4468,2543,1925,3982,2121,1861,1837,486,422,64
진전면          ,4454,2242,2212,4318,2145,2173,2208,136,97,39
현동            ,9772,4937,4835,9670,4868,4802,3856,102,69,33
가포동          ,1014,535,479,970,500,470,471,44,35,9
월영동          ,30817,15298,15519,30540,15183,15357,11245,277,115,162
문화동          ,12616,6248,6368,12460,6177,6283,5597,156,71,85
반월중앙동      ,17297,8437,8860,17212,8411,8801,6800,85,26,59
완월동          ,10940,5340,5600,10896,5325,5571,4329,44,15,29
자산동          ,12786,6277,6509,12753,6271,6482,5107,33,6,27
교방동          ,10204,5072,5132,10185,5069,5116,4029,19,3,16
노산동          ,7343,3652,3691,7304,3641,3663,3268,39,11,28
오동동          ,21993,10950,11043,21844,10905,10939,10341,149,45,104
합포동          ,8207,4201,4006,8170,4189,3981,3897,37,12,25
산호동          ,13623,6764,6859,13509,6720,6789,6220,114,44,70
마산회원구,212776,107643,105133,210428,106308,104120,83606,2348,1335,1013
내서읍          ,71935,36240,35695,71450,35960,35490,24871,485,280,205
회원1동         ,12364,6177,6187,12297,6160,6137,5596,67,17,50
회원2동         ,12107,6090,6017,12062,6076,5986,5232,45,14,31
석전동          ,15742,7922,7820,15599,7872,7727,6742,143,50,93
회성동          ,7607,3917,3690,7557,3906,3651,3412,50,11,39
양덕1동         ,12903,6455,6448,12739,6357,6382,5576,164,98,66
양덕2동         ,35487,17855,17598,35259,17757,17502,12495,228,132,96
합성1동         ,7571,4005,3721,7498,3873,3625,3635,73,30,43
합성2동         ,10043,4948,4995,9870,4918,4952,4822,173,79,94
구암1동         ,10999,5621,5470,10918,5542,5376,4698,81,26,55
구암2동         ,11232,5612,5527,11058,5586,5472,4461,174,75,99
봉암동          ,4786,2376,1919,4121,2301,1820,2066,665,523,142
진해구,190698,97975,92723,187279,95693,91586,73612,3419,2282,1137
중앙동          ,9062,4686,4376,9025,4670,4355,3220,37,16,21
태평동          ,6706,3458,3248,6658,3426,3232,2820,48,32,16
충무동          ,4314,2167,2147,4277,2152,2125,2018,37,15,22
여좌동          ,10813,5362,5451,10740,5336,5404,4822,73,26,47
태백동          ,6327,3202,3125,6304,3196,3108,2968,23,6,17
경화동          ,10568,5340,5228,10520,5321,5199,4097,48,19,29
병암동          ,8673,4303,4370,8628,4288,4340,3516,45,15,30
석동            ,19135,9711,9424,18997,9638,9359,6771,138,73,65
이동            ,10704,5557,5147,10545,5485,5060,4891,159,72,87
자은동          ,15869,7977,7892,15782,7949,7833,5813,87,28,59
덕산동          ,11840,5823,6017,11793,5804,5989,4311,47,19,28
풍호동          ,27234,13687,13547,27144,13650,13494,9078,90,37,53
웅천동          ,4566,2623,1943,4036,2117,1919,1977,530,506,24
웅동1동         ,8319,4582,3737,7534,3837,3697,2810,785,745,40
웅동2동         ,36568,19497,17071,35296,18824,16472,14500,1272,673,599
"   * 마산합포구 오동동 : 오동동+성호동+동서동(통합) 
   * 마산합포구 반월중앙동 : 반월동+중앙동(통합) 
   * 마산회원구 석전동 : 석전1동+석전2동(통합) ",,,,,,,,,,
