Unnamed: 0,Unnamed: 1,2024년 3월말 인구 현황,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
【창원시】,,,,,,,,,,,,,,,"                    (단위 : 세대, 명)",
"읍 면
동 별",인        구,,,"한  국  인
(주민등록인구)",,,,외국인 총계,,,"외  국  인
(출입국관리소 등록신고)",,,국내거소신고 외국인국적동포,,
,소계,남,여,소계,남,여,세대수,소계,남,여,소계,남,여,소계,남,여
합  계,1025841,521503,504338,1005519,509049,496470,457841,20322,12454,7868,16882,10641,6241,3440,1813,1627
의창구,216344,110302,106042,212213,107975,104238,97082,4131,2327,1804,3491,2009,1482,640,318,322
동읍            ,18952,9717,9235,18732,9595,9137,9069,220,122,98,202,111,91,18,11,7
북면            ,43383,21770,21613,43114,21649,21465,16792,269,121,148,233,107,126,36,14,22
대산면          ,7253,3826,3427,6755,3413,3342,3668,498,413,85,489,410,79,9,3,6
의창동          ,49482,24872,24610,49142,24731,24411,21304,340,141,199,262,110,152,78,31,47
팔룡동          ,26264,13556,12708,25402,12939,12463,11212,862,617,245,786,584,202,76,33,43
명곡동          ,40278,20403,19875,39264,19894,19370,18123,1014,509,505,763,377,386,251,132,119
봉림동          ,30732,16158,14574,29804,15754,14050,16914,928,404,524,756,310,446,172,94,78
성산구,248830,127660,121170,243755,124385,119370,106238,5075,3275,1800,4172,2792,1380,903,483,420
반송동          ,39983,20144,19839,39621,19955,19666,15610,362,189,173,234,120,114,128,69,59
용지동          ,27146,13646,13500,26749,13461,13288,12278,397,185,212,299,132,167,98,53,45
중앙동,36387,19979,16408,34520,18825,15695,18763,1867,1154,713,1462,926,536,405,228,177
상남동          ,26942,13443,13499,26681,13334,13347,10818,261,109,152,188,72,116,73,37,36
사파동          ,45793,22681,23112,45471,22549,22922,19844,322,132,190,264,108,156,58,24,34
가음정동        ,38345,19390,18955,37926,19139,18787,15638,419,251,168,352,220,132,67,31,36
성주동          ,26073,13691,12382,25536,13269,12267,9866,537,422,115,488,398,90,49,24,25
웅남동          ,8161,4686,3475,7251,3853,3398,3421,910,833,77,885,816,69,25,17,8
마산합포구,181950,90659,91291,179137,88943,90194,86111,2813,1716,1097,2503,1566,937,310,150,160
구산면          ,4180,2246,1934,3971,2054,1917,2310,209,192,17,205,191,14,4,1,3
진동면          ,11962,6170,5792,11701,6012,5689,5473,261,158,103,233,141,92,28,17,11
진북면          ,3640,2106,1534,3166,1675,1491,1832,474,431,43,461,422,39,13,9,4
진전면          ,3826,1943,1883,3680,1834,1846,2177,146,109,37,136,104,32,10,5,5
현동            ,13801,6848,6953,13686,6782,6904,5686,115,66,49,98,59,39,17,7,10
가포동          ,3437,1757,1680,3375,1707,1668,1913,62,50,12,57,48,9,5,2,3
월영동          ,42084,20864,21220,41424,20541,20883,17081,660,323,337,601,298,303,59,25,34
문화동          ,11159,5581,5578,10972,5490,5482,6126,187,91,96,158,76,82,29,15,14
반월중앙동      ,13493,6504,6989,13426,6488,6938,6277,67,16,51,49,8,41,18,8,10
완월동          ,8622,4148,4474,8573,4129,4444,4053,49,19,30,40,11,29,9,8,1
자산동          ,9314,4511,4803,9277,4501,4776,4464,37,10,27,28,7,21,9,3,6
교방동          ,19131,9450,9681,19058,9431,9627,8528,73,19,54,63,15,48,10,4,6
오동동,18674,9247,9427,18467,9144,9323,10465,207,103,104,159,81,78,48,22,26
합포동          ,6801,3408,3393,6731,3372,3359,3607,70,36,34,56,30,26,14,6,8
산호동          ,11826,5876,5950,11630,5783,5847,6119,196,93,103,159,75,84,37,18,19
마산회원구,183218,91644,91574,180302,89952,90350,82780,2916,1692,1224,2437,1426,1011,479,266,213
내서읍          ,60929,30554,30375,60341,30248,30093,25178,588,306,282,515,272,243,73,34,39
회원1동         ,9759,4745,5014,9687,4724,4963,5128,72,21,51,52,12,40,20,9,11
회원2동         ,9740,4779,4961,9681,4758,4923,4520,59,21,38,41,13,28,18,8,10
석전동          ,16298,8097,8201,16144,8024,8120,7812,154,73,81,110,46,64,44,27,17
회성동          ,5443,2733,2710,5389,2708,2681,2903,54,25,29,33,10,23,21,15,6
양덕1동         ,10680,5312,5368,10537,5253,5284,5481,143,59,84,115,46,69,28,13,15
양덕2동         ,32514,16037,16477,32319,15928,16391,12656,195,109,86,132,80,52,63,29,34
합성1동         ,8892,4467,4425,8804,4430,4374,4479,88,37,51,71,30,41,17,7,10
합성2동         ,7423,3707,3716,7088,3534,3554,4146,335,173,162,302,154,148,33,19,14
구암1동         ,8520,4250,4270,8415,4210,4205,4301,105,40,65,86,30,56,19,10,9
구암2동         ,9184,4620,4564,8940,4483,4457,4405,244,137,107,186,102,84,58,35,23
봉암동          ,3836,2343,1493,2957,1652,1305,1771,879,691,188,794,631,163,85,60,25
