Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
,,2016년 2월말 주민등록인구 및 외국인 현황,,,,,,,,
,,,,,,,,,,
【창원시】,,,,,,,,,,"            (단위 : 세대, 명)"
"읍 면
동 별",인        구,,,"한  국  인
(주민등록인구)",,,,"외  국  인
(출입국관리소 등록신고)",,
,소계,남,여,소계,남,여,세대수,소계,남,여
합  계,1085867,554363,531504,1069331,543318,526013,416903,16536,11045,5491
의창구,259290,132772,126518,255409,130365,125044,100348,3881,2407,1474
동읍            ,23209,11813,11396,22965,11667,11298,8754,244,146,98
북면            ,29157,14789,14368,28954,14679,14275,10687,203,110,93
대산면          ,7758,4037,3721,7406,3733,3673,3388,352,304,48
의창동          ,38312,19508,18804,38082,19423,18659,15263,230,85,145
팔룡동          ,40114,20995,19119,38738,19895,18843,14011,1376,1100,276
명곡동          ,52767,26766,26001,52135,26487,25648,19610,632,279,353
봉림동          ,37426,19441,17985,36873,19191,17682,16518,553,250,303
용지동          ,30547,15423,15124,30256,15290,14966,12117,291,133,158
성산구,237911,122889,115022,233554,119630,113924,83732,4357,3259,1098
반송동          ,48021,24263,23758,47759,24134,23625,15972,262,129,133
중앙동          ,25522,13670,11852,24506,13084,11422,11782,1016,586,430
상남동          ,32157,16328,15829,31924,16196,15728,10655,233,132,101
사파동          ,53868,27096,26772,53598,26981,26617,19138,270,115,155
가음정동        ,38331,19699,18632,37924,19437,18487,13222,407,262,145
성주동          ,28895,15263,13632,28251,14691,13560,9108,644,572,72
웅남동          ,11117,6570,4547,9592,5107,4485,3855,1525,1463,62
마산합포구,184476,92255,92221,182350,90918,91432,76349,2126,1337,789
구산면          ,5047,2662,2385,4824,2457,2367,2341,223,205,18
진동면          ,12899,6619,6280,12684,6491,6193,5089,215,128,87
진북면          ,4553,2599,1954,4055,2157,1898,1855,498,442,56
진전면          ,4521,2263,2258,4375,2153,2222,2189,146,110,36
현동            ,8706,4409,4297,8616,4344,4272,3407,90,65,25
가포동          ,1168,618,550,1119,580,539,531,49,38,11
월영동          ,30691,15266,15425,30445,15143,15302,11104,246,123,123
문화동          ,12843,6357,6486,12712,6303,6409,5612,131,54,77
반월동          ,8844,4336,4508,8800,4324,4476,3403,44,12,32
중앙동          ,8584,4182,4402,8552,4169,4383,3382,32,13,19
완월동          ,11090,5439,5651,11046,5424,5622,4340,44,15,29
자산동          ,13023,6384,6639,12985,6378,6607,5133,38,6,32
동서동          ,11391,5612,5779,11290,5571,5719,4993,101,41,60
성호동          ,4348,2137,2211,4326,2135,2191,2067,22,2,20
교방동          ,10915,5398,5517,10890,5392,5498,4298,25,6,19
노산동          ,7437,3720,3717,7399,3708,3691,3241,38,12,26
오동동          ,6532,3313,3219,6494,3301,3193,3314,38,12,26
합포동          ,7986,4049,3937,7950,4037,3913,3778,36,12,24
산호동          ,13898,6892,7006,13788,6851,6937,6272,110,41,69
마산회원구,214406,108690,105716,211968,107282,104686,83665,2438,1408,1030
내서읍          ,72127,36421,35706,71595,36117,35478,24626,532,304,228
회원1동         ,12158,6093,6065,12088,6079,6009,5418,70,14,56
회원2동         ,13409,6694,6715,13367,6685,6682,5761,42,9,33
석전1동         ,7071,3596,3475,7015,3579,3436,3024,56,17,39
석전2동         ,9923,4956,4967,9801,4908,4893,4265,122,48,74
회성동          ,7664,3972,3692,7616,3963,3653,3404,48,9,39
양덕1동         ,13020,6541,6479,12848,6431,6417,5596,172,110,62
양덕2동         ,33397,16901,16496,33142,16732,16410,11707,255,169,86
합성1동         ,7862,4078,3784,7779,4042,3737,3683,83,36,47
합성2동         ,10233,5134,5099,10079,5064,5015,4862,154,70,84
구암1동         ,11195,5662,5533,11106,5635,5471,4724,89,27,62
구암2동         ,11437,5763,5674,11281,5699,5582,4496,156,64,92
봉암동          ,4910,2879,2031,4251,2348,1903,2099,659,531,128
진해구,189784,97757,92027,186050,95123,90927,72809,3734,2634,1100
중앙동          ,9134,4733,4401,9091,4707,4384,3225,43,26,17
태평동          ,6789,3472,3317,6742,3443,3299,2840,47,29,18
충무동          ,4440,2227,2213,4402,2213,2189,2049,38,14,24
여좌동          ,11043,5484,5559,10964,5456,5508,4876,79,28,51
태백동          ,6510,3308,3202,6481,3301,3180,3018,29,7,22
경화동          ,10684,5430,5254,10634,5410,5224,4128,50,20,30
병암동          ,8594,4250,4344,8535,4229,4306,3438,59,21,38
석동            ,19318,9796,9522,19147,9707,9440,6755,171,89,82
이동            ,10880,5641,5239,10736,5580,5156,4962,144,61,83
자은동          ,15704,7939,7765,15615,7910,7705,5736,89,29,60
덕산동          ,11981,5902,6079,11931,5878,6053,4245,50,24,26
풍호동          ,24641,12368,12273,24548,12327,12221,8139,93,41,52
웅천동          ,4979,2992,1987,4164,2201,1963,2022,815,791,24
웅동1동         ,9273,5138,4135,8424,4331,4093,3151,849,807,42
웅동2동         ,35814,19077,16737,34636,18430,16206,14225,1178,647,531
