Unnamed: 0,Unnamed: 1,2023년 5월말 인구 현황,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
【창원시】,,,,,,,,,,"            (단위 : 세대, 명)"
"읍 면
동 별",인        구,,,"한  국  인
(주민등록인구)",,,,"외  국  인
(출입국관리소 등록신고)",,
,소계,남,여,소계,남,여,세대수,소계,남,여
합  계,1030456,523226,507230,1015361,513976,501385,457024,15095,9250,5845
의창구,218270,111199,107071,215009,109333,105676,97216,3261,1866,1395
동읍            ,19299,9875,9424,19125,9785,9340,9128,174,90,84
북면            ,43403,21814,21589,43172,21707,21465,16707,231,107,124
대산면          ,7317,3823,3494,6891,3460,3431,3683,426,363,63
의창동          ,50037,25211,24826,49784,25115,24669,21371,253,96,157
팔룡동          ,26545,13677,12868,25746,13079,12667,11238,799,598,201
명곡동          ,40858,20723,20135,40154,20385,19769,18307,704,338,366
봉림동          ,30811,16076,14735,30137,15802,14335,16782,674,274,400
성산구,250652,128460,122192,246893,125980,120913,106367,3759,2480,1279
반송동          ,40203,20233,19970,39978,20121,19857,15610,225,112,113
용지동          ,27414,13798,13616,27137,13672,13465,12363,277,126,151
중앙동,35926,19656,16270,34641,18840,15801,18677,1285,816,469
상남동          ,27129,13568,13561,26940,13492,13448,10786,189,76,113
사파동          ,46314,22879,23435,46069,22788,23281,19766,245,91,154
가음정동        ,39227,19870,19357,38875,19653,19222,15820,352,217,135
성주동          ,26230,13793,12437,25825,13472,12353,9885,405,321,84
웅남동          ,8209,4663,3546,7428,3942,3486,3460,781,721,60
마산합포구,180655,90017,90638,178455,88694,89761,84803,2200,1323,877
구산면          ,4254,2269,1985,4072,2103,1969,2339,182,166,16
진동면          ,12136,6223,5913,11926,6109,5817,5533,210,114,96
진북면          ,3679,2111,1568,3248,1722,1526,1729,431,389,42
진전면          ,3876,1964,1912,3758,1874,1884,2199,118,90,28
현동            ,13959,6943,7016,13857,6876,6981,5673,102,67,35
가포동          ,2323,1190,1133,2279,1159,1120,1375,44,31,13
월영동          ,42476,21058,21418,42014,20834,21180,17132,462,224,238
문화동          ,11265,5633,5632,11108,5556,5552,6091,157,77,80
반월중앙동      ,13892,6724,7168,13837,6711,7126,6349,55,13,42
완월동          ,8805,4261,4544,8762,4249,4513,4076,43,12,31
자산동          ,9842,4800,5042,9807,4791,5016,4653,35,9,26
교방동          ,16001,7892,8109,15947,7880,8067,7249,54,12,42
오동동,19041,9454,9587,18921,9402,9519,10574,120,52,68
합포동          ,7033,3525,3508,6989,3510,3479,3672,44,15,29
산호동          ,12073,5970,6103,11930,5918,6012,6159,143,52,91
마산회원구,184415,92139,92276,182193,90865,91328,82696,2222,1274,948
내서읍          ,62282,31217,31065,61805,30968,30837,25330,477,249,228
회원1동         ,9996,4893,5103,9959,4887,5072,5203,37,6,31
회원2동         ,9953,4894,5059,9911,4883,5028,4592,42,11,31
석전동          ,16634,8234,8400,16535,8197,8338,7896,99,37,62
회성동          ,5615,2818,2797,5586,2810,2776,2971,29,8,21
양덕1동         ,10850,5406,5444,10731,5358,5373,5502,119,48,71
양덕2동         ,30690,15072,15618,30570,15000,15570,11872,120,72,48
합성1동         ,9038,4545,4493,8969,4516,4453,4510,69,29,40
합성2동         ,7611,3787,3824,7365,3679,3686,4240,246,108,138
구암1동         ,8691,4336,4355,8602,4309,4293,4347,89,27,62
구암2동         ,9303,4663,4640,9110,4554,4556,4426,193,109,84
봉암동          ,3752,2274,1478,3050,1704,1346,1807,702,570,132
진해구,196464,101411,95053,192811,99104,93707,85942,3653,2307,1346
충무동          ,16502,8557,7945,16310,8453,7857,7706,192,104,88
여좌동          ,8279,4094,4185,8180,4054,4126,4326,99,40,59
태백동          ,3642,1809,1833,3625,1804,1821,1919,17,5,12
경화동          ,10875,5482,5393,10824,5456,5368,4630,51,26,25
병암동          ,7267,3569,3698,7223,3547,3676,3405,44,22,22
석동            ,17578,9079,8499,17462,9022,8440,7384,116,57,59
이동            ,8560,4533,4027,8466,4485,3981,4820,94,48,46
자은동          ,20899,10409,10490,20790,10378,10412,8884,109,31,78
덕산동          ,9896,4892,5004,9857,4876,4981,4187,39,16,23
풍호동          ,25312,12644,12668,25227,12605,12622,9197,85,39,46
웅천동          ,13303,6822,6481,12990,6555,6435,5415,313,267,46
웅동1동         ,8597,4654,3943,7896,4010,3886,3603,701,644,57
웅동2동         ,45754,24867,20887,43961,23859,20102,20466,1793,1008,785
,,,,,,,,,,
※ 의창구-성산구 행정구역 조정(2021. 7. 1.시행),,,,,,,,,,
- 의창구 퇴촌동(법정동) 일부 → 성산구 반송동,,,,,,,,,,
- 의창구 대원동·두대동·삼동동·덕정동(법정동) →  성산구 중앙동,,,,,,,,,,
- 의창구 용지동(행정동) → 성산구 용지동(행정동),,,,,,,,,,
