Unnamed: 0,Unnamed: 1,2022년 4월말 인구 현황,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
【창원시】,,,,,,,,,,"            (단위 : 세대, 명)"
"읍 면
동 별",인        구,,,"한  국  인
(주민등록인구)",,,,"외  국  인
(출입국관리소 등록신고)",,
,소계,남,여,소계,남,여,세대수,소계,남,여
합  계,1041048,528413,512635,1028152,520904,507248,455079,12896,7509,5387
의창구,219765,112123,107642,216891,110536,106355,96283,2874,1587,1287
동읍            ,19777,10134,9643,19615,10042,9573,9134,162,92,70
북면            ,43315,21827,21488,43114,21739,21375,16608,201,88,113
대산면          ,7401,3846,3555,7097,3593,3504,3693,304,253,51
의창동          ,50330,25467,24863,50092,25391,24701,21248,238,76,162
팔룡동          ,26547,13733,12814,25830,13194,12636,11126,717,539,178
명곡동          ,41640,21171,20469,41039,20886,20153,18289,601,285,316
봉림동          ,30755,15945,14810,30104,15691,14413,16185,651,254,397
성산구,253529,129679,123850,250205,127578,122627,106050,3324,2101,1223
반송동          ,40734,20471,20263,40504,20364,20140,15466,230,107,123
용지동          ,29276,14670,14606,29006,14552,14454,13283,270,118,152
중앙동          ,35645,19324,16321,34535,18660,15875,18172,1110,664,446
상남동          ,27477,13780,13697,27302,13710,13592,10701,175,70,105
사파동          ,45660,22666,22994,45415,22575,22840,19173,245,91,154
가음정동        ,40117,20308,19809,39843,20163,19680,16011,274,145,129
성주동          ,26237,13758,12479,25904,13494,12410,9739,333,264,69
웅남동          ,8383,4702,3681,7696,4060,3636,3505,687,642,45
마산합포구,183005,91149,91856,181110,90057,91053,84795,1895,1092,803
구산면          ,4374,2341,2033,4186,2165,2021,2339,188,176,12
진동면          ,12224,6272,5952,12047,6189,5858,5534,177,83,94
진북면          ,3653,2059,1594,3352,1791,1561,1753,301,268,33
진전면          ,3905,1946,1959,3824,1888,1936,2189,81,58,23
현동            ,14088,7010,7078,13998,6953,7045,5685,90,57,33
가포동          ,1866,955,911,1832,929,903,1105,34,26,8
월영동          ,42792,21269,21523,42398,21082,21316,17012,394,187,207
문화동          ,11266,5598,5668,11075,5503,5572,5932,191,95,96
반월중앙동      ,14356,6949,7407,14298,6931,7367,6453,58,18,40
완월동          ,9040,4367,4673,9008,4360,4648,4099,32,7,25
자산동          ,10203,5005,5198,10173,4999,5174,4807,30,6,24
교방동          ,16179,8012,8167,16127,8002,8125,7282,52,10,42
오동동          ,19421,9606,9815,19306,9557,9749,10621,115,49,66
합포동          ,7311,3670,3641,7277,3659,3618,3806,34,11,23
산호동          ,12327,6090,6237,12209,6049,6160,6178,118,41,77
마산회원구,187315,93795,93520,185462,92811,92651,82611,1853,984,869
내서읍          ,63385,31832,31553,62957,31615,31342,25136,428,217,211
회원1동         ,10143,4988,5155,10104,4981,5123,5177,39,7,32
회원2동         ,10096,4974,5122,10055,4965,5090,4605,41,9,32
석전동          ,16734,8320,8414,16646,8285,8361,7864,88,35,53
회성동          ,5992,3028,2964,5964,3024,2940,3092,28,4,24
양덕1동         ,10975,5495,5480,10892,5463,5429,5472,83,32,51
양덕2동         ,31047,15285,15762,30938,15222,15716,11888,109,63,46
합성1동         ,9235,4686,4549,9180,4665,4515,4555,55,21,34
합성2동         ,7737,3863,3874,7472,3740,3732,4212,265,123,142
구암1동         ,8866,4437,4429,8785,4413,4372,4346,81,24,57
구암2동         ,9413,4711,4702,9287,4651,4636,4414,126,60,66
봉암동          ,3692,2176,1516,3182,1787,1395,1850,510,389,121
진해구,197434,101667,95767,194484,99922,94562,85340,2950,1745,1205
충무동          ,16868,8783,8085,16743,8705,8038,7809,125,78,47
여좌동          ,8540,4216,4324,8450,4180,4270,4393,90,36,54
태백동          ,3939,1977,1962,3923,1972,1951,2081,16,5,11
경화동          ,11084,5624,5460,11026,5595,5431,4628,58,29,29
병암동          ,7418,3659,3759,7383,3647,3736,3417,35,12,23
석동            ,17522,9013,8509,17414,8963,8451,7191,108,50,58
이동            ,8660,4583,4077,8578,4550,4028,4760,82,33,49
자은동          ,21136,10510,10626,21033,10487,10546,8825,103,23,80
덕산동          ,10086,4973,5113,10047,4959,5088,4198,39,14,25
풍호동          ,25495,12747,12748,25423,12716,12707,9158,72,31,41
웅천동          ,13216,6763,6453,13004,6594,6410,5408,212,169,43
웅동1동         ,8040,4349,3691,7477,3831,3646,3365,563,518,45
웅동2동         ,45430,24470,20960,43983,23723,20260,20107,1447,747,700
,,,,,,,,,,
※ 의창구-성산구 행정구역 조정(2021. 7. 1.시행),,,,,,,,,,
- 의창구 퇴촌동(법정동) 일부 → 성산구 반송동,,,,,,,,,,
- 의창구 대원동·두대동·삼동동·덕정동(법정동) →  성산구 중앙동,,,,,,,,,,
- 의창구 용지동(행정동) → 성산구 용지동(행정동),,,,,,,,,,
