Unnamed: 0,Unnamed: 1,2024년 8월말 인구 현황,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
진해구,194983,101060,93923,189380,97433,91947,85776,5603,3627,1976,4485,3033,1452,1118,594,524
충무동          ,15918,8220,7698,15649,8079,7570,7574,269,141,128,237,135,102,32,6,26
여좌동          ,7989,3969,4020,7879,3919,3960,4251,110,50,60,93,42,51,17,8,9
태백동          ,3535,1758,1777,3521,1755,1766,1892,14,3,11,9,2,7,5,1,4
경화동          ,10638,5367,5271,10551,5320,5231,4575,87,47,40,57,34,23,30,13,17
병암동          ,6996,3454,3542,6940,3416,3524,3363,56,38,18,44,31,13,12,7,5
석동            ,17373,8981,8392,17146,8856,8290,7384,227,125,102,169,99,70,58,26,32
이동            ,8458,4506,3952,8306,4420,3886,4851,152,86,66,102,60,42,50,26,24
자은동          ,20357,10136,10221,20217,10084,10133,8806,140,52,88,106,39,67,34,13,21
덕산동          ,9350,4609,4741,9304,4590,4714,4064,46,19,27,33,14,19,13,5,8
풍호동          ,24980,12432,12548,24869,12387,12482,9131,111,45,66,92,38,54,19,7,12
웅천동          ,14216,7343,6873,13715,6913,6802,5740,501,430,71,468,414,54,33,16,17
웅동1동         ,8426,4609,3817,7669,3925,3744,3569,757,684,73,729,662,67,28,22,6
웅동2동         ,46747,25676,21071,43614,23769,19845,20576,3133,1907,1226,2346,1463,883,787,444,343
,,,,,,,,,,,,,,,,
※ 의창구-성산구 행정구역 조정(2021. 7. 1.시행),,,,,,,,,,,,,,,,
- 의창구 퇴촌동(법정동) 일부 → 성산구 반송동,,,,,,,,,,,,,,,,
- 의창구 대원동·두대동·삼동동·덕정동(법정동) →  성산구 중앙동,,,,,,,,,,,,,,,,
- 의창구 용지동(행정동) → 성산구 용지동(행정동),,,,,,,,,,,,,,,,
