Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
,,2017년 5월말 주민등록인구 및 외국인 현황,,,,,,,,
,,,,,,,,,,
【창원시】,,,,,,,,,,"            (단위 : 세대, 명)"
"읍 면
동 별",인        구,,,"한  국  인
(주민등록인구)",,,,"외  국  인
(출입국관리소 등록신고)",,
,소계,남,여,소계,남,여,세대수,소계,남,여
합  계,1075315,547915,527400,1059555,537675,521880,418549,15760,10240,5520
의창구,255605,130695,124910,251765,128311,123454,100106,3840,2384,1456
동읍            ,23108,11720,11388,22874,11587,11287,8920,234,133,101
북면            ,32569,16520,16049,32375,16415,15960,11796,194,105,89
대산면          ,7573,3953,3620,7195,3638,3557,3366,378,315,63
의창동          ,37476,19079,18397,37102,18879,18223,15117,374,200,174
팔룡동          ,38815,20297,18518,37580,19313,18267,13729,1235,984,251
명곡동          ,50946,25768,25178,50378,25511,24867,19242,568,257,311
봉림동          ,35986,18695,17291,35409,18437,16972,16153,577,258,319
용지동          ,29132,14663,14469,28852,14531,14321,11783,280,132,148
성산구,233354,120297,113057,229142,117203,111939,83702,4212,3094,1118
반송동          ,46885,23689,23196,46609,23560,23049,15797,276,129,147
중앙동          ,25696,13829,11867,24679,13242,11437,12410,1017,587,430
상남동          ,31463,15971,15492,31144,15767,15377,10554,319,204,115
사파동          ,52332,26288,26044,52054,26172,25882,18857,278,116,162
가음정동        ,38232,19514,18718,37907,19315,18592,13365,325,199,126
성주동          ,28249,14925,13324,27562,14313,13249,9047,687,612,75
웅남동          ,10497,6081,4416,9187,4834,4353,3672,1310,1247,63
마산합포구,183888,92023,91865,181784,90772,91012,77211,2104,1251,853
구산면          ,4984,2663,2321,4759,2453,2306,2339,225,210,15
진동면          ,13456,6915,6541,13244,6794,6450,5428,212,121,91
진북면          ,4409,2492,1917,3939,2087,1852,1830,470,405,65
진전면          ,4435,2226,2209,4304,2136,2168,2214,131,90,41
현동            ,11813,5967,5846,11710,5899,5811,4528,103,68,35
가포동          ,1002,529,473,960,496,464,467,42,33,9
월영동          ,30421,15096,15325,30155,14985,15170,11208,266,111,155
문화동          ,12569,6237,6332,12425,6178,6247,5617,144,59,85
반월중앙동      ,17082,8359,8723,17005,8339,8666,6803,77,20,57
완월동          ,10789,5250,5539,10750,5239,5511,4315,39,11,28
자산동          ,12632,6211,6421,12601,6204,6397,5086,31,7,24
교방동          ,9813,4905,4908,9793,4901,4892,3858,20,4,16
노산동          ,7139,3558,3581,7102,3548,3554,3177,37,10,27
오동동          ,21700,10766,10934,21543,10719,10824,10267,157,47,110
합포동          ,8119,4135,3984,8083,4124,3959,3878,36,11,25
산호동          ,13525,6714,6811,13411,6670,6741,6196,114,44,70
마산회원구,210350,106308,104042,208036,104980,103056,83080,2314,1328,986
내서읍          ,71337,35920,35417,70879,35645,35234,24854,458,275,183
회원1동         ,12309,6142,6167,12245,6125,6120,5613,64,17,47
회원2동         ,11403,5743,5660,11366,5730,5636,4955,37,13,24
석전동          ,15385,7721,7664,15247,7675,7572,6614,138,46,92
회성동          ,7548,3878,3670,7496,3863,3633,3401,52,15,37
양덕1동         ,12747,6372,6375,12591,6276,6315,5541,156,96,60
양덕2동         ,35354,17765,17553,35122,17669,17453,12482,232,132,100
합성1동         ,7561,3984,3738,7490,3852,3638,3658,71,28,43
합성2동         ,9993,4907,4956,9792,4879,4913,4811,201,93,108
구암1동         ,10855,5562,5416,10777,5469,5308,4655,78,21,57
구암2동         ,11104,5544,5480,10946,5523,5423,4440,158,69,89
봉암동          ,4754,2343,1900,4085,2274,1811,2056,669,523,146
진해구,192118,98592,93526,188828,96409,92419,74450,3290,2183,1107
중앙동          ,8856,4584,4272,8822,4568,4254,3144,34,16,18
태평동          ,6632,3420,3212,6590,3392,3198,2805,42,28,14
충무동          ,4268,2136,2132,4236,2123,2113,2017,32,13,19
여좌동          ,10583,5254,5329,10506,5224,5282,4769,77,30,47
태백동          ,6227,3141,3086,6200,3134,3066,2941,27,7,20
경화동          ,11582,5866,5716,11529,5847,5682,4491,53,19,34
병암동          ,8481,4205,4276,8447,4196,4251,3468,34,9,25
석동            ,18820,9547,9273,18690,9481,9209,6727,130,66,64
이동            ,10500,5437,5063,10349,5366,4983,4839,151,71,80
자은동          ,17614,8842,8772,17531,8817,8714,6402,83,25,58
덕산동          ,11676,5747,5929,11633,5731,5902,4276,43,16,27
풍호동          ,27207,13665,13542,27126,13635,13491,9064,81,30,51
웅천동          ,4969,2798,2171,4497,2347,2150,2174,472,451,21
웅동1동         ,8071,4422,3649,7312,3703,3609,2744,759,719,40
웅동2동         ,36632,19528,17104,35360,18845,16515,14589,1272,683,589
"   * 마산합포구 오동동 : 오동동+성호동+동서동(통합) 
   * 마산합포구 반월중앙동 : 반월동+중앙동(통합) 
   * 마산회원구 석전동 : 석전1동+석전2동(통합) ",,,,,,,,,,
