Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
,,2016년 4월말 주민등록인구 및 외국인 현황,,,,,,,,
,,,,,,,,,,
【창원시】,,,,,,,,,,"            (단위 : 세대, 명)"
"읍 면
동 별",인        구,,,"한  국  인
(주민등록인구)",,,,"외  국  인
(출입국관리소 등록신고)",,
,소계,남,여,소계,남,여,세대수,소계,남,여
합  계,1085667,553974,531693,1069043,542928,526115,417756,16624,11046,5578
의창구,258704,132460,126244,254849,130076,124773,100424,3855,2384,1471
동읍            ,23196,11796,11400,22957,11655,11302,8786,239,141,98
북면            ,29282,14846,14436,29074,14734,14340,10704,208,112,96
대산면          ,7731,4053,3678,7342,3716,3626,3371,389,337,52
의창동          ,38377,19534,18843,38140,19447,18693,15362,237,87,150
팔룡동          ,39941,20885,19056,38636,19847,18789,13993,1305,1038,267
명곡동          ,52533,26649,25884,51918,26370,25548,19601,615,279,336
봉림동          ,37244,19318,17926,36678,19068,17610,16495,566,250,316
용지동          ,30400,15379,15021,30104,15239,14865,12112,296,140,156
성산구,237701,122742,114959,233286,119411,113875,83916,4415,3331,1084
반송동          ,47924,24202,23722,47654,24073,23581,15982,270,129,141
중앙동          ,25478,13655,11823,24469,13050,11419,11829,1009,605,404
상남동          ,32068,16253,15815,31839,16124,15715,10679,229,129,100
사파동          ,53917,27112,26805,53645,26997,26648,19184,272,115,157
가음정동        ,38189,19622,18567,37793,19365,18428,13205,396,257,139
성주동          ,28967,15330,13637,28249,14683,13566,9137,718,647,71
웅남동          ,11158,6568,4590,9637,5119,4518,3900,1521,1449,72
마산합포구,184685,92355,92330,182510,91033,91477,76631,2175,1322,853
구산면          ,5024,2646,2378,4810,2449,2361,2332,214,197,17
진동면          ,13029,6678,6351,12808,6548,6260,5151,221,130,91
진북면          ,4495,2557,1938,4010,2135,1875,1832,485,422,63
진전면          ,4498,2256,2242,4345,2142,2203,2189,153,114,39
현동            ,9126,4613,4513,9036,4549,4487,3581,90,64,26
가포동          ,1123,594,529,1077,558,519,518,46,36,10
월영동          ,30633,15216,15417,30327,15080,15247,11111,306,136,170
문화동          ,12789,6344,6445,12656,6291,6365,5619,133,53,80
반월동          ,8825,4345,4480,8779,4332,4447,3413,46,13,33
중앙동          ,8579,4177,4402,8542,4162,4380,3383,37,15,22
완월동          ,11074,5424,5650,11032,5411,5621,4332,42,13,29
자산동          ,12967,6352,6615,12931,6346,6585,5129,36,6,30
동서동          ,11362,5586,5776,11264,5548,5716,4991,98,38,60
성호동          ,4334,2138,2196,4313,2136,2177,2059,21,2,19
교방동          ,10857,5360,5497,10834,5355,5479,4297,23,5,18
노산동          ,7461,3739,3722,7422,3727,3695,3255,39,12,27
오동동          ,6559,3325,3234,6520,3313,3207,3328,39,12,27
합포동          ,8185,4168,4017,8148,4154,3994,3877,37,14,23
산호동          ,13765,6837,6928,13656,6797,6859,6234,109,40,69
마산회원구,214416,108562,105854,212006,107184,104822,83770,2410,1378,1032
내서읍          ,72158,36395,35763,71633,36101,35532,24693,525,294,231
회원1동         ,12204,6124,6080,12132,6109,6023,5474,72,15,57
회원2동         ,13274,6610,6664,13230,6602,6628,5712,44,8,36
석전1동         ,6368,3252,3116,6316,3234,3082,2712,52,18,34
석전2동         ,9926,4950,4976,9807,4900,4907,4281,119,50,69
회성동          ,7684,3965,3719,7634,3955,3679,3417,50,10,40
양덕1동         ,13058,6544,6514,12885,6435,6450,5606,173,109,64
양덕2동         ,34257,17317,16940,34021,17165,16856,12021,236,152,84
합성1동         ,7828,4045,3783,7748,4010,3738,3670,80,35,45
합성2동         ,10225,5118,5107,10054,5041,5013,4887,171,77,94
구암1동         ,11156,5653,5503,11068,5625,5443,4728,88,28,60
구암2동         ,11395,5729,5666,11240,5665,5575,4479,155,64,91
봉암동          ,4883,2860,2023,4238,2342,1896,2090,645,518,127
진해구,190161,97855,92306,186392,95224,91168,73015,3769,2631,1138
중앙동          ,9159,4735,4424,9113,4708,4405,3219,46,27,19
태평동          ,6767,3463,3304,6722,3435,3287,2838,45,28,17
충무동          ,4391,2199,2192,4346,2182,2164,2024,45,17,28
여좌동          ,11025,5480,5545,10941,5448,5493,4871,84,32,52
태백동          ,6471,3271,3200,6444,3265,3179,3008,27,6,21
경화동          ,10691,5430,5261,10640,5411,5229,4139,51,19,32
병암동          ,8651,4276,4375,8589,4252,4337,3474,62,24,38
석동            ,19248,9750,9498,19077,9669,9408,6740,171,81,90
이동            ,10856,5621,5235,10701,5554,5147,4960,155,67,88
자은동          ,15742,7952,7790,15649,7920,7729,5741,93,32,61
덕산동          ,12021,5913,6108,11969,5891,6078,4281,52,22,30
풍호동          ,25036,12554,12482,24937,12511,12426,8298,99,43,56
웅천동          ,4975,2980,1995,4170,2201,1969,2019,805,779,26
웅동1동         ,9218,5088,4130,8376,4284,4092,3136,842,804,38
웅동2동         ,35910,19143,16767,34718,18493,16225,14267,1192,650,542
