Unnamed: 0,Unnamed: 1,2021년 5월말 인구 현황,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
【창원시】,,,,,,,,,,"            (단위 : 세대, 명)"
"읍 면
동 별",인        구,,,"한  국  인
(주민등록인구)",,,,"외  국  인
(출입국관리소 등록신고)",,
,소계,남,여,소계,남,여,세대수,소계,남,여
합  계,1047028,531694,515334,1034130,524029,510101,446439,12898,7665,5233
의창구,263483,134218,129265,260346,132480,127866,112257,3137,1738,1399
동읍            ,20040,10207,9833,19875,10115,9760,9000,165,92,73
북면            ,43662,22013,21649,43447,21914,21533,16586,215,99,116
대산면          ,7433,3853,3580,7145,3623,3522,3654,288,230,58
의창동          ,50987,25767,25220,50765,25695,25070,21037,222,72,150
팔룡동          ,38353,19856,18497,37481,19220,18261,15110,872,636,236
명곡동          ,42274,21529,20745,41677,21246,20431,18012,597,283,314
봉림동          ,30675,15933,14742,30165,15722,14443,15633,510,211,299
용지동          ,30059,15060,14999,29791,14945,14846,13225,268,115,153
성산구,215420,110560,104860,212396,108541,103855,86591,3024,2019,1005
반송동          ,41652,21009,20643,41441,20913,20528,15399,211,96,115
중앙동          ,23946,13245,10701,22978,12644,10334,13295,968,601,367
상남동          ,28101,14129,13972,27910,14053,13857,10595,191,76,115
사파동          ,45392,22528,22864,45144,22434,22710,18389,248,94,154
가음정동        ,41015,20840,20175,40729,20682,20047,15891,286,158,128
성주동          ,26755,14015,12740,26396,13737,12659,9609,359,278,81
웅남동          ,8559,4794,3765,7798,4078,3720,3413,761,716,45
마산합포구,181634,90585,91049,179657,89458,90199,82521,1977,1127,850
구산면          ,4420,2365,2055,4235,2192,2043,2318,185,173,12
진동면          ,12385,6356,6029,12210,6268,5942,5482,175,88,87
진북면          ,3773,2133,1640,3453,1851,1602,1766,320,282,38
진전면          ,4034,2040,1994,3936,1967,1969,2202,98,73,25
현동            ,14270,7094,7176,14171,7034,7137,5642,99,60,39
가포동          ,995,534,461,964,509,455,595,31,25,6
월영동          ,41067,20414,20653,40647,20222,20425,16038,420,192,228
문화동          ,11307,5572,5735,11130,5486,5644,5746,177,86,91
반월중앙동      ,14709,7140,7569,14642,7123,7519,6484,67,17,50
완월동          ,9125,4425,4700,9090,4418,4672,4025,35,7,28
자산동          ,10601,5217,5384,10562,5209,5353,4851,39,8,31
교방동          ,16014,7928,8086,15961,7917,8044,7157,53,11,42
오동동          ,19570,9686,9884,19458,9645,9813,10544,112,41,71
합포동          ,6849,3464,3385,6811,3452,3359,3533,38,12,26
산호동          ,12515,6217,6298,12387,6165,6222,6138,128,52,76
마산회원구,190555,95538,95017,188784,94581,94203,82244,1771,957,814
내서읍          ,64429,32461,31968,63989,32222,31767,24912,440,239,201
회원1동         ,10358,5121,5237,10304,5108,5196,5176,54,13,41
회원2동         ,10095,4967,5128,10061,4962,5099,4558,34,5,29
석전동          ,17102,8511,8591,17007,8476,8531,7903,95,35,60
회성동          ,6179,3111,3068,6149,3107,3042,3095,30,4,26
양덕1동         ,11163,5601,5562,11085,5570,5515,5438,78,31,47
양덕2동         ,31540,15572,15968,31431,15511,15920,11857,109,61,48
합성1동         ,9430,4783,4647,9379,4761,4618,4532,51,22,29
합성2동         ,7777,3894,3883,7602,3808,3794,4189,175,86,89
구암1동         ,9047,4490,4557,8974,4472,4502,4333,73,18,55
구암2동         ,9647,4812,4835,9511,4744,4767,4393,136,68,68
봉암동          ,3788,2215,1573,3292,1840,1452,1858,496,375,121
진해구,195936,100793,95143,192947,98969,93978,82826,2989,1824,1165
충무동          ,17092,8860,8232,16985,8797,8188,7670,107,63,44
여좌동          ,8650,4273,4377,8555,4232,4323,4319,95,41,54
태백동          ,4956,2496,2460,4936,2489,2447,2602,20,7,13
경화동          ,11295,5724,5571,11243,5701,5542,4606,52,23,29
병암동          ,7507,3708,3799,7470,3698,3772,3359,37,10,27
석동            ,17490,8951,8539,17372,8892,8480,6975,118,59,59
이동            ,8688,4593,4095,8604,4560,4044,4647,84,33,51
자은동          ,21532,10733,10799,21435,10709,10726,8813,97,24,73
덕산동          ,10221,5019,5202,10184,5007,5177,4171,37,12,25
풍호동          ,25907,12948,12959,25831,12914,12917,9129,76,34,42
웅천동          ,13147,6763,6384,12926,6582,6344,5363,221,181,40
웅동1동         ,7052,3871,3181,6435,3296,3139,2794,617,575,42
웅동2동         ,42399,22854,19545,40971,22092,18879,18378,1428,762,666
