Unnamed: 0,Unnamed: 1,2022년 8월말 인구 현황,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
【창원시】,,,,,,,,,,"            (단위 : 세대, 명)"
"읍 면
동 별",인        구,,,"한  국  인
(주민등록인구)",,,,"외  국  인
(출입국관리소 등록신고)",,
,소계,남,여,소계,남,여,세대수,소계,남,여
합  계,1038170,526804,511366,1024964,519080,505884,456650,13206,7724,5482
의창구,219181,111741,107440,216241,110106,106135,96555,2940,1635,1305
동읍            ,19689,10073,9616,19536,9986,9550,9141,153,87,66
북면            ,43210,21757,21453,42995,21658,21337,16576,215,99,116
대산면          ,7357,3816,3541,7038,3548,3490,3698,319,268,51
의창동          ,50287,25399,24888,50044,25320,24724,21313,243,79,164
팔룡동          ,26446,13666,12780,25728,13124,12604,11149,718,542,176
명곡동          ,41471,21083,20388,40838,20790,20048,18359,633,293,340
봉림동          ,30721,15947,14774,30062,15680,14382,16319,659,267,392
성산구,252802,129346,123456,249447,127229,122218,106503,3355,2117,1238
반송동          ,40542,20369,20173,40330,20270,20060,15527,212,99,113
중앙동          ,35692,19364,16328,34556,18677,15879,18366,1136,687,449
용지동          ,28687,14405,14282,28413,14288,14125,13038,274,117,157
상남동          ,27365,13715,13650,27180,13640,13540,10732,185,75,110
사파동          ,46281,22950,23331,46039,22863,23176,19597,242,87,155
가음정동        ,39921,20264,19657,39618,20097,19521,16033,303,167,136
성주동          ,26123,13685,12438,25794,13425,12369,9760,329,260,69
웅남동          ,8191,4594,3597,7517,3969,3548,3450,674,625,49
마산합포구,182411,90856,91555,180489,89727,90762,85031,1922,1129,793
구산면          ,4343,2326,2017,4156,2151,2005,2353,187,175,12
진동면          ,12149,6247,5902,11957,6153,5804,5522,192,94,98
진북면          ,3652,2074,1578,3336,1788,1548,1761,316,286,30
진전면          ,3902,1950,1952,3823,1891,1932,2203,79,59,20
현동            ,14032,6979,7053,13931,6914,7017,5682,101,65,36
가포동          ,2129,1087,1042,2084,1051,1033,1251,45,36,9
월영동          ,42703,21167,21536,42333,20994,21339,17090,370,173,197
문화동          ,11266,5612,5654,11097,5525,5572,5992,169,87,82
반월중앙동      ,14242,6892,7350,14184,6875,7309,6437,58,17,41
완월동          ,8948,4338,4610,8911,4329,4582,4089,37,9,28
자산동          ,10133,4964,5169,10102,4956,5146,4790,31,8,23
오동동          ,19325,9561,9764,19199,9505,9694,10610,126,56,70
교방동          ,16178,8005,8173,16128,7996,8132,7324,50,9,41
합포동          ,7197,3618,3579,7156,3603,3553,3760,41,15,26
산호동          ,12212,6036,6176,12092,5996,6096,6167,120,40,80
마산회원구,186531,93274,93257,184579,92233,92346,82836,1952,1041,911
내서읍          ,63098,31633,31465,62661,31416,31245,25252,437,217,220
회원1동         ,10144,4983,5161,10097,4974,5123,5198,47,9,38
회원2동         ,10026,4940,5086,9983,4930,5053,4602,43,10,33
석전동          ,16740,8307,8433,16642,8268,8374,7891,98,39,59
회성동          ,5903,2985,2918,5876,2980,2896,3070,27,5,22
양덕1동         ,10972,5476,5496,10882,5439,5443,5518,90,37,53
양덕2동         ,30853,15155,15698,30747,15092,15655,11895,106,63,43
합성1동         ,9190,4659,4531,9129,4636,4493,4547,61,23,38
합성2동         ,7702,3844,3858,7433,3723,3710,4226,269,121,148
구암1동         ,8810,4393,4417,8727,4369,4358,4362,83,24,59
구암2동         ,9378,4695,4683,9241,4630,4611,4427,137,65,72
봉암동          ,3715,2204,1511,3161,1776,1385,1848,554,428,126
진해구,197245,101587,95658,194208,99785,94423,85725,3037,1802,1235
충무동          ,16689,8666,8023,16555,8583,7972,7800,134,83,51
여좌동          ,8530,4220,4310,8437,4182,4255,4410,93,38,55
태백동          ,3804,1909,1895,3790,1904,1886,2006,14,5,9
경화동          ,11009,5571,5438,10955,5545,5410,4628,54,26,28
병암동          ,7386,3645,3741,7348,3632,3716,3432,38,13,25
석동            ,17516,9003,8513,17400,8946,8454,7237,116,57,59
이동            ,8601,4561,4040,8518,4526,3992,4752,83,35,48
자은동          ,21113,10513,10600,21002,10482,10520,8867,111,31,80
덕산동          ,10038,4951,5087,9998,4937,5061,4206,40,14,26
풍호동          ,25471,12711,12760,25392,12675,12717,9171,79,36,43
웅천동          ,13182,6753,6429,12967,6582,6385,5403,215,171,44
웅동1동         ,8312,4480,3832,7744,3958,3786,3521,568,522,46
웅동2동         ,45594,24604,20990,44102,23833,20269,20292,1492,771,721
,,,,,,,,,,
※ 의창구-성산구 행정구역 조정(2021. 7. 1.시행),,,,,,,,,,
- 의창구 퇴촌동(법정동) 일부 → 성산구 반송동,,,,,,,,,,
- 의창구 대원동·두대동·삼동동·덕정동(법정동) →  성산구 중앙동,,,,,,,,,,
- 의창구 용지동(행정동) → 성산구 용지동(행정동),,,,,,,,,,
