Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
,,2015년 9월말 주민등록인구 및 외국인 현황,,,,,,,,
,,,,,,,,,,
【창원시】,,,,,,,,,,"            (단위 : 세대, 명)"
"읍 면
동 별",인        구,,,"한  국  인
(주민등록인구)",,,,"외  국  인
(출입국관리소 등록신고)",,
,소계,남,여,소계,남,여,세대수,소계,남,여
합  계,1087405,555277,532128,1070593,543963,526630,415003,16812,11314,5498
의창구,261818,134119,127699,257805,131573,126232,100716,4013,2546,1467
동읍            ,23402,11914,11488,23141,11752,11389,8762,261,162,99
북면            ,28938,14667,14271,28732,14551,14181,10644,206,116,90
대산면          ,7837,4101,3736,7441,3760,3681,3360,396,341,55
의창동          ,38467,19616,18851,38237,19525,18712,15220,230,91,139
팔룡동          ,40895,21444,19451,39441,20260,19181,14191,1454,1184,270
명곡동          ,53335,27040,26295,52715,26775,25940,19736,620,265,355
봉림동          ,37899,19658,18241,37330,19402,17928,16557,569,256,313
용지동          ,31045,15679,15366,30768,15548,15220,12246,277,131,146
성산구,241159,124541,116618,236607,121133,115474,84341,4552,3408,1144
반송동          ,48415,24453,23962,48146,24323,23823,16065,269,130,139
중앙동          ,25879,13802,12077,24851,13211,11640,11852,1028,591,437
상남동          ,32432,16434,15998,32245,16362,15883,10698,187,72,115
사파동          ,54620,27472,27148,54347,27353,26994,19204,273,119,154
가음정동        ,38873,19940,18933,38502,19699,18803,13294,371,241,130
성주동          ,29543,15679,13864,28776,15007,13769,9339,767,672,95
웅남동          ,11397,6761,4636,9740,5178,4562,3889,1657,1583,74
마산합포구,183725,91891,91834,181651,90599,91052,75417,2074,1292,782
구산면          ,5182,2728,2454,4956,2520,2436,2366,226,208,18
진동면          ,12901,6615,6286,12703,6497,6206,5063,198,118,80
진북면          ,4659,2649,2010,4131,2184,1947,1875,528,465,63
진전면          ,4516,2264,2252,4378,2159,2219,2190,138,105,33
현동            ,3948,2080,1868,3874,2016,1858,1526,74,64,10
가포동          ,1304,669,635,1276,651,625,589,28,18,10
월영동          ,31441,15637,15804,31187,15530,15657,11312,254,107,147
문화동          ,13288,6601,6687,13172,6563,6609,5756,116,38,78
반월동          ,9079,4438,4641,9032,4424,4608,3455,47,14,33
중앙동          ,8912,4319,4593,8878,4305,4573,3440,34,14,20
완월동          ,11385,5586,5799,11349,5575,5774,4434,36,11,25
자산동          ,13388,6582,6806,13355,6577,6778,5219,33,5,28
동서동          ,11664,5730,5934,11570,5688,5882,4999,94,42,52
성호동          ,4499,2222,2277,4476,2220,2256,2123,23,2,21
교방동          ,11277,5587,5690,11251,5582,5669,4389,26,5,21
노산동          ,7616,3794,3822,7576,3780,3796,3310,40,14,26
오동동          ,6671,3390,3281,6638,3380,3258,3354,33,10,23
합포동          ,7647,3865,3782,7611,3851,3760,3620,36,14,22
산호동          ,14348,7135,7213,14238,7097,7141,6397,110,38,72
마산회원구,213954,108526,105428,211464,107071,104393,83166,2490,1455,1035
내서읍          ,72644,36701,35943,72090,36366,35724,24585,554,335,219
회원1동         ,12405,6211,6194,12336,6198,6138,5475,69,13,56
회원2동         ,13732,6844,6888,13693,6835,6858,5854,39,9,30
석전1동         ,7805,3959,3846,7743,3940,3803,3325,62,19,43
석전2동         ,10033,5020,5013,9905,4967,4938,4283,128,53,75
회성동          ,7828,4032,3796,7781,4023,3758,3413,47,9,38
양덕1동         ,13363,6759,6604,13172,6632,6540,5676,191,127,64
양덕2동         ,29319,14856,14463,29057,14679,14378,10366,262,177,85
합성1동         ,8316,4318,3998,8225,4281,3944,3854,91,37,54
합성2동         ,10448,5265,5183,10293,5194,5099,4914,155,71,84
구암1동         ,11468,5795,5673,11378,5769,5609,4777,90,26,64
구암2동         ,11532,5809,5723,11381,5754,5627,4492,151,55,96
봉암동          ,5061,2957,2104,4410,2433,1977,2152,651,524,127
진해구,186749,96200,90549,183066,93587,89479,71363,3683,2613,1070
중앙동          ,9434,4896,4538,9407,4886,4521,3322,27,10,17
태평동          ,6870,3517,3353,6822,3487,3335,2846,48,30,18
충무동          ,4551,2288,2263,4513,2270,2243,2079,38,18,20
여좌동          ,11383,5671,5712,11299,5644,5655,5010,84,27,57
태백동          ,6687,3398,3289,6654,3389,3265,3072,33,9,24
경화동          ,10972,5571,5401,10923,5554,5369,4207,49,17,32
병암동          ,8847,4400,4447,8788,4377,4411,3488,59,23,36
석동            ,19644,9998,9646,19480,9922,9558,6807,164,76,88
이동            ,11173,5797,5376,11039,5743,5296,5015,134,54,80
자은동          ,15417,7768,7649,15339,7744,7595,5619,78,24,54
덕산동          ,12265,6046,6219,12215,6021,6194,4300,50,25,25
풍호동          ,19142,9572,9570,19028,9509,9519,6264,114,63,51
웅천동          ,5039,3021,2018,4226,2232,1994,2039,813,789,24
웅동1동         ,9429,5228,4201,8566,4404,4162,3200,863,824,39
웅동2동         ,35896,19029,16867,34767,18405,16362,14095,1129,624,505
