Unnamed: 0,Unnamed: 1,2024년 9월말 인구 현황,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
【창원시】,,,,,,,,,,,,,,,"                    (단위 : 세대, 명)",
"읍 면
동 별",인        구,,,"한  국  인
(주민등록인구)",,,,외국인 총계,,,"외  국  인
(출입국관리소 등록신고)",,,국내거소신고 외국인국적동포,,
,소계,남,여,소계,남,여,세대수,소계,남,여,소계,남,여,소계,남,여
합  계,1022841,519998,502843,1001902,507069,494833,459553,20939,12929,8010,17470,11106,6364,3469,1823,1646
의창구,214187,109130,105057,209956,106689,103267,96930,4231,2441,1790,3588,2113,1475,643,328,315
동읍            ,18588,9498,9090,18368,9375,8993,9009,220,123,97,203,112,91,17,11,6
북면            ,43293,21699,21594,43007,21564,21443,16854,286,135,151,245,117,128,41,18,23
대산면          ,7205,3800,3405,6701,3379,3322,3677,504,421,83,493,416,77,11,5,6
의창동          ,49054,24611,24443,48712,24466,24246,21249,342,145,197,268,111,157,74,34,40
팔룡동          ,25933,13390,12543,25043,12758,12285,11230,890,632,258,819,603,216,71,29,42
명곡동          ,39654,20051,19603,38616,19514,19102,17963,1038,537,501,782,396,386,256,141,115
봉림동          ,30460,16081,14379,29509,15633,13876,16948,951,448,503,778,358,420,173,90,83
성산구,250209,128384,121825,244953,125017,119936,107544,5256,3367,1889,4331,2870,1461,925,497,428
반송동          ,39395,19841,19554,39031,19651,19380,15514,364,190,174,237,122,115,127,68,59
용지동          ,26813,13503,13310,26378,13288,13090,12234,435,215,220,331,160,171,104,55,49
중앙동,39606,21568,18038,37628,20364,17264,20009,1978,1204,774,1574,979,595,404,225,179
상남동          ,26682,13263,13419,26425,13154,13271,10847,257,109,148,178,67,111,79,42,37
사파동          ,45081,22368,22713,44738,22226,22512,19746,343,142,201,282,117,165,61,25,36
가음정동        ,38040,19244,18796,37605,18989,18616,15620,435,255,180,364,219,145,71,36,35
성주동          ,26593,13993,12600,26041,13560,12481,10201,552,433,119,501,406,95,51,27,24
웅남동          ,7999,4604,3395,7107,3785,3322,3373,892,819,73,864,800,64,28,19,9
마산합포구,181597,90514,91083,178820,88800,90020,86543,2777,1714,1063,2472,1567,905,305,147,158
구산면          ,4138,2222,1916,3935,2035,1900,2298,203,187,16,199,186,13,4,1,3
진동면          ,11846,6090,5756,11568,5920,5648,5467,278,170,108,249,152,97,29,18,11
진북면          ,3600,2091,1509,3127,1665,1462,1816,473,426,47,460,417,43,13,9,4
진전면          ,3790,1947,1843,3632,1825,1807,2152,158,122,36,150,119,31,8,3,5
현동            ,13715,6811,6904,13608,6750,6858,5688,107,61,46,91,54,37,16,7,9
가포동          ,4884,2488,2396,4809,2434,2375,2526,75,54,21,65,51,14,10,3,7
월영동          ,41686,20633,21053,41124,20359,20765,17098,562,274,288,505,251,254,57,23,34
문화동          ,11027,5512,5515,10857,5431,5426,6112,170,81,89,141,65,76,29,16,13
반월중앙동      ,13353,6413,6940,13289,6397,6892,6242,64,16,48,48,10,38,16,6,10
완월동          ,8472,4106,4366,8421,4085,4336,4003,51,21,30,41,13,28,10,8,2
자산동          ,9116,4432,4684,9084,4424,4660,4416,32,8,24,23,5,18,9,3,6
교방동          ,19105,9443,9662,19030,9424,9606,8586,75,19,56,66,16,50,9,3,6
오동동,18458,9156,9302,18230,9030,9200,10425,228,126,102,181,102,79,47,24,23
합포동          ,6735,3366,3369,6648,3317,3331,3599,87,49,38,73,43,30,14,6,8
산호동          ,11672,5804,5868,11458,5704,5754,6115,214,100,114,180,83,97,34,17,17
마산회원구,181967,90962,91005,178922,89198,89724,82750,3045,1764,1281,2561,1501,1060,484,263,221
내서읍          ,60268,30237,30031,59657,29893,29764,25214,611,344,267,533,306,227,78,38,40
회원1동         ,9689,4720,4969,9615,4697,4918,5127,74,23,51,54,14,40,20,9,11
회원2동         ,9623,4715,4908,9573,4698,4875,4501,50,17,33,35,11,24,15,6,9
석전동          ,16106,7968,8138,15944,7897,8047,7745,162,71,91,114,42,72,48,29,19
회성동          ,5307,2681,2626,5248,2653,2595,2838,59,28,31,38,14,24,21,14,7
양덕1동         ,10552,5244,5308,10378,5174,5204,5428,174,70,104,141,54,87,33,16,17
양덕2동         ,32655,16065,16590,32425,15936,16489,12757,230,129,101,166,101,65,64,28,36
합성1동         ,8747,4418,4329,8663,4383,4280,4431,84,35,49,68,28,40,16,7,9
합성2동         ,7824,3896,3928,7472,3732,3740,4319,352,164,188,320,146,174,32,18,14
구암1동         ,8321,4138,4183,8218,4102,4116,4259,103,36,67,82,26,56,21,10,11
구암2동         ,9101,4571,4530,8850,4427,4423,4394,251,144,107,192,109,83,59,35,24
봉암동          ,3774,2309,1465,2879,1606,1273,1737,895,703,192,818,650,168,77,53,24
