Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
,,2016년 6월말 주민등록인구 및 외국인 현황,,,,,,,,
,,,,,,,,,,
【창원시】,,,,,,,,,,"            (단위 : 세대, 명)"
"읍 면
동 별",인        구,,,"한  국  인
(주민등록인구)",,,,"외  국  인
(출입국관리소 등록신고)",,
,소계,남,여,소계,남,여,세대수,소계,남,여
합  계,1084557,553277,531280,1067971,542294,525677,417852,16586,10983,5603
의창구,258009,132041,125968,254170,129659,124511,100297,3839,2382,1457
동읍            ,23178,11784,11394,22927,11638,11289,8817,251,146,105
북면            ,29280,14839,14441,29071,14725,14346,10706,209,114,95
대산면          ,7714,4052,3662,7327,3717,3610,3360,387,335,52
의창동          ,38176,19428,18748,37941,19343,18598,15297,235,85,150
팔룡동          ,39851,20822,19029,38564,19792,18772,13981,1287,1030,257
명곡동          ,52453,26591,25862,51836,26308,25528,19604,617,283,334
봉림동          ,37116,19251,17865,36560,19001,17559,16475,556,250,306
용지동          ,30241,15274,14967,29944,15135,14809,12057,297,139,158
성산구,237085,122404,114681,232673,119091,113582,83737,4412,3313,1099
반송동          ,47789,24138,23651,47510,24006,23504,15942,279,132,147
중앙동          ,25501,13670,11831,24467,13049,11418,11842,1034,621,413
상남동          ,32027,16243,15784,31783,16106,15677,10683,244,137,107
사파동          ,53744,27038,26706,53466,26919,26547,19110,278,119,159
가음정동        ,38089,19558,18531,37690,19294,18396,13152,399,264,135
성주동          ,28873,15260,13613,28178,14633,13545,9133,695,627,68
웅남동          ,11062,6497,4565,9579,5084,4495,3875,1483,1413,70
마산합포구,184753,92356,92397,182591,91052,91539,76808,2162,1304,858
구산면          ,5029,2656,2373,4805,2448,2357,2328,224,208,16
진동면          ,13251,6812,6439,13031,6684,6347,5264,220,128,92
진북면          ,4492,2559,1933,4005,2134,1871,1835,487,425,62
진전면          ,4495,2254,2241,4348,2148,2200,2192,147,106,41
현동            ,9313,4704,4609,9222,4642,4580,3643,91,62,29
가포동          ,1085,569,516,1047,538,509,499,38,31,7
월영동          ,30561,15182,15379,30263,15053,15210,11096,298,129,169
문화동          ,12707,6294,6413,12577,6242,6335,5612,130,52,78
반월동          ,8805,4326,4479,8762,4315,4447,3416,43,11,32
중앙동          ,8589,4173,4416,8553,4159,4394,3394,36,14,22
완월동          ,11037,5387,5650,10996,5375,5621,4331,41,12,29
자산동          ,12969,6357,6612,12933,6351,6582,5130,36,6,30
동서동          ,11358,5588,5770,11258,5552,5706,5002,100,36,64
성호동          ,4300,2118,2182,4276,2114,2162,2048,24,4,20
교방동          ,10798,5326,5472,10774,5321,5453,4281,24,5,19
노산동          ,7449,3732,3717,7407,3720,3687,3256,42,12,30
오동동          ,6555,3318,3237,6518,3308,3210,3334,37,10,27
합포동          ,8190,4174,4016,8151,4160,3991,3899,39,14,25
산호동          ,13770,6827,6943,13665,6788,6877,6248,105,39,66
마산회원구,214102,108402,105700,211695,107029,104666,83775,2407,1373,1034
내서읍          ,72101,36344,35757,71585,36062,35523,24758,516,282,234
회원1동         ,12327,6203,6124,12257,6189,6068,5560,70,14,56
회원2동         ,12655,6322,6333,12606,6310,6296,5445,49,12,37
석전1동         ,6166,3149,3017,6118,3133,2985,2615,48,16,32
석전2동         ,9877,4925,4952,9763,4879,4884,4260,114,46,68
회성동          ,7681,3958,3723,7626,3944,3682,3427,55,14,41
양덕1동         ,13014,6527,6487,12847,6423,6424,5595,167,104,63
양덕2동         ,35022,17680,17342,34790,17530,17260,12298,232,150,82
합성1동         ,7759,4011,3748,7680,3979,3701,3661,79,32,47
합성2동         ,10164,5060,5104,9987,4984,5003,4853,177,76,101
구암1동         ,11116,5629,5487,11024,5599,5425,4727,92,30,62
구암2동         ,11366,5728,5638,11212,5665,5547,4486,154,63,91
봉암동          ,4854,2866,1988,4200,2332,1868,2090,654,534,120
진해구,190608,98074,92534,186842,95463,91379,73235,3766,2611,1155
중앙동          ,9118,4703,4415,9084,4689,4395,3208,34,14,20
태평동          ,6777,3477,3300,6732,3449,3283,2835,45,28,17
충무동          ,4376,2193,2183,4330,2177,2153,2022,46,16,30
여좌동          ,10990,5467,5523,10908,5436,5472,4876,82,31,51
태백동          ,6475,3270,3205,6447,3263,3184,3009,28,7,21
경화동          ,10618,5395,5223,10564,5373,5191,4116,54,22,32
병암동          ,8709,4312,4397,8648,4288,4360,3517,61,24,37
석동            ,19150,9695,9455,18990,9618,9372,6729,160,77,83
이동            ,10793,5594,5199,10644,5526,5118,4933,149,68,81
자은동          ,15794,7974,7820,15701,7941,7760,5759,93,33,60
덕산동          ,11992,5884,6108,11940,5863,6077,4289,52,21,31
풍호동          ,25988,13062,12926,25888,13017,12871,8620,100,45,55
웅천동          ,4892,2913,1979,4120,2164,1956,1994,772,749,23
웅동1동         ,9077,5019,4058,8237,4218,4019,3094,840,801,39
웅동2동         ,35859,19116,16743,34609,18441,16168,14234,1250,675,575
