Unnamed: 0,Unnamed: 1,2018년 2월말 주민등록인구 현황,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
【창원시】,,,,,,,,,,"            (단위 : 세대, 명)"
"읍 면
동 별",인        구,,,"한  국  인
(주민등록인구)",,,,"외  국  인
(출입국관리소 등록신고)",,
,소계,남,여,소계,남,여,세대수,소계,남,여
합  계,1072314,546037,526277,1056909,536108,520801,421789,15405,9929,5476
의창구,257593,131563,126030,253755,129184,124571,101676,3838,2379,1459
동읍            ,22529,11449,11080,22292,11314,10978,8858,237,135,102
북면            ,37259,18922,18337,37066,18817,18249,13597,193,105,88
대산면          ,7350,3860,3490,6948,3508,3440,3301,402,352,50
의창동          ,36408,18473,17935,36079,18309,17770,14957,329,164,165
팔룡동          ,37795,19657,18138,36598,18712,17886,13544,1197,945,252
명곡동          ,49380,24987,24393,48765,24717,24048,18866,615,270,345
봉림동          ,34454,17952,16502,33879,17684,16195,15611,575,268,307
용지동          ,32418,16263,16155,32128,16123,16005,12942,290,140,150
성산구,232213,119702,112511,228169,116741,111428,84708,4044,2961,1083
반송동          ,45326,22929,22397,45065,22810,22255,15516,261,119,142
중앙동          ,25411,13758,11653,24375,13141,11234,12655,1036,617,419
상남동          ,30287,15336,14951,30056,15215,14841,10358,231,121,110
사파동          ,50449,25321,25128,50168,25196,24972,18408,281,125,156
가음정동        ,43224,22067,21157,42832,21819,21013,15279,392,248,144
성주동          ,27437,14488,12949,26783,13899,12884,8912,654,589,65
웅남동          ,10079,5803,4276,8890,4661,4229,3580,1189,1142,47
마산합포구,183950,91955,91995,181798,90655,91143,77961,2152,1300,852
구산면          ,4931,2636,2295,4687,2409,2278,2323,244,227,17
진동면          ,13379,6836,6543,13175,6725,6450,5480,204,111,93
진북면          ,4320,2446,1874,3851,2041,1810,1815,469,405,64
진전면          ,4374,2198,2176,4268,2122,2146,2204,106,76,30
현동            ,13630,6846,6784,13519,6772,6747,5165,111,74,37
가포동          ,913,487,426,874,455,419,425,39,32,7
월영동          ,31867,15836,16031,31538,15682,15856,11788,329,154,175
문화동          ,12357,6104,6253,12231,6050,6181,5642,126,54,72
반월중앙동      ,16692,8147,8545,16609,8124,8485,6766,83,23,60
완월동          ,10527,5153,5374,10482,5141,5341,4236,45,12,33
자산동          ,12242,6013,6229,12209,6006,6203,5055,33,7,26
교방동          ,9318,4637,4681,9297,4633,4664,3674,21,4,17
노산동          ,6783,3375,3408,6749,3368,3381,3063,34,7,27
오동동          ,21330,10572,10758,21180,10519,10661,10313,150,53,97
합포동          ,7966,4059,3907,7930,4046,3884,3849,36,13,23
산호동          ,13321,6610,6711,13199,6562,6637,6163,122,48,74
마산회원구,204667,103409,101258,202496,102164,100332,81614,2171,1245,926
내서읍          ,70416,35458,34958,70004,35215,34789,24911,412,243,169
회원1동         ,12120,6065,6055,12059,6049,6010,5553,61,16,45
회원2동         ,9303,4675,4628,9272,4667,4605,4002,31,8,23
석전동          ,15075,7573,7502,14942,7526,7416,6590,133,47,86
회성동          ,7400,3799,3601,7348,3785,3563,3358,52,14,38
양덕1동         ,12539,6262,6277,12408,6186,6222,5547,131,76,55
양덕2동         ,34767,17471,17296,34573,17355,17218,12344,194,116,78
합성1동         ,7392,3792,3600,7329,3770,3559,3593,63,22,41
합성2동         ,9441,4687,4754,9269,4610,4659,4641,172,77,95
구암1동         ,10648,5374,5274,10571,5353,5218,4618,77,21,56
구암2동         ,10835,5465,5370,10680,5403,5277,4400,155,62,93
봉암동          ,4731,2788,1943,4041,2245,1796,2057,690,543,147
진해구,193891,99408,94483,190691,97364,93327,75830,3200,2044,1156
중앙동          ,8577,4424,4153,8549,4410,4139,3066,28,14,14
태평동          ,6478,3333,3145,6429,3299,3130,2777,49,34,15
충무동          ,4094,2044,2050,4068,2034,2034,1972,26,10,16
여좌동          ,10222,5095,5127,10140,5067,5073,4669,82,28,54
태백동          ,6044,3050,2994,6019,3044,2975,2908,25,6,19
경화동          ,11474,5799,5675,11416,5778,5638,4469,58,21,37
병암동          ,8234,4096,4138,8197,4085,4112,3400,37,11,26
석동            ,18414,9373,9041,18262,9288,8974,6617,152,85,67
이동            ,10044,5231,4813,9919,5176,4743,4763,125,55,70
자은동          ,18974,9475,9499,18898,9453,9445,6854,76,22,54
덕산동          ,11206,5509,5697,11157,5492,5665,4218,49,17,32
풍호동          ,26822,13435,13387,26751,13406,13345,8982,71,29,42
웅천동          ,7273,3872,3401,6919,3551,3368,3115,354,321,33
웅동1동         ,7791,4291,3500,7047,3591,3456,2686,744,700,44
웅동2동         ,38244,20381,17863,36920,19690,17230,15334,1324,691,633
"   * 마산합포구 오동동 : 오동동+성호동+동서동(2017.1.1.통합) 
   * 마산합포구 반월중앙동 : 반월동+중앙동(2017.1.1.통합)
   * 마산회원구 석전동 : 석전1동+석전2동(2017.1.1.통합)",,,,,,,,,,
