Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
,,2015년 11월말 주민등록인구 및 외국인 현황,,,,,,,,
,,,,,,,,,,
【창원시】,,,,,,,,,,"            (단위 : 세대, 명)"
"읍 면
동 별",인        구,,,"한  국  인
(주민등록인구)",,,,"외  국  인
(출입국관리소 등록신고)",,
,소계,남,여,소계,남,여,세대수,소계,남,여
합  계,1087226,555194,532032,1070292,543777,526515,415551,16934,11417,5517
의창구,261154,133721,127433,257167,131210,125957,100659,3987,2511,1476
동읍            ,23340,11858,11482,23087,11703,11384,8752,253,155,98
북면            ,29052,14725,14327,28841,14606,14235,10670,211,119,92
대산면          ,7797,4063,3734,7420,3740,3680,3368,377,323,54
의창동          ,38506,19625,18881,38278,19534,18744,15275,228,91,137
팔룡동          ,40641,21311,19330,39201,20145,19056,14132,1440,1166,274
명곡동          ,53166,26970,26196,52534,26695,25839,19708,632,275,357
봉림동          ,37697,19562,18135,37137,19313,17824,16531,560,249,311
용지동          ,30955,15607,15348,30669,15474,15195,12223,286,133,153
성산구,239928,123982,115946,235316,120498,114818,83963,4612,3484,1128
반송동          ,48281,24394,23887,48014,24260,23754,16004,267,134,133
중앙동          ,25763,13766,11997,24732,13167,11565,11805,1031,599,432
상남동          ,32302,16374,15928,32116,16295,15821,10680,186,79,107
사파동          ,54276,27295,26981,53998,27174,26824,19164,278,121,157
가음정동        ,38735,19912,18823,38302,19620,18682,13265,433,292,141
성주동          ,29209,15491,13718,28454,14820,13634,9162,755,671,84
웅남동          ,11362,6750,4612,9700,5162,4538,3883,1662,1588,74
마산합포구,183652,91839,91813,181504,90483,91021,75510,2148,1356,792
구산면          ,5119,2705,2414,4895,2500,2395,2346,224,205,19
진동면          ,12920,6622,6298,12709,6492,6217,5065,211,130,81
진북면          ,4650,2654,1996,4116,2180,1936,1878,534,474,60
진전면          ,4527,2275,2252,4388,2169,2219,2194,139,106,33
현동            ,5158,2697,2461,5084,2633,2451,1952,74,64,10
가포동          ,1287,669,618,1234,630,604,574,53,39,14
월영동          ,31216,15520,15696,30957,15403,15554,11265,259,117,142
문화동          ,13124,6495,6629,12995,6449,6546,5692,129,46,83
반월동          ,9045,4429,4616,8999,4415,4584,3444,46,14,32
중앙동          ,8802,4261,4541,8769,4247,4522,3426,33,14,19
완월동          ,11308,5534,5774,11268,5522,5746,4412,40,12,28
자산동          ,13211,6478,6733,13175,6473,6702,5184,36,5,31
동서동          ,11597,5703,5894,11501,5661,5840,5001,96,42,54
성호동          ,4447,2192,2255,4424,2190,2234,2100,23,2,21
교방동          ,11154,5526,5628,11128,5521,5607,4373,26,5,21
노산동          ,7546,3755,3791,7505,3741,3764,3289,41,14,27
오동동          ,6654,3390,3264,6620,3379,3241,3355,34,11,23
합포동          ,7643,3866,3777,7605,3852,3753,3614,38,14,24
산호동          ,14244,7068,7176,14132,7026,7106,6346,112,42,70
마산회원구,214050,108596,105454,211546,107141,104405,83355,2504,1455,1049
내서읍          ,72713,36735,35978,72154,36405,35749,24691,559,330,229
회원1동         ,12289,6168,6121,12223,6156,6067,5430,66,12,54
회원2동         ,13619,6799,6820,13578,6790,6788,5828,41,9,32
석전1동         ,7694,3908,3786,7635,3892,3743,3294,59,16,43
석전2동         ,10036,5014,5022,9905,4960,4945,4290,131,54,77
회성동          ,7776,4006,3770,7729,3998,3731,3415,47,8,39
양덕1동         ,13219,6683,6536,13031,6559,6472,5649,188,124,64
양덕2동         ,30297,15341,14956,30034,15164,14870,10682,263,177,86
합성1동         ,8136,4222,3914,8046,4185,3861,3779,90,37,53
합성2동         ,10399,5235,5164,10238,5165,5073,4917,161,70,91
구암1동         ,11378,5752,5626,11290,5726,5564,4766,88,26,62
구암2동         ,11490,5786,5704,11340,5729,5611,4492,150,57,93
봉암동          ,5004,2947,2057,4343,2412,1931,2122,661,535,126
진해구,188442,97056,91386,184759,94445,90314,72064,3683,2611,1072
중앙동          ,9381,4861,4520,9354,4851,4503,3305,27,10,17
태평동          ,6817,3493,3324,6768,3463,3305,2833,49,30,19
충무동          ,4520,2267,2253,4484,2252,2232,2071,36,15,21
여좌동          ,11222,5560,5662,11136,5533,5603,4946,86,27,59
태백동          ,6610,3362,3248,6578,3354,3224,3047,32,8,24
경화동          ,10792,5485,5307,10746,5467,5279,4169,46,18,28
병암동          ,8782,4357,4425,8723,4336,4387,3469,59,21,38
석동            ,19421,9883,9538,19255,9799,9456,6756,166,84,82
이동            ,11028,5709,5319,10888,5649,5239,4975,140,60,80
자은동          ,15630,7888,7742,15549,7864,7685,5678,81,24,57
덕산동          ,12153,5991,6162,12104,5967,6137,4274,49,24,25
풍호동          ,21755,10904,10851,21653,10853,10800,7160,102,51,51
웅천동          ,5046,3030,2016,4220,2229,1991,2031,826,801,25
웅동1동         ,9351,5172,4179,8503,4361,4142,3178,848,811,37
웅동2동         ,35934,19094,16840,34798,18467,16331,14172,1136,627,509
