Unnamed: 0,Unnamed: 1,2021년 11월말 인구 현황,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
【창원시】,,,,,,,,,,"            (단위 : 세대, 명)"
"읍 면
동 별",인        구,,,"한  국  인
(주민등록인구)",,,,"외  국  인
(출입국관리소 등록신고)",,
,소계,남,여,소계,남,여,세대수,소계,남,여
합  계,1046160,531074,515086,1033281,523465,509816,451423,12879,7609,5270
의창구,220929,112614,108315,218131,111038,107093,95500,2798,1576,1222
동읍            ,19966,10184,9782,19802,10091,9711,9070,164,93,71
북면            ,43596,21927,21669,43392,21837,21555,16677,204,90,114
대산면          ,7409,3836,3573,7108,3591,3517,3667,301,245,56
의창동          ,50644,25607,25037,50410,25527,24883,21118,234,80,154
팔룡동          ,26633,13787,12846,25914,13242,12672,10971,719,545,174
명곡동          ,42055,21370,20685,41439,21078,20361,18151,616,292,324
봉림동          ,30626,15903,14723,30066,15672,14394,15846,560,231,329
성산구,255379,130752,124627,251982,128576,123406,105005,3397,2176,1221
반송동          ,41289,20831,20458,41073,20731,20342,15474,216,100,116
용지동          ,29768,14941,14827,29498,14823,14675,13286,270,118,152
중앙동          ,35680,19342,16338,34546,18655,15891,17876,1134,687,447
상남동          ,27963,14022,13941,27776,13949,13827,10699,187,73,114
사파동          ,44932,22306,22626,44689,22213,22476,18495,243,93,150
가음정동        ,40659,20610,20049,40373,20452,19921,15989,286,158,128
성주동          ,26601,13959,12642,26259,13688,12571,9718,342,271,71
웅남동          ,8487,4741,3746,7768,4065,3703,3468,719,676,43
마산합포구,183199,91261,91938,181226,90123,91103,83930,1973,1138,835
구산면          ,4387,2354,2033,4200,2180,2020,2319,187,174,13
진동면          ,12335,6341,5994,12151,6250,5901,5528,184,91,93
진북면          ,3689,2080,1609,3373,1803,1570,1749,316,277,39
진전면          ,3956,1976,1980,3864,1910,1954,2183,92,66,26
현동            ,14211,7052,7159,14114,6990,7124,5683,97,62,35
가포동          ,1346,713,633,1312,687,625,819,34,26,8
월영동          ,42798,21242,21556,42361,21037,21324,16829,437,205,232
문화동          ,11212,5558,5654,11026,5465,5561,5769,186,93,93
반월중앙동      ,14545,7068,7477,14489,7051,7438,6487,56,17,39
완월동          ,9030,4362,4668,8997,4355,4642,4049,33,7,26
자산동          ,10362,5088,5274,10332,5080,5252,4793,30,8,22
교방동          ,16129,7976,8153,16073,7966,8107,7239,56,10,46
오동동          ,19476,9620,9856,19367,9576,9791,10549,109,44,65
합포동          ,7340,3710,3630,7304,3698,3606,3806,36,12,24
산호동          ,12383,6121,6262,12263,6075,6188,6128,120,46,74
마산회원구,189040,94774,94266,187245,93813,93432,82410,1795,961,834
내서읍          ,64010,32182,31828,63586,31961,31625,25059,424,221,203
회원1동         ,10234,5050,5184,10189,5041,5148,5175,45,9,36
회원2동         ,10067,4966,5101,10032,4959,5073,4581,35,7,28
석전동          ,16978,8475,8503,16889,8442,8447,7907,89,33,56
회성동          ,6082,3079,3003,6052,3074,2978,3098,30,5,25
양덕1동         ,11070,5542,5528,10990,5510,5480,5421,80,32,48
양덕2동         ,31355,15485,15870,31252,15425,15827,11891,103,60,43
합성1동         ,9372,4758,4614,9319,4734,4585,4563,53,24,29
합성2동         ,7679,3833,3846,7475,3742,3733,4173,204,91,113
구암1동         ,8935,4458,4477,8854,4432,4422,4311,81,26,55
구암2동         ,9511,4750,4761,9378,4688,4690,4385,133,62,71
봉암동          ,3747,2196,1551,3229,1805,1424,1846,518,391,127
진해구,197613,101673,95940,194697,99915,94782,84578,2916,1758,1158
충무동          ,17103,8887,8216,16995,8821,8174,7796,108,66,42
여좌동          ,8566,4224,4342,8475,4186,4289,4361,91,38,53
태백동          ,4279,2155,2124,4262,2148,2114,2252,17,7,10
경화동          ,11188,5665,5523,11132,5638,5494,4622,56,27,29
병암동          ,7473,3677,3796,7438,3665,3773,3395,35,12,23
석동            ,17626,9045,8581,17519,8995,8524,7102,107,50,57
이동            ,8670,4571,4099,8594,4542,4052,4725,76,29,47
자은동          ,21352,10614,10738,21258,10594,10664,8845,94,20,74
덕산동          ,10211,5026,5185,10169,5013,5156,4208,42,13,29
풍호동          ,25791,12893,12898,25718,12864,12854,9159,73,29,44
웅천동          ,13184,6772,6412,12979,6603,6376,5407,205,169,36
웅동1동         ,7412,4043,3369,6826,3503,3323,3038,586,540,46
웅동2동         ,44758,24101,20657,43332,23343,19989,19668,1426,758,668
,,,,,,,,,,
※ 의창구-성산구 행정구역 조정(2021. 7. 1.시행),,,,,,,,,,
- 의창구 퇴촌동(법정동) 일부 → 성산구 반송동,,,,,,,,,,
- 의창구 대원동·두대동·삼동동·덕정동(법정동) →  성산구 중앙동,,,,,,,,,,
- 의창구 용지동(행정동) → 성산구 용지동(행정동),,,,,,,,,,
