Unnamed: 0,Unnamed: 1,2018년 8월말 주민등록인구 현황,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
【창원시】,,,,,,,,,,"            (단위 : 세대, 명)"
"읍 면
동 별",인        구,,,"한  국  인
(주민등록인구)",,,,"외  국  인
(출입국관리소 등록신고)",,
,소계,남,여,소계,남,여,세대수,소계,남,여
합  계,1070375,544657,525718,1054981,534868,520113,424353,15394,9789,5605
의창구,257385,131416,125969,253537,129085,124452,102322,3848,2331,1517
동읍            ,22148,11262,10886,21922,11135,10787,8838,226,127,99
북면            ,40463,20523,19940,40244,20413,19831,14773,219,110,109
대산면          ,7245,3788,3457,6860,3449,3411,3286,385,339,46
의창동          ,35726,18123,17603,35443,18002,17441,14802,283,121,162
팔룡동          ,37107,19335,17772,35938,18420,17518,13442,1169,915,254
명곡동          ,48269,24468,23801,47600,24156,23444,18608,669,312,357
봉림동          ,33521,17444,16077,32958,17190,15768,15355,563,254,309
용지동          ,32906,16473,16433,32572,16320,16252,13218,334,153,181
성산구,231823,119485,112338,227767,116535,111232,85465,4056,2950,1106
반송동          ,45025,22734,22291,44758,22614,22144,15494,267,120,147
중앙동          ,25253,13771,11482,24192,13126,11066,12815,1061,645,416
상남동          ,30146,15246,14900,29943,15151,14792,10436,203,95,108
사파동          ,49753,24939,24814,49472,24815,24657,18365,281,124,157
가음정동        ,44032,22460,21572,43556,22146,21410,15617,476,314,162
성주동          ,27728,14667,13061,27099,14105,12994,9181,629,562,67
웅남동          ,9886,5668,4218,8747,4578,4169,3557,1139,1090,49
마산합포구,183508,91612,91896,181359,90337,91022,78265,2149,1275,874
구산면          ,4885,2615,2270,4639,2385,2254,2326,246,230,16
진동면          ,13281,6787,6494,13084,6682,6402,5477,197,105,92
진북면          ,4332,2457,1875,3867,2060,1807,1811,465,397,68
진전면          ,4301,2163,2138,4211,2101,2110,2211,90,62,28
현동            ,13786,6905,6881,13670,6830,6840,5205,116,75,41
가포동          ,854,453,401,818,424,394,403,36,29,7
월영동          ,32320,16030,16290,31965,15870,16095,12006,355,160,195
문화동          ,12355,6128,6227,12244,6073,6171,5690,111,55,56
반월중앙동      ,16452,8034,8418,16371,8010,8361,6754,81,24,57
완월동          ,10332,5038,5294,10290,5028,5262,4199,42,10,32
자산동          ,12063,5908,6155,12031,5903,6128,5045,32,5,27
교방동          ,9122,4521,4601,9102,4517,4585,3627,20,4,16
노산동          ,6683,3304,3379,6645,3296,3349,3021,38,8,30
오동동          ,21110,10468,10642,20960,10414,10546,10302,150,54,96
합포동          ,7772,3950,3822,7731,3937,3794,3792,41,13,28
산호동          ,13860,6851,7009,13731,6807,6924,6396,129,44,85
마산회원구,201997,101941,100056,199865,100703,99162,81071,2132,1238,894
내서읍          ,69839,35206,34633,69428,34958,34470,24939,411,248,163
회원1동         ,11840,5901,5939,11770,5880,5890,5440,70,21,49
회원2동         ,8618,4334,4284,8589,4325,4264,3712,29,9,20
석전동          ,14725,7357,7368,14588,7306,7282,6499,137,51,86
회성동          ,7187,3697,3490,7143,3688,3455,3306,44,9,35
양덕1동         ,12404,6199,6205,12284,6131,6153,5532,120,68,52
양덕2동         ,34091,17091,17000,33922,16981,16941,12122,169,110,59
합성1동         ,8506,4335,4171,8444,4311,4133,3981,62,24,38
합성2동         ,9056,4528,4528,8882,4443,4439,4486,174,85,89
구암1동         ,10351,5167,5184,10269,5143,5126,4534,82,24,58
구암2동         ,10743,5389,5354,10586,5325,5261,4486,157,64,93
봉암동          ,4637,2737,1900,3960,2212,1748,2034,677,525,152
진해구,195662,100203,95459,192453,98208,94245,77230,3209,1995,1214
중앙동          ,8390,4344,4046,8365,4334,4031,3038,25,10,15
태평동          ,6409,3289,3120,6361,3259,3102,2773,48,30,18
충무동          ,3978,2008,1970,3957,2003,1954,1936,21,5,16
여좌동          ,9901,4934,4967,9808,4901,4907,4579,93,33,60
태백동          ,5856,2958,2898,5832,2952,2880,2855,24,6,18
경화동          ,11281,5698,5583,11220,5673,5547,4413,61,25,36
병암동          ,8087,3997,4090,8049,3987,4062,3367,38,10,28
석동            ,18164,9225,8939,18016,9145,8871,6519,148,80,68
이동            ,9641,5031,4610,9516,4982,4534,4651,125,49,76
자은동          ,20239,10039,10200,20154,10020,10134,7644,85,19,66
덕산동          ,10926,5361,5565,10868,5332,5536,4132,58,29,29
풍호동          ,26810,13417,13393,26730,13382,13348,9004,80,35,45
웅천동          ,9633,5044,4589,9307,4757,4550,3962,326,287,39
웅동1동         ,7593,4200,3393,6858,3507,3351,2674,735,693,42
웅동2동         ,38754,20658,18096,37412,19974,17438,15683,1342,684,658
"   * 마산합포구 오동동 : 오동동+성호동+동서동(2017.1.1.통합) 
   * 마산합포구 반월중앙동 : 반월동+중앙동(2017.1.1.통합)
   * 마산회원구 석전동 : 석전1동+석전2동(2017.1.1.통합)",,,,,,,,,,
