Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
,,2015년 6월말 주민등록인구 및 외국인 현황,,,,,,,,
,,,,,,,,,,
【창원시】,,,,,,,,,,"            (단위 : 세대, 명)"
"읍 면
동 별",인        구,,,"한  국  인
(주민등록인구)",,,,"외  국  인
(출입국관리소 등록신고)",,
,소계,남,여,소계,남,여,세대수,소계,남,여
합  계,1088854,556198,532656,1072222,544949,527273,414432,16632,11249,5383
의창구,262724,134652,128072,258719,132077,126642,100745,4005,2575,1430
동읍            ,23608,12025,11583,23337,11856,11481,8767,271,169,102
북면            ,28554,14487,14067,28361,14379,13982,10527,193,108,85
대산면          ,7906,4125,3781,7520,3792,3728,3367,386,333,53
의창동          ,38460,19594,18866,38246,19513,18733,15116,214,81,133
팔룡동          ,41394,21727,19667,39872,20482,19390,14340,1522,1245,277
명곡동          ,53618,27212,26406,53024,26953,26071,19801,594,259,335
봉림동          ,38062,19721,18341,37505,19464,18041,16568,557,257,300
용지동          ,31122,15761,15361,30854,15638,15216,12259,268,123,145
성산구,241964,125060,116904,237307,121567,115740,84309,4657,3493,1164
반송동          ,48497,24549,23948,48234,24424,23810,16065,263,125,138
중앙동          ,25859,13804,12055,24843,13206,11637,11780,1016,598,418
상남동          ,32424,16432,15992,32228,16359,15869,10660,196,73,123
사파동          ,54860,27582,27278,54575,27461,27114,19206,285,121,164
가음정동        ,38994,20011,18983,38580,19735,18845,13281,414,276,138
성주동          ,29844,15821,14023,29093,15175,13918,9444,751,646,105
웅남동          ,11486,6861,4625,9754,5207,4547,3873,1732,1654,78
마산합포구,183700,91841,91859,181700,90604,91096,75269,2000,1237,763
구산면          ,5177,2718,2459,4960,2518,2442,2358,217,200,17
진동면          ,12833,6569,6264,12653,6463,6190,5033,180,106,74
진북면          ,4645,2641,2004,4124,2188,1936,1867,521,453,68
진전면          ,4499,2260,2239,4363,2156,2207,2174,136,104,32
현동            ,3927,2068,1859,3856,2006,1850,1510,71,62,9
가포동          ,1329,672,657,1313,666,647,596,16,6,10
월영동          ,31465,15672,15793,31210,15564,15646,11306,255,108,147
문화동          ,13217,6558,6659,13128,6526,6602,5727,89,32,57
반월동          ,9074,4430,4644,9034,4418,4616,3456,40,12,28
중앙동          ,8926,4316,4610,8894,4305,4589,3424,32,11,21
완월동          ,11402,5595,5807,11364,5581,5783,4441,38,14,24
자산동          ,13433,6614,6819,13396,6607,6789,5210,37,7,30
동서동          ,11619,5698,5921,11519,5656,5863,4960,100,42,58
성호동          ,4495,2213,2282,4469,2210,2259,2109,26,3,23
교방동          ,11279,5592,5687,11252,5588,5664,4391,27,4,23
노산동          ,7663,3823,3840,7627,3813,3814,3336,36,10,26
오동동          ,6676,3391,3285,6644,3380,3264,3352,32,11,21
합포동          ,7679,3870,3809,7642,3858,3784,3625,37,12,25
산호동          ,14362,7141,7221,14252,7101,7151,6394,110,40,70
마산회원구,214734,108967,105767,212270,107525,104745,83276,2464,1442,1022
내서읍          ,72642,36667,35975,72107,36349,35758,24543,535,318,217
회원1동         ,12479,6266,6213,12409,6253,6156,5471,70,13,57
회원2동         ,13831,6904,6927,13791,6894,6897,5859,40,10,30
석전1동         ,7886,3998,3888,7828,3982,3846,3362,58,16,42
석전2동         ,10047,5047,5000,9930,4997,4933,4267,117,50,67
회성동          ,7814,4034,3780,7770,4026,3744,3398,44,8,36
양덕1동         ,13401,6788,6613,13209,6659,6550,5687,192,129,63
양덕2동         ,29373,14900,14473,29100,14716,14384,10364,273,184,89
합성1동         ,8563,4430,4133,8468,4392,4076,3979,95,38,57
합성2동         ,10512,5290,5222,10367,5226,5141,4918,145,64,81
구암1동         ,11475,5802,5673,11387,5778,5609,4744,88,24,64
구암2동         ,11605,5859,5746,11459,5804,5655,4526,146,55,91
봉암동          ,5106,2982,2124,4445,2449,1996,2158,661,533,128
진해구,185732,95678,90054,182226,93176,89050,70833,3506,2502,1004
중앙동          ,9573,4978,4595,9543,4966,4577,3369,30,12,18
태평동          ,6912,3559,3353,6869,3531,3338,2843,43,28,15
충무동          ,4668,2369,2299,4628,2351,2277,2100,40,18,22
여좌동          ,11985,5986,5999,11901,5959,5942,5192,84,27,57
태백동          ,6729,3427,3302,6698,3419,3279,3081,31,8,23
경화동          ,11121,5635,5486,11079,5623,5456,4254,42,12,30
병암동          ,8922,4432,4490,8870,4412,4458,3510,52,20,32
석동            ,19651,10001,9650,19508,9939,9569,6820,143,62,81
이동            ,11334,5886,5448,11201,5830,5371,5053,133,56,77
자은동          ,14184,7140,7044,14105,7113,6992,5145,79,27,52
덕산동          ,12310,6097,6213,12262,6072,6190,4304,48,25,23
풍호동          ,18057,8981,9076,17936,8912,9024,5940,121,69,52
웅천동          ,5056,2997,2059,4270,2238,2032,2044,786,759,27
웅동1동         ,9484,5208,4276,8649,4411,4238,3212,835,797,38
웅동2동         ,35746,18982,16764,34707,18400,16307,13966,1039,582,457
