Unnamed: 0,Unnamed: 1,2021년 9월말 인구 현황,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
【창원시】,,,,,,,,,,"            (단위 : 세대, 명)"
"읍 면
동 별",인        구,,,"한  국  인
(주민등록인구)",,,,"외  국  인
(출입국관리소 등록신고)",,
,소계,남,여,소계,남,여,세대수,소계,남,여
합  계,1046914,531427,515487,1033979,523791,510188,450188,12935,7636,5299
의창구,221155,112762,108393,218376,111195,107181,95291,2779,1567,1212
동읍            ,19965,10184,9781,19803,10093,9710,9048,162,91,71
북면            ,43627,21965,21662,43426,21874,21552,16659,201,91,110
대산면          ,7432,3852,3580,7129,3606,3523,3656,303,246,57
의창동          ,50708,25645,25063,50470,25562,24908,21087,238,83,155
팔룡동          ,26639,13776,12863,25927,13241,12686,10944,712,535,177
명곡동          ,42093,21409,20684,41496,21123,20373,18112,597,286,311
봉림동          ,30691,15931,14760,30125,15696,14429,15785,566,235,331
성산구,256182,131113,125069,252776,128929,123847,104891,3406,2184,1222
반송동          ,41436,20903,20533,41229,20809,20420,15464,207,94,113
용지동          ,29907,14989,14918,29634,14870,14764,13321,273,119,154
중앙동          ,35744,19363,16381,34613,18672,15941,17834,1131,691,440
상남동          ,28009,14068,13941,27828,13999,13829,10691,181,69,112
사파동          ,45111,22374,22737,44866,22280,22586,18477,245,94,151
가음정동        ,40791,20677,20114,40501,20519,19982,15977,290,158,132
성주동          ,26681,13993,12688,26340,13725,12615,9689,341,268,73
웅남동          ,8503,4746,3757,7765,4055,3710,3438,738,691,47
마산합포구,182963,91177,91786,180954,90018,90936,83573,2009,1159,850
구산면          ,4394,2354,2040,4204,2176,2028,2319,190,178,12
진동면          ,12360,6358,6002,12178,6264,5914,5510,182,94,88
진북면          ,3714,2090,1624,3400,1816,1584,1749,314,274,40
진전면          ,3969,2000,1969,3877,1933,1944,2189,92,67,25
현동            ,14215,7056,7159,14117,6993,7124,5666,98,63,35
가포동          ,1116,590,526,1082,564,518,651,34,26,8
월영동          ,42584,21161,21423,42135,20950,21185,16697,449,211,238
문화동          ,11281,5586,5695,11089,5490,5599,5786,192,96,96
반월중앙동      ,14567,7063,7504,14505,7045,7460,6479,62,18,44
완월동          ,9048,4374,4674,9012,4366,4646,4038,36,8,28
자산동          ,10382,5095,5287,10349,5086,5263,4789,33,9,24
교방동          ,16143,7987,8156,16090,7977,8113,7247,53,10,43
오동동          ,19499,9636,9863,19388,9593,9795,10556,111,43,68
합포동          ,7270,3684,3586,7235,3672,3563,3761,35,12,23
산호동          ,12421,6143,6278,12293,6093,6200,6136,128,50,78
마산회원구,189407,94920,94487,187618,93975,93643,82363,1789,945,844
내서읍          ,64095,32231,31864,63662,32004,31658,25009,433,227,206
회원1동         ,10265,5071,5194,10217,5061,5156,5184,48,10,38
회원2동         ,10075,4956,5119,10040,4950,5090,4570,35,6,29
석전동          ,17053,8505,8548,16959,8472,8487,7922,94,33,61
회성동          ,6113,3091,3022,6081,3086,2995,3093,32,5,27
양덕1동         ,11122,5583,5539,11040,5550,5490,5435,82,33,49
양덕2동         ,31366,15488,15878,31258,15425,15833,11885,108,63,45
합성1동         ,9356,4754,4602,9305,4731,4574,4544,51,23,28
합성2동         ,7677,3824,3853,7490,3738,3752,4159,187,86,101
구암1동         ,8960,4468,4492,8886,4449,4437,4321,74,19,55
구암2동         ,9559,4761,4798,9416,4695,4721,4392,143,66,77
봉암동          ,3766,2188,1578,3264,1814,1450,1849,502,374,128
진해구,197207,101455,95752,194255,99674,94581,84070,2952,1781,1171
충무동          ,17059,8866,8193,16944,8797,8147,7753,115,69,46
여좌동          ,8541,4208,4333,8448,4169,4279,4318,93,39,54
태백동          ,4690,2371,2319,4672,2364,2308,2462,18,7,11
경화동          ,11193,5662,5531,11138,5635,5503,4615,55,27,28
병암동          ,7512,3697,3815,7474,3686,3788,3392,38,11,27
석동            ,17604,9024,8580,17498,8974,8524,7067,106,50,56
이동            ,8685,4591,4094,8607,4561,4046,4712,78,30,48
자은동          ,21401,10640,10761,21308,10620,10688,8828,93,20,73
덕산동          ,10205,5026,5179,10162,5013,5149,4191,43,13,30
풍호동          ,25885,12959,12926,25812,12929,12883,9161,73,30,43
웅천동          ,13192,6772,6420,12980,6598,6382,5397,212,174,38
웅동1동         ,7128,3892,3236,6541,3345,3196,2867,587,547,40
웅동2동         ,44112,23747,20365,42671,22983,19688,19307,1441,764,677
,,,,,,,,,,
※ 의창구-성산구 행정구역 조정(2021. 7. 1.시행),,,,,,,,,,
- 의창구 퇴촌동(법정동) 일부 → 성산구 반송동,,,,,,,,,,
- 의창구 대원동·두대동·삼동동·덕정동(법정동) →  성산구 중앙동,,,,,,,,,,
- 의창구 용지동(행정동) → 성산구 용지동(행정동),,,,,,,,,,
