Unnamed: 0,Unnamed: 1,2018년 3월말 주민등록인구 현황,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
【창원시】,,,,,,,,,,"            (단위 : 세대, 명)"
"읍 면
동 별",인        구,,,"한  국  인
(주민등록인구)",,,,"외  국  인
(출입국관리소 등록신고)",,
,소계,남,여,소계,남,여,세대수,소계,남,여
합  계,1071742,545653,526089,1056255,535749,520506,422204,15487,9904,5583
의창구,257465,131474,125991,253600,129103,124497,101776,3865,2371,1494
동읍            ,22483,11422,11061,22244,11285,10959,8859,239,137,102
북면            ,37670,19125,18545,37473,19015,18458,13738,197,110,87
대산면          ,7295,3831,3464,6899,3487,3412,3292,396,344,52
의창동          ,36325,18415,17910,36001,18261,17740,14946,324,154,170
팔룡동          ,37695,19622,18073,36512,18694,17818,13547,1183,928,255
명곡동          ,49180,24902,24278,48553,24621,23932,18840,627,281,346
봉림동          ,34329,17876,16453,33727,17602,16125,15572,602,274,328
용지동          ,32488,16281,16207,32191,16138,16053,12982,297,143,154
성산구,232160,119641,112519,228158,116729,111429,84861,4002,2912,1090
반송동          ,45290,22894,22396,45030,22779,22251,15511,260,115,145
중앙동          ,25345,13733,11612,24316,13116,11200,12657,1029,617,412
상남동          ,30217,15304,14913,29981,15178,14803,10379,236,126,110
사파동          ,50313,25254,25059,50024,25126,24898,18403,289,128,161
가음정동        ,43665,22304,21361,43236,22024,21212,15429,429,280,149
성주동          ,27313,14395,12918,26712,13860,12852,8910,601,535,66
웅남동          ,10017,5757,4260,8859,4646,4213,3572,1158,1111,47
마산합포구,184044,91985,92059,181841,90666,91175,78096,2203,1319,884
구산면          ,4928,2638,2290,4687,2414,2273,2322,241,224,17
진동면          ,13342,6809,6533,13146,6706,6440,5492,196,103,93
진북면          ,4333,2456,1877,3861,2048,1813,1818,472,408,64
진전면          ,4366,2187,2179,4267,2118,2149,2205,99,69,30
현동            ,13634,6842,6792,13523,6768,6755,5172,111,74,37
가포동          ,914,488,426,872,453,419,422,42,35,7
월영동          ,32018,15906,16112,31627,15731,15896,11831,391,175,216
문화동          ,12384,6140,6244,12258,6082,6176,5650,126,58,68
반월중앙동      ,16605,8102,8503,16525,8077,8448,6757,80,25,55
완월동          ,10500,5135,5365,10456,5124,5332,4231,44,11,33
자산동          ,12196,5987,6209,12161,5980,6181,5049,35,7,28
교방동          ,9278,4611,4667,9256,4606,4650,3672,22,5,17
노산동          ,6760,3363,3397,6726,3355,3371,3055,34,8,26
오동동          ,21315,10561,10754,21163,10505,10658,10317,152,56,96
합포동          ,7908,4032,3876,7872,4019,3853,3836,36,13,23
산호동          ,13563,6728,6835,13441,6680,6761,6267,122,48,74
마산회원구,203939,103010,100929,201749,101756,99993,81448,2190,1254,936
내서읍          ,70370,35449,34921,69948,35199,34749,24944,422,250,172
회원1동         ,12059,6031,6028,11997,6014,5983,5536,62,17,45
회원2동         ,9103,4585,4518,9073,4577,4496,3925,30,8,22
석전동          ,15002,7527,7475,14866,7479,7387,6568,136,48,88
회성동          ,7341,3770,3571,7289,3756,3533,3335,52,14,38
양덕1동         ,12521,6250,6271,12386,6174,6212,5544,135,76,59
양덕2동         ,34657,17406,17251,34466,17289,17177,12327,191,117,74
합성1동         ,7364,3774,3590,7301,3752,3549,3582,63,22,41
합성2동         ,9344,4640,4704,9169,4561,4608,4602,175,79,96
구암1동         ,10602,5339,5263,10524,5318,5206,4598,78,21,57
구암2동         ,10867,5464,5403,10708,5401,5307,4432,159,63,96
봉암동          ,4709,2775,1934,4022,2236,1786,2055,687,539,148
진해구,194134,99543,94591,190907,97495,93412,76023,3227,2048,1179
중앙동          ,8590,4435,4155,8561,4421,4140,3078,29,14,15
태평동          ,6463,3317,3146,6416,3286,3130,2775,47,31,16
충무동          ,4056,2035,2021,4031,2026,2005,1969,25,9,16
여좌동          ,10122,5046,5076,10041,5019,5022,4634,81,27,54
태백동          ,6028,3051,2977,6004,3046,2958,2897,24,5,19
경화동          ,11447,5791,5656,11391,5771,5620,4459,56,20,36
병암동          ,8214,4086,4128,8178,4075,4103,3407,36,11,25
석동            ,18357,9346,9011,18205,9261,8944,6591,152,85,67
이동            ,9948,5174,4774,9819,5119,4700,4743,129,55,74
자은동          ,19165,9562,9603,19083,9538,9545,6960,82,24,58
덕산동          ,11174,5486,5688,11120,5463,5657,4209,54,23,31
풍호동          ,26885,13478,13407,26811,13447,13364,8998,74,31,43
웅천동          ,7513,3991,3522,7162,3675,3487,3204,351,316,35
웅동1동         ,7791,4290,3501,7047,3588,3459,2684,744,702,42
웅동2동         ,38381,20455,17926,37038,19760,17278,15415,1343,695,648
"   * 마산합포구 오동동 : 오동동+성호동+동서동(2017.1.1.통합) 
   * 마산합포구 반월중앙동 : 반월동+중앙동(2017.1.1.통합)
   * 마산회원구 석전동 : 석전1동+석전2동(2017.1.1.통합)",,,,,,,,,,
