Unnamed: 0,Unnamed: 1,2025년 4월말 인구 현황,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
【창원시】,,,,,,,,,,,,,,,,"(단위: 세대, 명)"
"읍 면
동 별",인        구,,,"한  국  인
(주민등록인구)",,,,외국인 총계,,,"외 국 인
(출입국관리소 등록신고)",,,국내거소신고 외국인국적동포,,
,소계,남,여,소계,남,여,세대수,소계,남,여,소계,남,여,소계,남,여
합  계,1017524,517653,499871,995575,503982,491593,460941,21949,13671,8278,18543,11907,6636,3406,1764,1642
의창구,214046,109188,104858,209676,106679,102997,97806,4370,2509,1861,3726,2186,1540,644,323,321
동읍,18564,9479,9085,18329,9349,8980,9077,235,130,105,217,120,97,18,10,8
북면,44510,22347,22163,44202,22210,21992,17611,308,137,171,268,121,147,40,16,24
대산면,7140,3798,3342,6634,3379,3255,3671,506,419,87,494,412,82,12,7,5
의창동,48336,24246,24090,48002,24111,23891,21112,334,135,199,269,105,164,65,30,35
팔룡동,25580,13213,12367,24634,12553,12081,11188,946,660,286,880,638,242,66,22,44
명곡동,39865,20170,19695,38772,19600,19172,18234,1093,570,523,827,422,405,266,148,118
봉림동,30051,15935,14116,29103,15477,13626,16913,948,458,490,771,368,403,177,90,87
성산구,248598,127679,120919,243195,124157,119038,107678,5403,3522,1881,4502,3042,1460,901,480,421
반송동,39110,19662,19448,38732,19464,19268,15542,378,198,180,254,133,121,124,65,59
용지동,26399,13297,13102,25952,13075,12877,12154,447,222,225,339,165,174,108,57,51
중앙동,39452,21570,17882,37441,20301,17140,19890,2011,1269,742,1621,1053,568,390,216,174
상남동,26369,13134,13235,26117,13028,13089,10828,252,106,146,182,72,110,70,34,36
사파동,44358,22021,22337,43996,21862,22134,19669,362,159,203,300,130,170,62,29,33
가음정동,37568,18980,18588,37152,18739,18413,15558,416,241,175,356,209,147,60,32,28
성주동,27421,14459,12962,26839,14009,12830,10695,582,450,132,529,425,104,53,25,28
웅남동,7921,4556,3365,6966,3679,3287,3342,955,877,78,921,855,66,34,22,12
마산합포구,179882,89452,90430,176943,87645,89298,86421,2939,1807,1132,2628,1660,968,311,147,164
구산면,4123,2210,1913,3919,2022,1897,2307,204,188,16,199,186,13,5,2,3
진동면,11772,6049,5723,11477,5864,5613,5522,295,185,110,266,167,99,29,18,11
진북면,3537,2048,1489,3064,1623,1441,1800,473,425,48,463,418,45,10,7,3
진전면,3787,1930,1857,3620,1805,1815,2163,167,125,42,160,122,38,7,3,4
현동,13566,6708,6858,13461,6650,6811,5682,105,58,47,91,52,39,14,6,8
가포동,5236,2679,2557,5173,2638,2535,2698,63,41,22,48,36,12,15,5,10
월영동,41421,20433,20988,40706,20059,20647,17046,715,374,341,653,351,302,62,23,39
문화동,10882,5469,5413,10716,5386,5330,6086,166,83,83,135,65,70,31,18,13
반월중앙동,13165,6298,6867,13106,6284,6822,6196,59,14,45,43,8,35,16,6,10
완월동,8314,4019,4295,8262,3998,4264,3976,52,21,31,40,13,27,12,8,4
자산동,8880,4282,4598,8848,4275,4573,4357,32,7,25,23,4,19,9,3,6
교방동,18896,9295,9601,18818,9274,9544,8559,78,21,57,68,18,50,10,3,7
오동동,18248,9067,9181,18022,8948,9074,10407,226,119,107,182,95,87,44,24,20
합포동,6606,3312,3294,6519,3265,3254,3566,87,47,40,72,41,31,15,6,9
산호동,11449,5653,5796,11232,5554,5678,6056,217,99,118,185,84,101,32,15,17
마산회원구,181920,91015,90905,178704,89129,89575,83355,3216,1886,1330,2756,1638,1118,460,248,212
내서읍,59269,29761,29508,58567,29373,29194,25117,702,388,314,627,349,278,75,39,36
회원1동,9439,4616,4823,9382,4598,4784,5056,57,18,39,40,11,29,17,7,10
회원2동,9459,4629,4830,9409,4612,4797,4454,50,17,33,38,12,26,12,5,7
석전동,15760,7801,7959,15608,7733,7875,7673,152,68,84,109,45,64,43,23,20
회성동,5160,2607,2553,5101,2580,2521,2794,59,27,32,36,11,25,23,16,7
양덕1동,10289,5121,5168,10118,5050,5068,5361,171,71,100,136,54,82,35,17,18
양덕2동,34376,16951,17425,34151,16829,17322,13560,225,122,103,169,100,69,56,22,34
합성1동,8591,4346,4245,8510,4312,4198,4404,81,34,47,66,27,39,15,7,8
합성2동,8855,4424,4431,8470,4230,4240,4700,385,194,191,355,176,179,30,18,12
구암1동,8075,4008,4067,7978,3973,4005,4184,97,35,62,79,26,53,18,9,9
구암2동,8923,4477,4446,8634,4303,4331,4352,289,174,115,226,140,86,63,34,29
봉암동,3724,2274,1450,2776,1536,1240,1700,948,738,210,875,687,188,73,51,22
진해구,193078,100319,92759,187057,96372,90685,85681,6021,3947,2074,4931,3381,1550,1090,566,524
충무동,15557,8051,7506,15257,7892,7365,7520,300,159,141,267,151,116,33,8,25
