Unnamed: 0,Unnamed: 1,2025년 3월말 인구 현황,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
【창원시】,,,,,,,,,,,,,,,,"(단위: 세대, 명)"
"읍 면
동 별",인        구,,,"한  국  인
(주민등록인구)",,,,외국인 총계,,,"외 국 인
(출입국관리소 등록신고)",,,국내거소신고 외국인국적동포,,
,소계,남,여,소계,남,여,세대수,소계,남,여,소계,남,여,소계,남,여
합  계,1018209,518017,500192,996295,504379,491916,460732,21914,13638,8276,18527,11874,6653,3387,1764,1623
의창구,214101,109174,104927,209746,106681,103065,97720,4355,2493,1862,3710,2167,1543,645,326,319
동읍,18499,9444,9055,18275,9322,8953,9044,224,122,102,206,112,94,18,10,8
북면,44391,22260,22131,44083,22121,21962,17542,308,139,169,269,123,146,39,16,23
대산면,7144,3796,3348,6638,3377,3261,3665,506,419,87,494,412,82,12,7,5
의창동,48492,24345,24147,48142,24199,23943,21160,350,146,204,280,113,167,70,33,37
팔룡동,25559,13202,12357,24630,12556,12074,11176,929,646,283,860,622,238,69,24,45
명곡동,39903,20173,19730,38826,19613,19213,18196,1077,560,517,816,413,403,261,147,114
봉림동,30113,15954,14159,29152,15493,13659,16937,961,461,500,785,372,413,176,89,87
성산구,248755,127767,120988,243344,124241,119103,107667,5411,3526,1885,4518,3046,1472,893,480,413
반송동,39138,19678,19460,38768,19484,19284,15540,370,194,176,249,129,120,121,65,56
용지동,26410,13312,13098,25965,13089,12876,12148,445,223,222,337,166,171,108,57,51
중앙동,39563,21621,17942,37532,20346,17186,19937,2031,1275,756,1643,1058,585,388,217,171
상남동,26395,13137,13258,26142,13028,13114,10834,253,109,144,184,75,109,69,34,35
사파동,44417,22064,22353,44050,21907,22143,19681,367,157,210,304,129,175,63,28,35
가음정동,37623,19012,18611,37198,18763,18435,15563,425,249,176,362,215,147,63,34,29
성주동,27275,14378,12897,26703,13932,12771,10623,572,446,126,525,423,102,47,23,24
웅남동,7934,4565,3369,6986,3692,3294,3341,948,873,75,914,851,63,34,22,12
마산합포구,180153,89640,90513,177173,87806,89367,86434,2980,1834,1146,2673,1688,985,307,146,161
구산면,4139,2220,1919,3931,2028,1903,2309,208,192,16,203,190,13,5,2,3
진동면,11776,6044,5732,11485,5862,5623,5517,291,182,109,263,165,98,28,17,11
진북면,3555,2063,1492,3077,1631,1446,1803,478,432,46,468,425,43,10,7,3
진전면,3788,1930,1858,3619,1804,1815,2159,169,126,43,162,123,39,7,3,4
현동,13588,6729,6859,13482,6671,6811,5689,106,58,48,92,52,40,14,6,8
가포동,5226,2673,2553,5162,2631,2531,2684,64,42,22,49,37,12,15,5,10
월영동,41427,20454,20973,40682,20065,20617,17027,745,389,356,683,366,317,62,23,39
문화동,10915,5473,5442,10742,5390,5352,6096,173,83,90,142,65,77,31,18,13
반월중앙동,13191,6322,6869,13132,6308,6824,6191,59,14,45,43,8,35,16,6,10
완월동,8332,4030,4302,8281,4009,4272,3974,51,21,30,42,14,28,9,7,2
자산동,8903,4305,4598,8872,4298,4574,4360,31,7,24,22,4,18,9,3,6
교방동,18924,9318,9606,18849,9298,9551,8555,75,20,55,66,17,49,9,3,6
오동동,18285,9087,9198,18058,8967,9091,10426,227,120,107,183,96,87,44,24,20
합포동,6622,3316,3306,6535,3269,3266,3571,87,47,40,72,41,31,15,6,9
산호동,11482,5676,5806,11266,5575,5691,6073,216,101,115,183,85,98,33,16,17
마산회원구,181956,91028,90928,178734,89138,89596,83248,3222,1890,1332,2760,1638,1122,462,252,210
내서읍,59303,29781,29522,58603,29395,29208,25093,700,386,314,626,348,278,74,38,36
회원1동,9481,4632,4849,9420,4614,4806,5066,61,18,43,44,11,33,17,7,10
회원2동,9492,4650,4842,9443,4633,4810,4458,49,17,32,37,12,25,12,5,7
석전동,15799,7815,7984,15644,7744,7900,7674,155,71,84,111,46,65,44,25,19
회성동,5177,2613,2564,5118,2586,2532,2798,59,27,32,36,11,25,23,16,7
양덕1동,10282,5113,5169,10115,5046,5069,5359,167,67,100,133,51,82,34,16,18
양덕2동,34194,16854,17340,33963,16728,17235,13454,231,126,105,172,101,71,59,25,34
합성1동,8608,4358,4250,8527,4324,4203,4411,81,34,47,66,27,39,15,7,8
합성2동,8847,4422,4425,8464,4229,4235,4690,383,193,190,353,175,178,30,18,12
구암1동,8088,4016,4072,7994,3984,4010,4194,94,32,62,76,23,53,18,9,9
구암2동,8955,4490,4465,8667,4315,4352,4351,288,175,113,227,141,86,61,34,27
봉암동,3730,2284,1446,2776,1540,1236,1700,954,744,210,879,692,187,75,52,23
진해구,193244,100408,92836,187298,96513,90785,85663,5946,3895,2051,4866,3335,1531,1080,560,520
충무동,15582,8058,7524,15287,7903,7384,7518,295,155,140,264,149,115,31,6,25
