Unnamed: 0,Unnamed: 1,2022년 7월말 인구 현황,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
【창원시】,,,,,,,,,,"            (단위 : 세대, 명)"
"읍 면
동 별",인        구,,,"한  국  인
(주민등록인구)",,,,"외  국  인
(출입국관리소 등록신고)",,
,소계,남,여,소계,남,여,세대수,소계,남,여
합  계,1039398,527596,511802,1026057,519679,506378,456263,13341,7917,5424
의창구,219637,112138,107499,216412,110212,106200,96518,3225,1926,1299
동읍            ,19756,10116,9640,19596,10027,9569,9165,160,89,71
북면            ,43222,21760,21462,43008,21660,21348,16596,214,100,114
대산면          ,7380,3831,3549,7069,3567,3502,3705,311,264,47
의창동          ,50329,25440,24889,50091,25365,24726,21309,238,75,163
팔룡동          ,26422,13651,12771,25705,13111,12594,11113,717,540,177
명곡동          ,41819,21399,20420,40884,20802,20082,18349,935,597,338
봉림동          ,30709,15941,14768,30059,15680,14379,16281,650,261,389
성산구,253211,129550,123661,249886,127460,122426,106447,3325,2090,1235
반송동          ,40623,20421,20202,40405,20319,20086,15515,218,102,116
중앙동          ,35669,19330,16339,34549,18656,15893,18294,1120,674,446
용지동          ,28850,14487,14363,28568,14367,14201,13100,282,120,162
상남동          ,27414,13739,13675,27233,13668,13565,10741,181,71,110
사파동          ,46308,22979,23329,46067,22891,23176,19561,241,88,153
가음정동        ,39960,20274,19686,39666,20112,19554,16017,294,162,132
성주동          ,26159,13707,12452,25836,13452,12384,9762,323,255,68
웅남동          ,8228,4613,3615,7562,3995,3567,3457,666,618,48
마산합포구,182512,90894,91618,180611,89785,90826,84915,1901,1109,792
구산면          ,4350,2335,2015,4165,2162,2003,2351,185,173,12
진동면          ,12170,6250,5920,11992,6164,5828,5530,178,86,92
진북면          ,3660,2080,1580,3352,1802,1550,1761,308,278,30
진전면          ,3905,1951,1954,3827,1893,1934,2203,78,58,20
현동            ,14070,7003,7067,13967,6936,7031,5689,103,67,36
가포동          ,1905,973,932,1865,941,924,1118,40,32,8
월영동          ,42759,21201,21558,42378,21024,21354,17067,381,177,204
문화동          ,11269,5602,5667,11092,5511,5581,5975,177,91,86
반월중앙동      ,14254,6895,7359,14196,6879,7317,6432,58,16,42
완월동          ,8982,4347,4635,8945,4338,4607,4095,37,9,28
자산동          ,10134,4961,5173,10105,4955,5150,4787,29,6,23
오동동          ,19381,9588,9793,19260,9533,9727,10636,121,55,66
교방동          ,16203,8013,8190,16152,8004,8148,7315,51,9,42
합포동          ,7228,3638,3590,7190,3624,3566,3777,38,14,24
산호동          ,12242,6057,6185,12125,6019,6106,6179,117,38,79
마산회원구,186808,93482,93326,184876,92449,92427,82775,1932,1033,899
내서읍          ,63167,31695,31472,62728,31475,31253,25212,439,220,219
회원1동         ,10159,4998,5161,10112,4989,5123,5191,47,9,38
회원2동         ,10050,4952,5098,10008,4942,5066,4602,42,10,32
석전동          ,16758,8314,8444,16662,8276,8386,7881,96,38,58
회성동          ,5933,3001,2932,5905,2996,2909,3077,28,5,23
양덕1동         ,10963,5484,5479,10872,5449,5423,5506,91,35,56
양덕2동         ,30917,15198,15719,30812,15133,15679,11892,105,65,40
합성1동         ,9217,4678,4539,9158,4655,4503,4559,59,23,36
합성2동         ,7707,3844,3863,7437,3722,3715,4215,270,122,148
구암1동         ,8843,4412,4431,8760,4387,4373,4366,83,25,58
구암2동         ,9389,4712,4677,9257,4646,4611,4427,132,66,66
봉암동          ,3705,2194,1511,3165,1779,1386,1847,540,415,125
진해구,197230,101532,95698,194272,99773,94499,85608,2958,1759,1199
충무동          ,16722,8685,8037,16599,8606,7993,7804,123,79,44
여좌동          ,8532,4216,4316,8440,4178,4262,4396,92,38,54
태백동          ,3805,1905,1900,3790,1900,1890,2009,15,5,10
경화동          ,11052,5593,5459,10997,5566,5431,4643,55,27,28
병암동          ,7394,3649,3745,7357,3637,3720,3426,37,12,25
석동            ,17505,8999,8506,17395,8948,8447,7231,110,51,59
이동            ,8605,4557,4048,8522,4522,4000,4755,83,35,48
자은동          ,21140,10522,10618,21036,10496,10540,8862,104,26,78
덕산동          ,10058,4954,5104,10018,4940,5078,4191,40,14,26
풍호동          ,25474,12716,12758,25402,12683,12719,9171,72,33,39
웅천동          ,13184,6754,6430,12975,6587,6388,5411,209,167,42
웅동1동         ,8231,4441,3790,7674,3927,3747,3486,557,514,43
웅동2동         ,45528,24541,20987,44067,23783,20284,20223,1461,758,703
,,,,,,,,,,
※ 의창구-성산구 행정구역 조정(2021. 7. 1.시행),,,,,,,,,,
- 의창구 퇴촌동(법정동) 일부 → 성산구 반송동,,,,,,,,,,
- 의창구 대원동·두대동·삼동동·덕정동(법정동) →  성산구 중앙동,,,,,,,,,,
- 의창구 용지동(행정동) → 성산구 용지동(행정동),,,,,,,,,,
