Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
,,2017년 6월말 주민등록인구 및 외국인 현황,,,,,,,,
,,,,,,,,,,
【창원시】,,,,,,,,,,"            (단위 : 세대, 명)"
"읍 면
동 별",인        구,,,"한  국  인
(주민등록인구)",,,,"외  국  인
(출입국관리소 등록신고)",,
,소계,남,여,소계,남,여,세대수,소계,남,여
합  계,1074236,547309,526927,1058483,537059,521424,418438,15753,10250,5503
의창구,255625,130686,124939,251759,128279,123480,100124,3866,2407,1459
동읍            ,23028,11676,11352,22789,11537,11252,8913,239,139,100
북면            ,33695,17113,16582,33497,17004,16493,12203,198,109,89
대산면          ,7551,3947,3604,7165,3624,3541,3357,386,323,63
의창동          ,37381,19027,18354,37005,18825,18180,15076,376,202,174
팔룡동          ,38593,20160,18433,37346,19165,18181,13659,1247,995,252
명곡동          ,50724,25646,25078,50149,25391,24758,19173,575,255,320
봉림동          ,35704,18550,17154,35140,18298,16842,16033,564,252,312
용지동          ,28949,14567,14382,28668,14435,14233,11710,281,132,149
성산구,233198,120253,112945,228961,117127,111834,83748,4237,3126,1111
반송동          ,46738,23617,23121,46465,23491,22974,15764,273,126,147
중앙동          ,25612,13800,11812,24589,13207,11382,12402,1023,593,430
상남동          ,31281,15910,15371,30928,15670,15258,10496,353,240,113
사파동          ,51930,26066,25864,51656,25950,25706,18754,274,116,158
가음정동        ,39094,19974,19120,38777,19784,18993,13665,317,190,127
성주동          ,28084,14824,13260,27400,14213,13187,9009,684,611,73
웅남동          ,10459,6062,4397,9146,4812,4334,3658,1313,1250,63
마산합포구,183983,92050,91933,181878,90800,91078,77278,2105,1250,855
구산면          ,4975,2659,2316,4749,2448,2301,2337,226,211,15
진동면          ,13472,6920,6552,13266,6803,6463,5447,206,117,89
진북면          ,4406,2486,1920,3936,2083,1853,1829,470,403,67
진전면          ,4415,2220,2195,4286,2129,2157,2206,129,91,38
현동            ,12475,6277,6198,12372,6211,6161,4756,103,66,37
가포동          ,994,522,472,954,491,463,461,40,31,9
월영동          ,30321,15038,15283,30053,14925,15128,11162,268,113,155
문화동          ,12520,6215,6305,12377,6156,6221,5620,143,59,84
반월중앙동      ,17038,8339,8699,16962,8317,8645,6801,76,22,54
완월동          ,10782,5246,5536,10742,5235,5507,4307,40,11,29
자산동          ,12577,6187,6390,12544,6179,6365,5075,33,8,25
교방동          ,9714,4851,4863,9695,4847,4848,3813,19,4,15
노산동          ,7054,3520,3534,7017,3510,3507,3143,37,10,27
오동동          ,21658,10748,10910,21499,10701,10798,10267,159,47,112
합포동          ,8102,4126,3976,8066,4115,3951,3867,36,11,25
산호동          ,13480,6696,6784,13360,6650,6710,6187,120,46,74
마산회원구,209529,105880,103649,207232,104550,102682,82848,2297,1330,967
내서읍          ,71145,35824,35321,70680,35544,35136,24839,465,280,185
회원1동         ,12292,6142,6150,12232,6125,6107,5610,60,17,43
회원2동         ,11140,5605,5535,11105,5592,5513,4833,35,13,22
석전동          ,15328,7691,7637,15194,7648,7546,6601,134,43,91
회성동          ,7549,3871,3678,7499,3857,3642,3403,50,14,36
양덕1동         ,12674,6331,6343,12525,6238,6287,5530,149,93,56
양덕2동         ,35317,17737,17546,35095,17644,17451,12470,222,127,95
합성1동         ,7516,3959,3707,7444,3832,3612,3635,72,29,43
합성2동         ,9957,4887,4940,9755,4858,4897,4794,202,90,112
구암1동         ,10785,5525,5387,10710,5435,5275,4639,75,20,55
구암2동         ,11057,5528,5453,10906,5508,5398,4429,151,67,84
봉암동          ,4769,2336,1902,4087,2269,1818,2065,682,537,145
진해구,191901,98440,93461,188653,96303,92350,74440,3248,2137,1111
중앙동          ,8843,4586,4257,8812,4571,4241,3134,31,15,16
태평동          ,6588,3392,3196,6548,3366,3182,2790,40,26,14
충무동          ,4249,2128,2121,4216,2115,2101,2011,33,13,20
여좌동          ,10545,5230,5315,10468,5200,5268,4758,77,30,47
태백동          ,6218,3139,3079,6192,3132,3060,2942,26,7,19
경화동          ,11588,5868,5720,11535,5850,5685,4500,53,18,35
병암동          ,8463,4202,4261,8431,4195,4236,3460,32,7,25
석동            ,18717,9496,9221,18593,9432,9161,6698,124,64,60
이동            ,10425,5397,5028,10279,5330,4949,4817,146,67,79
자은동          ,17766,8901,8865,17683,8878,8805,6448,83,23,60
덕산동          ,11605,5706,5899,11562,5690,5872,4256,43,16,27
풍호동          ,27137,13625,13512,27061,13599,13462,9049,76,26,50
웅천동          ,5230,2929,2301,4771,2491,2280,2294,459,438,21
웅동1동         ,8032,4405,3627,7283,3697,3586,2746,749,708,41
웅동2동         ,36495,19436,17059,35219,18757,16462,14537,1276,679,597
"   * 마산합포구 오동동 : 오동동+성호동+동서동(통합) 
   * 마산합포구 반월중앙동 : 반월동+중앙동(통합) 
   * 마산회원구 석전동 : 석전1동+석전2동(통합) ",,,,,,,,,,
