Unnamed: 0,Unnamed: 1,2022년 1월말 인구 현황,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
【창원시】,,,,,,,,,,"            (단위 : 세대, 명)"
"읍 면
동 별",인        구,,,"한  국  인
(주민등록인구)",,,,"외  국  인
(출입국관리소 등록신고)",,
,소계,남,여,소계,남,여,세대수,소계,남,여
합  계,1044774,530335,514439,1031948,522799,509149,452443,12826,7536,5290
의창구,220624,112474,108150,217823,110898,106925,95732,2801,1576,1225
동읍            ,19919,10181,9738,19751,10084,9667,9085,168,97,71
북면            ,43563,21903,21660,43356,21812,21544,16665,207,91,116
대산면          ,7426,3858,3568,7112,3601,3511,3678,314,257,57
의창동          ,50574,25570,25004,50334,25491,24843,21150,240,79,161
팔룡동          ,26622,13780,12842,25903,13241,12662,11017,719,539,180
명곡동          ,41886,21263,20623,41289,20980,20309,18175,597,283,314
봉림동          ,30634,15919,14715,30078,15689,14389,15962,556,230,326
성산구,254676,130323,124353,251315,128187,123128,105176,3361,2136,1225
반송동          ,41173,20740,20433,40954,20638,20316,15459,219,102,117
용지동          ,29645,14866,14779,29368,14743,14625,13290,277,123,154
중앙동          ,35658,19299,16359,34537,18623,15914,17936,1121,676,445
상남동          ,27858,13971,13887,27677,13900,13777,10714,181,71,110
사파동          ,44814,22230,22584,44572,22144,22428,18535,242,86,156
가음정동        ,40538,20558,19980,40255,20402,19853,16020,283,156,127
성주동          ,26505,13908,12597,26172,13646,12526,9719,333,262,71
웅남동          ,8485,4751,3734,7780,4091,3689,3503,705,660,45
마산합포구,183270,91246,92024,181339,90142,91197,84217,1931,1104,827
구산면          ,4383,2349,2034,4198,2177,2021,2326,185,172,13
진동면          ,12299,6315,5984,12119,6226,5893,5537,180,89,91
진북면          ,3697,2081,1616,3388,1810,1578,1762,309,271,38
진전면          ,3932,1962,1970,3847,1901,1946,2192,85,61,24
현동            ,14186,7056,7130,14089,6996,7093,5678,97,60,37
가포동          ,1659,860,799,1624,834,790,996,35,26,9
월영동          ,42767,21216,21551,42372,21033,21339,16840,395,183,212
문화동          ,11162,5525,5637,10970,5428,5542,5771,192,97,95
반월중앙동      ,14477,7015,7462,14419,6998,7421,6457,58,17,41
완월동          ,9026,4358,4668,8987,4349,4638,4062,39,9,30
자산동          ,10307,5050,5257,10278,5044,5234,4804,29,6,23
교방동          ,16177,8017,8160,16121,8007,8114,7249,56,10,46
오동동          ,19484,9626,9858,19371,9582,9789,10592,113,44,69
합포동          ,7366,3720,3646,7332,3708,3624,3820,34,12,22
산호동          ,12348,6096,6252,12224,6049,6175,6131,124,47,77
마산회원구,188384,94477,93907,186598,93517,93081,82428,1786,960,826
내서읍          ,63817,32101,31716,63401,31881,31520,25073,416,220,196
회원1동         ,10174,5014,5160,10131,5005,5126,5161,43,9,34
회원2동         ,10101,4984,5117,10061,4976,5085,4599,40,8,32
석전동          ,16829,8385,8444,16741,8352,8389,7878,88,33,55
회성동          ,6046,3063,2983,6018,3059,2959,3093,28,4,24
양덕1동         ,11047,5537,5510,10966,5505,5461,5449,81,32,49
양덕2동         ,31321,15458,15863,31217,15401,15816,11897,104,57,47
합성1동         ,9307,4738,4569,9259,4717,4542,4546,48,21,27
합성2동         ,7695,3843,3852,7478,3747,3731,4196,217,96,121
구암1동         ,8926,4469,4457,8845,4443,4402,4321,81,26,55
구암2동         ,9427,4708,4719,9302,4650,4652,4376,125,58,67
봉암동          ,3694,2177,1517,3179,1781,1398,1839,515,396,119
진해구,197820,101815,96005,194873,100055,94818,84890,2947,1760,1187
충무동          ,17007,8843,8164,16895,8776,8119,7768,112,67,45
여좌동          ,8544,4216,4328,8455,4180,4275,4369,89,36,53
태백동          ,4092,2059,2033,4077,2054,2023,2164,15,5,10
경화동          ,11132,5641,5491,11074,5614,5460,4617,58,27,31
병암동          ,7455,3671,3784,7419,3659,3760,3416,36,12,24
석동            ,17615,9051,8564,17513,9003,8510,7128,102,48,54
이동            ,8657,4566,4091,8581,4536,4045,4740,76,30,46
자은동          ,21300,10597,10703,21200,10573,10627,8845,100,24,76
덕산동          ,10188,5013,5175,10146,5000,5146,4209,42,13,29
풍호동          ,25631,12820,12811,25561,12792,12769,9128,70,28,42
웅천동          ,13245,6782,6463,13036,6610,6426,5416,209,172,37
웅동1동         ,7709,4191,3518,7132,3660,3472,3192,577,531,46
웅동2동         ,45245,24365,20880,43784,23598,20186,19898,1461,767,694
,,,,,,,,,,
※ 의창구-성산구 행정구역 조정(2021. 7. 1.시행),,,,,,,,,,
- 의창구 퇴촌동(법정동) 일부 → 성산구 반송동,,,,,,,,,,
- 의창구 대원동·두대동·삼동동·덕정동(법정동) →  성산구 중앙동,,,,,,,,,,
- 의창구 용지동(행정동) → 성산구 용지동(행정동),,,,,,,,,,
