Unnamed: 0,Unnamed: 1,2025년 7월말 인구 현황,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
【창원시】,,,,,,,,,,,,,,,,"(단위: 세대, 명)"
"읍 면
동 별",인        구,,,"한  국  인
(주민등록인구)",,,,외국인 총계,,,"외 국 인
(출입국관리소 등록신고)",,,국내거소신고 외국인국적동포,,
,소계,남,여,소계,남,여,세대수,소계,남,여,소계,남,여,소계,남,여
합  계,1016368,517085,499283,994283,503278,491005,461798,22085,13807,8278,18691,12049,6642,3394,1758,1636
의창구,213260,108785,104475,208888,106253,102635,97883,4372,2532,1840,3734,2207,1527,638,325,313
동읍,18608,9524,9084,18370,9387,8983,9148,238,137,101,216,125,91,22,12,10
북면,44723,22467,22256,44418,22327,22091,17741,305,140,165,264,124,140,41,16,25
대산면,7070,3751,3319,6570,3331,3239,3657,500,420,80,487,413,74,13,7,6
의창동,48103,24125,23978,47746,23976,23770,21096,357,149,208,290,117,173,67,32,35
팔룡동,25445,13153,12292,24492,12487,12005,11185,953,666,287,883,641,242,70,25,45
명곡동,39628,20023,19605,38525,19446,19079,18246,1103,577,526,843,429,414,260,148,112
봉림동,29683,15742,13941,28767,15299,13468,16810,916,443,473,751,358,393,165,85,80
성산구,249769,128199,121570,244326,124645,119681,108462,5443,3554,1889,4554,3081,1473,889,473,416
반송동,38839,19509,19330,38449,19308,19141,15494,390,201,189,269,139,130,121,62,59
용지동,26116,13159,12957,25668,12939,12729,12085,448,220,228,342,168,174,106,52,54
중앙동,40406,22104,18302,38394,20818,17576,20254,2012,1286,726,1629,1070,559,383,216,167
상남동,26238,13044,13194,25972,12932,13040,10825,266,112,154,197,77,120,69,35,34
사파동,43951,21812,22139,43581,21647,21934,19588,370,165,205,305,136,169,65,29,36
가음정동,39095,19704,19391,38652,19436,19216,16197,443,268,175,383,236,147,60,32,28
성주동,27350,14424,12926,26743,13951,12792,10721,607,473,134,556,448,108,51,25,26
웅남동,7774,4443,3331,6867,3614,3253,3298,907,829,78,873,807,66,34,22,12
마산합포구,179400,89229,90171,176470,87438,89032,86426,2930,1791,1139,2615,1641,974,315,150,165
구산면,4095,2193,1902,3887,2002,1885,2299,208,191,17,203,189,14,5,2,3
진동면,11744,6056,5688,11420,5844,5576,5522,324,212,112,296,194,102,28,18,10
진북면,3509,2029,1480,3054,1620,1434,1807,455,409,46,445,401,44,10,8,2
진전면,3788,1918,1870,3632,1807,1825,2170,156,111,45,149,108,41,7,3,4
현동,13557,6704,6853,13446,6640,6806,5689,111,64,47,97,58,39,14,6,8
가포동,5302,2708,2594,5237,2667,2570,2712,65,41,24,50,38,12,15,3,12
월영동,41373,20403,20970,40679,20044,20635,17089,694,359,335,631,338,293,63,21,42
문화동,10838,5430,5408,10668,5345,5323,6074,170,85,85,134,64,70,36,21,15
반월중앙동,13118,6297,6821,13060,6287,6773,6194,58,10,48,43,5,38,15,5,10
완월동,8284,4004,4280,8234,3984,4250,3985,50,20,30,37,11,26,13,9,4
자산동,8826,4260,4566,8794,4252,4542,4351,32,8,24,23,5,18,9,3,6
교방동,18894,9291,9603,18806,9265,9541,8561,88,26,62,77,22,55,11,4,7
오동동,18146,9040,9106,17935,8931,9004,10382,211,109,102,167,84,83,44,25,19
합포동,6523,3261,3262,6445,3220,3225,3541,78,41,37,65,35,30,13,6,7
산호동,11403,5635,5768,11173,5530,5643,6050,230,105,125,198,89,109,32,16,16
마산회원구,181466,90722,90744,178275,88833,89442,83382,3191,1889,1302,2734,1645,1089,457,244,213
내서읍,58970,29592,29378,58292,29210,29082,25097,678,382,296,600,343,257,78,39,39
회원1동,9408,4609,4799,9356,4591,4765,5059,52,18,34,38,11,27,14,7,7
회원2동,9415,4609,4806,9365,4592,4773,4455,50,17,33,39,12,27,11,5,6
석전동,15673,7753,7920,15515,7680,7835,7672,158,73,85,112,48,64,46,25,21
회성동,5149,2603,2546,5088,2576,2512,2785,61,27,34,39,12,27,22,15,7
양덕1동,10255,5112,5143,10089,5047,5042,5367,166,65,101,136,50,86,30,15,15
양덕2동,34529,17001,17528,34298,16875,17423,13643,231,126,105,174,104,70,57,22,35
합성1동,8598,4326,4272,8510,4289,4221,4394,88,37,51,69,29,40,19,8,11
합성2동,8844,4422,4422,8464,4229,4235,4691,380,193,187,350,176,174,30,17,13
구암1동,8028,3983,4045,7931,3947,3984,4167,97,36,61,79,27,52,18,9,9
구암2동,8881,4441,4440,8598,4270,4328,4353,283,171,112,224,140,84,59,31,28
봉암동,3716,2271,1445,2769,1527,1242,1699,947,744,203,874,693,181,73,51,22
진해구,192473,100150,92323,186324,96109,90215,85645,6149,4041,2108,5054,3475,1579,1095,566,529
충무동,15530,8069,7461,15228,7906,7322,7551,302,163,139,270,154,116,32,9,23
