Unnamed: 0,Unnamed: 1,2025년 7월말 인구 현황,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
여좌동,7816,3866,3950,7705,3819,3886,4198,111,47,64,88,38,50,23,9,14
태백동,3396,1696,1700,3381,1692,1689,1853,15,4,11,8,2,6,7,2,5
경화동,10288,5188,5100,10196,5140,5056,4462,92,48,44,63,36,27,29,12,17
병암동,6857,3379,3478,6799,3338,3461,3359,58,41,17,48,36,12,10,5,5
석동,17047,8805,8242,16795,8658,8137,7312,252,147,105,195,121,74,57,26,31
이동,8342,4476,3866,8194,4392,3802,4836,148,84,64,104,60,44,44,24,20
자은동,20056,10037,10019,19907,9980,9927,8838,149,57,92,110,41,69,39,16,23
덕산동,9087,4462,4625,9036,4443,4593,4073,51,19,32,39,15,24,12,4,8
풍호동,24698,12287,12411,24585,12230,12355,9155,113,57,56,92,48,44,21,9,12
웅천동,14423,7489,6934,13843,6984,6859,5820,580,505,75,547,490,57,33,15,18
웅동1동,8311,4568,3743,7563,3888,3675,3578,748,680,68,725,661,64,23,19,4
웅동2동,46622,25828,20794,43092,23639,19453,20610,3530,2189,1341,2765,1773,992,765,416,349
,,,,,,,,,,,,,,,,
※ 의창구-성산구 행정구역 조정(2021. 7. 1.시행) ,,,,,,,,,,,,,,,,
- 의창구 퇴촌동(법정동) 일부 → 성산구 반송동,,,,,,,,,,,,,,,,
- 의창구 대원동·두대동·삼동동·덕정동(법정동) →  성산구 중앙동,,,,,,,,,,,,,,,,
- 의창구 용지동(행정동) → 성산구 용지동(행정동),,,,,,,,,,,,,,,,
