Unnamed: 0,Unnamed: 1,2019년 3월말 주민등록인구 현황,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
【창원시】,,,,,,,,,,"            (단위 : 세대, 명)"
"읍 면
동 별",인        구,,,"한  국  인
(주민등록인구)",,,,"외  국  인
(출입국관리소 등록신고)",,
,소계,남,여,소계,남,여,세대수,소계,남,여
합  계,1066491,542399,524092,1051118,532841,518277,427783,15373,9558,5815
의창구,257976,131645,126331,254162,129417,124745,103830,3814,2228,1586
동읍            ,21519,10957,10562,21299,10832,10467,8726,220,125,95
북면            ,42518,21510,21008,42272,21385,20887,15669,246,125,121
대산면          ,7812,4084,3728,7456,3779,3677,3648,356,305,51
의창동          ,34924,17734,17190,34650,17620,17030,14686,274,114,160
팔룡동          ,39095,20311,18784,37988,19456,18532,14376,1107,855,252
명곡동          ,47011,23864,23147,46350,23572,22778,18394,661,292,369
봉림동          ,32745,16948,15797,32134,16681,15453,15178,611,267,344
용지동          ,32352,16237,16115,32013,16092,15921,13153,339,145,194
성산구,229166,117842,111324,225270,115075,110195,85617,3896,2767,1129
반송동          ,44256,22333,21923,43986,22215,21771,15407,270,118,152
중앙동          ,24918,13550,11368,23894,12933,10961,12870,1024,617,407
상남동          ,29765,15037,14728,29558,14946,14612,10473,207,91,116
사파동          ,48843,24399,24444,48545,24268,24277,18269,298,131,167
가음정동        ,43798,22320,21478,43354,22039,21315,15708,444,281,163
성주동          ,28011,14738,13273,27450,14251,13199,9428,561,487,74
웅남동          ,9575,5465,4110,8483,4423,4060,3462,1092,1042,50
마산합포구,182536,91115,91421,180252,89787,90465,78555,2284,1328,956
구산면          ,4790,2578,2212,4536,2340,2196,2331,254,238,16
진동면          ,13168,6774,6394,12969,6668,6301,5478,199,106,93
진북면          ,4230,2392,1838,3794,2023,1771,1806,436,369,67
진전면          ,4281,2169,2112,4171,2086,2085,2212,110,83,27
현동            ,14643,7342,7301,14521,7268,7253,5576,122,74,48
가포동          ,713,376,337,676,343,333,345,37,33,4
월영동          ,32716,16192,16524,32246,15989,16257,12215,470,203,267
문화동          ,12227,6055,6172,12117,6002,6115,5686,110,53,57
반월중앙동      ,16135,7854,8281,16056,7832,8224,6703,79,22,57
완월동          ,10063,4911,5152,10022,4900,5122,4164,41,11,30
자산동          ,11896,5844,6052,11863,5838,6025,5038,33,6,27
교방동          ,8942,4425,4517,8920,4421,4499,3568,22,4,18
노산동          ,6516,3217,3299,6480,3209,3271,2980,36,8,28
오동동          ,20940,10389,10551,20786,10333,10453,10343,154,56,98
합포동          ,7564,3838,3726,7515,3822,3693,3714,49,16,33
산호동          ,13712,6759,6953,13580,6713,6867,6396,132,46,86
마산회원구,200009,100872,99137,197887,99643,98244,81166,2122,1229,893
내서읍          ,68995,34773,34222,68552,34510,34042,24947,443,263,180
회원1동         ,11619,5787,5832,11556,5768,5788,5412,63,19,44
회원2동         ,8224,4145,4079,8199,4138,4061,3597,25,7,18
석전동          ,14422,7216,7206,14291,7164,7127,6453,131,52,79
회성동          ,7005,3591,3414,6966,3584,3382,3275,39,7,32
양덕1동         ,12292,6166,6126,12183,6105,6078,5586,109,61,48
양덕2동         ,33686,16840,16846,33547,16749,16798,11990,139,91,48
합성1동         ,9894,5037,4857,9834,5014,4820,4556,60,23,37
합성2동         ,8781,4378,4403,8567,4283,4284,4397,214,95,119
구암1동         ,10113,5064,5049,10036,5040,4996,4488,77,24,53
구암2동         ,10506,5249,5257,10358,5183,5175,4489,148,66,82
봉암동          ,4472,2626,1846,3798,2105,1693,1976,674,521,153
진해구,196804,100925,95879,193547,98919,94628,78615,3257,2006,1251
중앙동          ,8205,4270,3935,8181,4261,3920,3071,24,9,15
태평동          ,6247,3203,3044,6199,3168,3031,2767,48,35,13
충무동          ,3852,1939,1913,3829,1932,1897,1898,23,7,16
여좌동          ,9470,4720,4750,9372,4681,4691,4483,98,39,59
태백동          ,5641,2841,2800,5618,2835,2783,2790,23,6,17
경화동          ,11614,5890,5724,11548,5866,5682,4590,66,24,42
병암동          ,7985,3939,4046,7950,3930,4020,3358,35,9,26
석동            ,17889,9140,8749,17752,9067,8685,6583,137,73,64
이동            ,9222,4830,4392,9107,4783,4324,4502,115,47,68
자은동          ,21657,10762,10895,21562,10740,10822,8323,95,22,73
덕산동          ,10632,5230,5402,10588,5211,5377,4074,44,19,25
풍호동          ,26697,13327,13370,26612,13286,13326,9028,85,41,44
웅천동          ,11131,5779,5352,10802,5490,5312,4490,329,289,40
웅동1동         ,7529,4178,3351,6783,3480,3303,2689,746,698,48
웅동2동         ,39033,20877,18156,37644,20189,17455,15969,1389,688,701
"   * 마산합포구 오동동 : 오동동+성호동+동서동(2017.1.1.통합) 
   * 마산합포구 반월중앙동 : 반월동+중앙동(2017.1.1.통합)
   * 마산회원구 석전동 : 석전1동+석전2동(2017.1.1.통합)",,,,,,,,,,
