Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
,,2015년 12월말 주민등록인구 및 외국인 현황,,,,,,,,
,,,,,,,,,,
【창원시】,,,,,,,,,,"            (단위 : 세대, 명)"
"읍 면
동 별",인        구,,,"한  국  인
(주민등록인구)",,,,"외  국  인
(출입국관리소 등록신고)",,
,소계,남,여,소계,남,여,세대수,소계,남,여
합  계,1086852,554938,531914,1070064,543647,526417,415872,16788,11291,5497
의창구,260429,133335,127094,256471,130853,125618,100458,3958,2482,1476
동읍            ,23282,11820,11462,23038,11671,11367,8756,244,149,95
북면            ,29140,14765,14375,28932,14649,14283,10687,208,116,92
대산면          ,7794,4063,3731,7420,3740,3680,3372,374,323,51
의창동          ,38408,19570,18838,38178,19479,18699,15253,230,91,139
팔룡동          ,40406,21168,19238,38989,20029,18960,14063,1417,1139,278
명곡동          ,53012,26897,26115,52374,26616,25758,19659,638,281,357
봉림동          ,37619,19542,18077,37061,19292,17769,16511,558,250,308
용지동          ,30768,15510,15258,30479,15377,15102,12157,289,133,156
성산구,238867,123456,115411,234399,120090,114309,83742,4468,3366,1102
반송동          ,48089,24309,23780,47831,24182,23649,15960,258,127,131
중앙동          ,25656,13727,11929,24638,13141,11497,11785,1018,586,432
상남동          ,32174,16312,15862,31998,16235,15763,10640,176,77,99
사파동          ,54106,27233,26873,53826,27110,26716,19143,280,123,157
가음정동        ,38514,19779,18735,38133,19537,18596,13221,381,242,139
성주동          ,29061,15405,13656,28321,14745,13576,9119,740,660,80
웅남동          ,11267,6691,4576,9652,5140,4512,3874,1615,1551,64
마산합포구,183829,91894,91935,181670,90533,91137,75740,2159,1361,798
구산면          ,5090,2692,2398,4865,2486,2379,2342,225,206,19
진동면          ,12903,6604,6299,12688,6476,6212,5063,215,128,87
진북면          ,4603,2628,1975,4080,2163,1917,1862,523,465,58
진전면          ,4535,2282,2253,4393,2172,2221,2196,142,110,32
현동            ,6757,3485,3272,6677,3421,3256,2621,80,64,16
가포동          ,1244,651,593,1192,612,580,553,52,39,13
월영동          ,30934,15394,15540,30674,15271,15403,11166,260,123,137
문화동          ,13006,6431,6575,12873,6379,6494,5655,133,52,81
반월동          ,8966,4392,4574,8922,4378,4544,3417,44,14,30
중앙동          ,8698,4205,4493,8665,4191,4474,3398,33,14,19
완월동          ,11222,5501,5721,11180,5488,5692,4392,42,13,29
자산동          ,13139,6429,6710,13103,6424,6679,5160,36,5,31
동서동          ,11494,5651,5843,11390,5608,5782,4977,104,43,61
성호동          ,4409,2167,2242,4386,2165,2221,2083,23,2,21
교방동          ,11019,5448,5571,10995,5443,5552,4326,24,5,19
노산동          ,7485,3737,3748,7446,3725,3721,3258,39,12,27
오동동          ,6616,3359,3257,6582,3348,3234,3346,34,11,23
합포동          ,7624,3855,3769,7585,3841,3744,3608,39,14,25
산호동          ,14085,6983,7102,13974,6942,7032,6317,111,41,70
마산회원구,214264,108679,105585,211791,107245,104546,83492,2473,1434,1039
내서읍          ,72374,36560,35814,71820,36233,35587,24616,554,327,227
회원1동         ,12183,6111,6072,12115,6098,6017,5401,68,13,55
회원2동         ,13512,6752,6760,13471,6743,6728,5795,41,9,32
석전1동         ,7582,3858,3724,7524,3842,3682,3238,58,16,42
석전2동         ,9950,4969,4981,9820,4916,4904,4266,130,53,77
회성동          ,7746,3994,3752,7698,3985,3713,3412,48,9,39
양덕1동         ,13133,6630,6503,12953,6514,6439,5634,180,116,64
양덕2동         ,31750,16066,15684,31491,15895,15596,11155,259,171,88
합성1동         ,7980,4137,3843,7895,4101,3794,3717,85,36,49
합성2동         ,10338,5211,5127,10181,5142,5039,4895,157,69,88
구암1동         ,11334,5723,5611,11244,5695,5549,4764,90,28,62
구암2동         ,11444,5762,5682,11295,5704,5591,4489,149,58,91
봉암동          ,4938,2906,2032,4284,2377,1907,2110,654,529,125
진해구,189463,97574,91889,185733,94926,90807,72440,3730,2648,1082
중앙동          ,9371,4844,4527,9331,4820,4511,3296,40,24,16
태평동          ,6777,3461,3316,6731,3432,3299,2825,46,29,17
충무동          ,4468,2244,2224,4430,2229,2201,2055,38,15,23
여좌동          ,11135,5525,5610,11050,5498,5552,4914,85,27,58
태백동          ,6581,3343,3238,6552,3336,3216,3047,29,7,22
경화동          ,10780,5490,5290,10733,5471,5262,4166,47,19,28
병암동          ,8695,4299,4396,8635,4278,4357,3447,60,21,39
석동            ,19338,9833,9505,19174,9749,9425,6730,164,84,80
이동            ,10959,5675,5284,10820,5618,5202,4959,139,57,82
자은동          ,15629,7890,7739,15539,7861,7678,5684,90,29,61
덕산동          ,12129,5964,6165,12080,5940,6140,4268,49,24,25
풍호동          ,23321,11698,11623,23222,11651,11571,7672,99,47,52
웅천동          ,5031,3025,2006,4196,2215,1981,2023,835,810,25
웅동1동         ,9355,5185,4170,8492,4363,4129,3167,863,822,41
웅동2동         ,35894,19098,16796,34748,18465,16283,14187,1146,633,513
