Unnamed: 0,Unnamed: 1,2018년 12월말 주민등록인구 현황,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
【창원시】,,,,,,,,,,"            (단위 : 세대, 명)"
"읍 면
동 별",인        구,,,"한  국  인
(주민등록인구)",,,,"외  국  인
(출입국관리소 등록신고)",,
,소계,남,여,소계,남,여,세대수,소계,남,여
합  계,1068955,543735,525220,1053601,534119,519482,425771,15354,9616,5738
의창구,256703,131005,125698,252896,128759,124137,102538,3807,2246,1561
동읍            ,21901,11160,10741,21675,11029,10646,8785,226,131,95
북면            ,41141,20814,20327,40914,20705,20209,15066,227,109,118
대산면          ,7319,3836,3483,6952,3517,3435,3362,367,319,48
의창동          ,35447,17973,17474,35173,17859,17314,14767,274,114,160
팔룡동          ,36981,19229,17752,35866,18361,17505,13496,1115,868,247
명곡동          ,47774,24248,23526,47110,23951,23159,18532,664,297,367
봉림동          ,33289,17274,16015,32678,17006,15672,15301,611,268,343
용지동          ,32851,16471,16380,32528,16331,16197,13229,323,140,183
성산구,231250,118982,112268,227337,116199,111138,85722,3913,2783,1130
반송동          ,44804,22633,22171,44525,22511,22014,15478,279,122,157
중앙동          ,25186,13663,11523,24157,13047,11110,12864,1029,616,413
상남동          ,30059,15208,14851,29859,15118,14741,10489,200,90,110
사파동          ,49489,24759,24730,49195,24628,24567,18369,294,131,163
가음정동        ,44038,22418,21620,43625,22168,21457,15685,413,250,163
성주동          ,27906,14707,13199,27347,14220,13127,9327,559,487,72
웅남동          ,9768,5594,4174,8629,4507,4122,3510,1139,1087,52
마산합포구,182772,91242,91530,180535,89925,90610,78259,2237,1317,920
구산면          ,4857,2617,2240,4598,2374,2224,2323,259,243,16
진동면          ,13280,6811,6469,13083,6706,6377,5494,197,105,92
진북면          ,4269,2413,1856,3824,2038,1786,1810,445,375,70
진전면          ,4280,2168,2112,4179,2096,2083,2210,101,72,29
현동            ,13826,6902,6924,13706,6827,6879,5225,120,75,45
가포동          ,740,387,353,707,359,348,353,33,28,5
월영동          ,32514,16132,16382,32072,15933,16139,12083,442,199,243
문화동          ,12287,6071,6216,12183,6018,6165,5676,104,53,51
반월중앙동      ,16335,7976,8359,16253,7951,8302,6729,82,25,57
완월동          ,10223,4989,5234,10183,4979,5204,4193,40,10,30
자산동          ,12017,5899,6118,11985,5893,6092,5039,32,6,26
교방동          ,9064,4487,4577,9045,4483,4562,3595,19,4,15
노산동          ,6590,3258,3332,6552,3250,3302,2999,38,8,30
오동동          ,21080,10466,10614,20930,10411,10519,10373,150,55,95
합포동          ,7648,3888,3760,7603,3874,3729,3759,45,14,31
산호동          ,13762,6778,6984,13632,6733,6899,6398,130,45,85
마산회원구,201565,101742,99823,199457,100512,98945,81278,2108,1230,878
내서읍          ,69521,35053,34468,69097,34798,34299,24951,424,255,169
회원1동         ,11744,5858,5886,11682,5839,5843,5443,62,19,43
회원2동         ,8440,4254,4186,8411,4245,4166,3652,29,9,20
석전동          ,14552,7268,7284,14425,7219,7206,6467,127,49,78
회성동          ,7122,3657,3465,7082,3650,3432,3301,40,7,33
양덕1동         ,12340,6173,6167,12221,6106,6115,5553,119,67,52
양덕2동         ,33913,16996,16917,33766,16900,16866,12036,147,96,51
합성1동         ,9770,4986,4784,9709,4961,4748,4460,61,25,36
합성2동         ,8806,4397,4409,8627,4313,4314,4412,179,84,95
구암1동         ,10205,5100,5105,10129,5076,5053,4508,76,24,52
구암2동         ,10601,5314,5287,10438,5246,5192,4487,163,68,95
봉암동          ,4551,2686,1865,3870,2159,1711,2008,681,527,154
진해구,196665,100764,95901,193376,98724,94652,77974,3289,2040,1249
중앙동          ,8457,4379,4078,8430,4368,4062,3092,27,11,16
태평동          ,6335,3243,3092,6290,3214,3076,2764,45,29,16
충무동          ,3898,1963,1935,3873,1956,1917,1917,25,7,18
여좌동          ,9705,4838,4867,9609,4803,4806,4547,96,35,61
태백동          ,5766,2908,2858,5743,2902,2841,2839,23,6,17
경화동          ,11517,5837,5680,11450,5812,5638,4507,67,25,42
병암동          ,8025,3968,4057,7984,3957,4027,3347,41,11,30
석동            ,18030,9177,8853,17882,9096,8786,6502,148,81,67
이동            ,9496,4977,4519,9381,4932,4449,4588,115,45,70
자은동          ,20672,10252,10420,20582,10231,10351,7901,90,21,69
덕산동          ,10810,5306,5504,10755,5279,5476,4120,55,27,28
풍호동          ,26759,13376,13383,26676,13334,13342,9004,83,42,41
웅천동          ,10682,5569,5113,10341,5265,5076,4347,341,304,37
웅동1동         ,7596,4208,3388,6847,3507,3340,2695,749,701,48
웅동2동         ,38917,20763,18154,37533,20068,17465,15804,1384,695,689
"   * 마산합포구 오동동 : 오동동+성호동+동서동(2017.1.1.통합) 
   * 마산합포구 반월중앙동 : 반월동+중앙동(2017.1.1.통합)
   * 마산회원구 석전동 : 석전1동+석전2동(2017.1.1.통합)",,,,,,,,,,
