Unnamed: 0,Unnamed: 1,2018년 6월말 주민등록인구 현황,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
【창원시】,,,,,,,,,,"            (단위 : 세대, 명)"
"읍 면
동 별",인        구,,,"한  국  인
(주민등록인구)",,,,"외  국  인
(출입국관리소 등록신고)",,
,소계,남,여,소계,남,여,세대수,소계,남,여
합  계,1071144,545078,526066,1055839,535377,520462,423430,15305,9701,5604
의창구,257985,131719,126266,254134,129380,124754,102290,3851,2339,1512
동읍            ,22365,11367,10998,22139,11238,10901,8870,226,129,97
북면            ,39870,20221,19649,39658,20113,19545,14573,212,108,104
대산면          ,7243,3788,3455,6865,3456,3409,3287,378,332,46
의창동          ,35973,18250,17723,35674,18112,17562,14859,299,138,161
팔룡동          ,37310,19419,17891,36144,18515,17629,13466,1166,904,262
명곡동          ,48684,24678,24006,48021,24373,23648,18726,663,305,358
봉림동          ,33828,17617,16211,33243,17346,15897,15404,585,271,314
용지동          ,32712,16379,16333,32390,16227,16163,13105,322,152,170
성산구,231810,119411,112399,227851,116554,111297,85104,3959,2857,1102
반송동          ,45183,22814,22369,44925,22702,22223,15513,258,112,146
중앙동          ,25311,13778,11533,24251,13143,11108,12742,1060,635,425
상남동          ,30212,15266,14946,30012,15173,14839,10434,200,93,107
사파동          ,49923,25022,24901,49638,24896,24742,18348,285,126,159
가음정동        ,44018,22429,21589,43604,22167,21437,15585,414,262,152
성주동          ,27263,14420,12843,26658,13881,12777,8922,605,539,66
웅남동          ,9900,5682,4218,8763,4592,4171,3560,1137,1090,47
마산합포구,183847,91814,92033,181690,90545,91145,78205,2157,1269,888
구산면          ,4863,2596,2267,4631,2380,2251,2307,232,216,16
진동면          ,13323,6814,6509,13121,6707,6414,5485,202,107,95
진북면          ,4342,2462,1880,3882,2070,1812,1819,460,392,68
진전면          ,4344,2181,2163,4248,2116,2132,2210,96,65,31
현동            ,13730,6886,6844,13622,6817,6805,5200,108,69,39
가포동          ,877,461,416,841,432,409,410,36,29,7
월영동          ,32281,16024,16257,31903,15854,16049,11956,378,170,208
문화동          ,12332,6101,6231,12214,6047,6167,5661,118,54,64
반월중앙동      ,16551,8095,8456,16471,8070,8401,6771,80,25,55
완월동          ,10397,5077,5320,10353,5066,5287,4208,44,11,33
자산동          ,12094,5933,6161,12063,5928,6135,5045,31,5,26
교방동          ,9179,4558,4621,9157,4553,4604,3641,22,5,17
노산동          ,6744,3338,3406,6708,3330,3378,3045,36,8,28
오동동          ,21078,10435,10643,20931,10380,10551,10255,147,55,92
합포동          ,7837,3984,3853,7798,3972,3826,3804,39,12,27
산호동          ,13875,6869,7006,13747,6823,6924,6388,128,46,82
마산회원구,202267,102139,100128,200112,100891,99221,81033,2155,1248,907
내서읍          ,70052,35287,34765,69636,35038,34598,24935,416,249,167
회원1동         ,11959,5974,5985,11892,5952,5940,5487,67,22,45
회원2동         ,8730,4398,4332,8701,4390,4311,3767,29,8,21
석전동          ,14846,7441,7405,14710,7390,7320,6533,136,51,85
회성동          ,7234,3724,3510,7188,3714,3474,3310,46,10,36
양덕1동         ,12470,6238,6232,12343,6165,6178,5536,127,73,54
양덕2동         ,34531,17333,17198,34351,17219,17132,12273,180,114,66
합성1동         ,7278,3724,3554,7219,3703,3516,3568,59,21,38
합성2동         ,9178,4558,4620,9002,4473,4529,4534,176,85,91
구암1동         ,10482,5264,5218,10400,5241,5159,4559,82,23,59
구암2동         ,10861,5457,5404,10704,5395,5309,4499,157,62,95
봉암동          ,4646,2741,1905,3966,2211,1755,2032,680,530,150
진해구,195235,99995,95240,192052,98007,94045,76798,3183,1988,1195
중앙동          ,8481,4380,4101,8456,4369,4087,3043,25,11,14
태평동          ,6463,3321,3142,6416,3291,3125,2774,47,30,17
충무동          ,4001,2012,1989,3978,2005,1973,1951,23,7,16
여좌동          ,9976,4969,5007,9889,4940,4949,4591,87,29,58
태백동          ,5911,2988,2923,5887,2982,2905,2865,24,6,18
경화동          ,11356,5749,5607,11300,5725,5575,4428,56,24,32
병암동          ,8146,4036,4110,8107,4024,4083,3385,39,12,27
석동            ,18246,9284,8962,18105,9205,8900,6538,141,79,62
이동            ,9710,5072,4638,9582,5019,4563,4649,128,53,75
자은동          ,20216,10030,10186,20128,10009,10119,7594,88,21,67
덕산동          ,11033,5417,5616,10979,5392,5587,4172,54,25,29
풍호동          ,26772,13425,13347,26695,13393,13302,8977,77,32,45
웅천동          ,8591,4489,4102,8268,4203,4065,3592,323,286,37
웅동1동         ,7622,4194,3428,6898,3513,3385,2657,724,681,43
웅동2동         ,38711,20629,18082,37364,19937,17427,15582,1347,692,655
"   * 마산합포구 오동동 : 오동동+성호동+동서동(2017.1.1.통합) 
   * 마산합포구 반월중앙동 : 반월동+중앙동(2017.1.1.통합)
   * 마산회원구 석전동 : 석전1동+석전2동(2017.1.1.통합)",,,,,,,,,,
