Unnamed: 0,Unnamed: 1,2021년 10월말 인구 현황,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
【창원시】,,,,,,,,,,"            (단위 : 세대, 명)"
"읍 면
동 별",인        구,,,"한  국  인
(주민등록인구)",,,,"외  국  인
(출입국관리소 등록신고)",,
,소계,남,여,소계,남,여,세대수,소계,남,여
합  계,1046674,531269,515405,1033729,523629,510100,450848,12945,7640,5305
의창구,221026,112656,108370,218234,111085,107149,95412,2792,1571,1221
동읍            ,19917,10154,9763,19756,10063,9693,9049,161,91,70
북면            ,43564,21927,21637,43363,21836,21527,16667,201,91,110
대산면          ,7426,3848,3578,7124,3602,3522,3672,302,246,56
의창동          ,50718,25631,25087,50479,25550,24929,21115,239,81,158
팔룡동          ,26639,13784,12855,25923,13242,12681,10965,716,542,174
명곡동          ,42095,21390,20705,41487,21102,20385,18134,608,288,320
봉림동          ,30667,15922,14745,30102,15690,14412,15810,565,232,333
성산구,255806,130977,124829,252396,128793,123603,104972,3410,2184,1226
반송동          ,41346,20864,20482,41134,20766,20368,15465,212,98,114
용지동          ,29825,14956,14869,29552,14838,14714,13298,273,118,155
중앙동          ,35735,19365,16370,34603,18678,15925,17879,1132,687,445
상남동          ,27996,14062,13934,27809,13989,13820,10698,187,73,114
사파동          ,45015,22322,22693,44770,22228,22542,18490,245,94,151
가음정동        ,40732,20666,20066,40444,20508,19936,15981,288,158,130
성주동          ,26650,13987,12663,26308,13716,12592,9702,342,271,71
웅남동          ,8507,4755,3752,7776,4070,3706,3459,731,685,46
마산합포구,183148,91224,91924,181146,90077,91069,83753,2002,1147,855
구산면          ,4397,2355,2042,4211,2181,2030,2321,186,174,12
진동면          ,12366,6362,6004,12181,6272,5909,5519,185,90,95
진북면          ,3718,2090,1628,3402,1815,1587,1757,316,275,41
진전면          ,3966,1989,1977,3872,1921,1951,2184,94,68,26
현동            ,14206,7043,7163,14110,6981,7129,5680,96,62,34
가포동          ,1237,652,585,1203,626,577,737,34,26,8
월영동          ,42733,21221,21512,42290,21012,21278,16783,443,209,234
문화동          ,11283,5581,5702,11091,5489,5602,5787,192,92,100
반월중앙동      ,14517,7040,7477,14457,7022,7435,6467,60,18,42
완월동          ,9039,4363,4676,9003,4355,4648,4044,36,8,28
자산동          ,10385,5100,5285,10353,5091,5262,4786,32,9,23
교방동          ,16103,7970,8133,16047,7960,8087,7228,56,10,46
오동동          ,19506,9634,9872,19394,9589,9805,10558,112,45,67
합포동          ,7316,3706,3610,7280,3694,3586,3790,36,12,24
산호동          ,12376,6118,6258,12252,6069,6183,6112,124,49,75
마산회원구,189338,94883,94455,187533,93919,93614,82411,1805,964,841
내서읍          ,64073,32206,31867,63643,31980,31663,25038,430,226,204
회원1동         ,10271,5071,5200,10224,5061,5163,5190,47,10,37
회원2동         ,10074,4956,5118,10040,4950,5090,4580,34,6,28
석전동          ,17016,8486,8530,16925,8453,8472,7913,91,33,58
회성동          ,6109,3092,3017,6078,3087,2991,3096,31,5,26
양덕1동         ,11089,5562,5527,11008,5530,5478,5424,81,32,49
양덕2동         ,31405,15501,15904,31297,15438,15859,11905,108,63,45
합성1동         ,9371,4760,4611,9319,4736,4583,4554,52,24,28
합성2동         ,7680,3830,3850,7476,3738,3738,4164,204,92,112
구암1동         ,8958,4469,4489,8883,4449,4434,4315,75,20,55
구암2동         ,9538,4756,4782,9399,4691,4708,4388,139,65,74
봉암동          ,3754,2194,1560,3241,1806,1435,1844,513,388,125
진해구,197356,101529,95827,194420,99755,94665,84300,2936,1774,1162
충무동          ,17048,8851,8197,16934,8783,8151,7759,114,68,46
여좌동          ,8532,4206,4326,8439,4167,4272,4328,93,39,54
태백동          ,4486,2268,2218,4468,2261,2207,2354,18,7,11
경화동          ,11225,5696,5529,11169,5668,5501,4628,56,28,28
병암동          ,7484,3683,3801,7448,3671,3777,3387,36,12,24
석동            ,17632,9028,8604,17527,8978,8549,7090,105,50,55
이동            ,8673,4582,4091,8596,4552,4044,4717,77,30,47
자은동          ,21388,10624,10764,21296,10604,10692,8839,92,20,72
덕산동          ,10191,5015,5176,10149,5002,5147,4192,42,13,29
풍호동          ,25844,12931,12913,25771,12901,12870,9171,73,30,43
웅천동          ,13209,6785,6424,13001,6614,6387,5405,208,171,37
웅동1동         ,7255,3964,3291,6669,3420,3249,2949,586,544,42
웅동2동         ,44389,23896,20493,42953,23134,19819,19481,1436,762,674
,,,,,,,,,,
※ 의창구-성산구 행정구역 조정(2021. 7. 1.시행),,,,,,,,,,
- 의창구 퇴촌동(법정동) 일부 → 성산구 반송동,,,,,,,,,,
- 의창구 대원동·두대동·삼동동·덕정동(법정동) →  성산구 중앙동,,,,,,,,,,
- 의창구 용지동(행정동) → 성산구 용지동(행정동),,,,,,,,,,
