Unnamed: 0,Unnamed: 1,2023년 12월말 인구 현황,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
【창원시】,,,,,,,,,,,,,,,"                    (단위 : 세대, 명)",
"읍 면
동 별",인        구,,,"한  국  인
(주민등록인구)",,,,외국인 총계,,,"외  국  인
(출입국관리소 등록신고)",,,국내거소신고 외국인국적동포,,
,소계,남,여,소계,남,여,세대수,소계,남,여,소계,남,여,소계,남,여
합  계,1028884,522684,506200,1009038,510633,498405,456830,19846,12051,7795,16422,10242,6180,3424,1809,1615
의창구,217416,110725,106691,213342,108453,104889,96997,4074,2272,1802,3427,1949,1478,647,323,324
동읍            ,19072,9759,9313,18854,9643,9211,9079,218,116,102,200,104,96,18,12,6
북면            ,43427,21779,21648,43163,21664,21499,16714,264,115,149,230,103,127,34,12,22
대산면          ,7262,3808,3454,6789,3417,3372,3671,473,391,82,464,388,76,9,3,6
의창동          ,49785,25049,24736,49453,24913,24540,21314,332,136,196,256,105,151,76,31,45
팔룡동          ,26434,13597,12837,25568,12982,12586,11205,866,615,251,785,579,206,81,36,45
명곡동          ,40588,20587,20001,39576,20087,19489,18163,1012,500,512,755,365,390,257,135,122
봉림동          ,30848,16146,14702,29939,15747,14192,16851,909,399,510,737,305,432,172,94,78
성산구,250196,128288,121908,245259,125110,120149,106216,4937,3178,1759,4034,2690,1344,903,488,415
반송동          ,40244,20284,19960,39890,20101,19789,15637,354,183,171,229,116,113,125,67,58
용지동          ,27237,13715,13522,26854,13534,13320,12263,383,181,202,280,125,155,103,56,47
중앙동,36392,19909,16483,34619,18824,15795,18725,1773,1085,688,1374,861,513,399,224,175
상남동          ,27139,13579,13560,26876,13460,13416,10848,263,119,144,195,81,114,68,38,30
사파동          ,46121,22778,23343,45790,22645,23145,19838,331,133,198,263,104,159,68,29,39
가음정동        ,38632,19544,19088,38216,19295,18921,15594,416,249,167,350,218,132,66,31,35
성주동          ,26186,13741,12445,25666,13339,12327,9876,520,402,118,471,377,94,49,25,24
웅남동          ,8245,4738,3507,7348,3912,3436,3435,897,826,71,872,808,64,25,18,7
마산합포구,182151,90760,91391,179394,89116,90278,85763,2757,1644,1113,2453,1496,957,304,148,156
구산면          ,4218,2259,1959,4008,2066,1942,2325,210,193,17,206,192,14,4,1,3
진동면          ,12031,6205,5826,11775,6060,5715,5491,256,145,111,224,127,97,32,18,14
진북면          ,3648,2102,1546,3191,1690,1501,1830,457,412,45,443,402,41,14,10,4
진전면          ,3825,1929,1896,3687,1830,1857,2173,138,99,39,129,95,34,9,4,5
현동            ,13842,6878,6964,13730,6810,6920,5669,112,68,44,97,61,36,15,7,8
가포동          ,2755,1404,1351,2704,1365,1339,1628,51,39,12,46,37,9,5,2,3
월영동          ,42438,21034,21404,41769,20710,21059,17133,669,324,345,608,299,309,61,25,36
문화동          ,11148,5556,5592,10978,5475,5503,6063,170,81,89,144,68,76,26,13,13
반월중앙동      ,13646,6586,7060,13581,6571,7010,6299,65,15,50,51,9,42,14,6,8
완월동          ,8683,4192,4491,8632,4173,4459,4062,51,19,32,42,11,31,9,8,1
자산동          ,9449,4601,4848,9409,4589,4820,4489,40,12,28,30,8,22,10,4,6
교방동          ,18915,9360,9555,18838,9340,9498,8413,77,20,57,67,16,51,10,4,6
오동동,18741,9281,9460,18545,9186,9359,10459,196,95,101,147,72,75,49,23,26
합포동          ,6879,3441,3438,6808,3404,3404,3617,71,37,34,57,30,27,14,7,7
산호동          ,11933,5932,6001,11739,5847,5892,6112,194,85,109,162,69,93,32,16,16
마산회원구,182647,91300,91347,179818,89659,90159,82225,2829,1641,1188,2366,1385,981,463,256,207
내서읍          ,61607,30849,30758,61089,30578,30511,25260,518,271,247,449,237,212,69,34,35
회원1동         ,9836,4808,5028,9768,4787,4981,5165,68,21,47,48,12,36,20,9,11
회원2동         ,9775,4782,4993,9717,4763,4954,4532,58,19,39,38,10,28,20,9,11
석전동          ,16397,8146,8251,16249,8079,8170,7842,148,67,81,103,39,64,45,28,17
회성동          ,5515,2773,2742,5456,2744,2712,2931,59,29,30,40,16,24,19,13,6
양덕1동         ,10728,5333,5395,10572,5267,5305,5480,156,66,90,127,52,75,29,14,15
양덕2동         ,30592,15042,15550,30413,14946,15467,11842,179,96,83,121,70,51,58,26,32
합성1동         ,8960,4519,4441,8871,4482,4389,4486,89,37,52,72,29,43,17,8,9
합성2동         ,7519,3761,3758,7196,3597,3599,4167,323,164,159,296,150,146,27,14,13
구암1동         ,8601,4280,4321,8490,4239,4251,4321,111,41,70,91,31,60,20,10,10
구암2동         ,9266,4655,4611,9004,4505,4499,4426,262,150,112,207,117,90,55,33,22
봉암동          ,3851,2352,1499,2993,1672,1321,1773,858,680,178,774,622,152,84,58,26
