Unnamed: 0,Unnamed: 1,2023년 12월말 인구 현황,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
진해구,196474,101611,94863,191225,98295,92930,85629,5249,3316,1933,4142,2722,1420,1107,594,513
충무동          ,16374,8459,7915,16115,8327,7788,7669,259,132,127,223,124,99,36,8,28
여좌동          ,8171,4038,4133,8072,3997,4075,4304,99,41,58,85,36,49,14,5,9
태백동          ,3590,1787,1803,3571,1783,1788,1895,19,4,15,14,3,11,5,1,4
경화동          ,10756,5422,5334,10672,5378,5294,4587,84,44,40,51,31,20,33,13,20
병암동          ,7150,3523,3627,7087,3485,3602,3371,63,38,25,46,29,17,17,9,8
석동            ,17528,9054,8474,17322,8946,8376,7391,206,108,98,147,79,68,59,29,30
이동            ,8521,4512,4009,8369,4429,3940,4817,152,83,69,104,59,45,48,24,24
자은동          ,20752,10333,10419,20611,10289,10322,8838,141,44,97,109,34,75,32,10,22
덕산동          ,9737,4806,4931,9691,4786,4905,4139,46,20,26,34,16,18,12,4,8
풍호동          ,25345,12656,12689,25231,12605,12626,9201,114,51,63,95,43,52,19,8,11
웅천동          ,13424,6922,6502,12980,6545,6435,5405,444,377,67,414,363,51,30,14,16
웅동1동         ,8563,4667,3896,7802,3977,3825,3590,761,690,71,732,666,66,29,24,5
웅동2동         ,46563,25432,21131,43702,23748,19954,20422,2861,1684,1177,2088,1239,849,773,445,328
,,,,,,,,,,,,,,,,
※ 의창구-성산구 행정구역 조정(2021. 7. 1.시행),,,,,,,,,,,,,,,,
- 의창구 퇴촌동(법정동) 일부 → 성산구 반송동,,,,,,,,,,,,,,,,
- 의창구 대원동·두대동·삼동동·덕정동(법정동) →  성산구 중앙동,,,,,,,,,,,,,,,,
- 의창구 용지동(행정동) → 성산구 용지동(행정동),,,,,,,,,,,,,,,,
