Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
,,2016년 9월말 주민등록인구 및 외국인 현황,,,,,,,,
,,,,,,,,,,
【창원시】,,,,,,,,,,"            (단위 : 세대, 명)"
"읍 면
동 별",인        구,,,"한  국  인
(주민등록인구)",,,,"외  국  인
(출입국관리소 등록신고)",,
,소계,남,여,소계,남,여,세대수,소계,남,여
합  계,1082789,552149,530640,1066340,541410,524930,417856,16449,10739,5710
의창구,257242,131543,125699,253369,129164,124205,100125,3873,2379,1494
동읍            ,23175,11756,11419,22922,11613,11309,8840,253,143,110
북면            ,29428,14919,14509,29222,14806,14416,10718,206,113,93
대산면          ,7624,3994,3630,7251,3674,3577,3335,373,320,53
의창동          ,38145,19421,18724,37887,19319,18568,15305,258,102,156
팔룡동          ,39640,20707,18933,38367,19689,18678,13909,1273,1018,255
명곡동          ,52228,26446,25782,51610,26158,25452,19564,618,288,330
봉림동          ,37019,19181,17838,36420,18922,17498,16458,599,259,340
용지동          ,29983,15119,14864,29690,14983,14707,11996,293,136,157
성산구,236580,122111,114469,232230,118877,113353,83680,4350,3234,1116
반송동          ,47753,24129,23624,47480,23999,23481,15955,273,130,143
중앙동          ,25543,13689,11854,24510,13080,11430,11898,1033,609,424
상남동          ,31951,16191,15760,31703,16055,15648,10653,248,136,112
사파동          ,53629,26995,26634,53341,26876,26465,19104,288,119,169
가음정동        ,37933,19451,18482,37561,19206,18355,13101,372,245,127
성주동          ,28817,15240,13577,28127,14624,13503,9141,690,616,74
웅남동          ,10954,6416,4538,9508,5037,4471,3828,1446,1379,67
마산합포구,184565,92320,92245,182321,90966,91355,76950,2244,1354,890
구산면          ,4990,2651,2339,4748,2423,2325,2317,242,228,14
진동면          ,13323,6844,6479,13117,6729,6388,5321,206,115,91
진북면          ,4522,2577,1945,4017,2136,1881,1843,505,441,64
진전면          ,4474,2255,2219,4327,2150,2177,2195,147,105,42
현동            ,9502,4795,4707,9398,4725,4673,3736,104,70,34
가포동          ,1055,556,499,1012,520,492,484,43,36,7
월영동          ,30540,15153,15387,30234,15021,15213,11115,306,132,174
문화동          ,12703,6289,6414,12552,6228,6324,5618,151,61,90
반월동          ,8790,4314,4476,8744,4303,4441,3409,46,11,35
중앙동          ,8575,4168,4407,8532,4152,4380,3395,43,16,27
완월동          ,10966,5364,5602,10927,5352,5575,4328,39,12,27
자산동          ,12892,6331,6561,12856,6325,6531,5117,36,6,30
동서동          ,11371,5594,5777,11271,5559,5712,5024,100,35,65
성호동          ,4235,2085,2150,4212,2082,2130,2034,23,3,20
교방동          ,10760,5313,5447,10738,5310,5428,4272,22,3,19
노산동          ,7415,3714,3701,7376,3703,3673,3256,39,11,28
오동동          ,6524,3298,3226,6484,3288,3196,3326,40,10,30
합포동          ,8167,4180,3987,8129,4167,3962,3885,38,13,25
산호동          ,13761,6839,6922,13647,6793,6854,6275,114,46,68
마산회원구,213766,108176,105590,211334,106792,104542,83638,2432,1384,1048
내서읍          ,72093,36342,35751,71567,36043,35524,24811,526,299,227
회원1동         ,12356,6201,6155,12283,6183,6100,5571,73,18,55
회원2동         ,12363,6192,6171,12316,6179,6137,5327,47,13,34
석전1동         ,6100,3112,2988,6056,3098,2958,2566,44,14,30
석전2동         ,9810,4887,4923,9702,4844,4858,4214,108,43,65
회성동          ,7617,3922,3695,7562,3908,3654,3404,55,14,41
양덕1동         ,12954,6481,6473,12808,6399,6409,5581,146,82,64
양덕2동         ,35438,17864,17574,35192,17714,17478,12439,246,150,96
합성1동         ,7675,3957,3718,7599,3927,3672,3646,76,30,46
합성2동         ,10130,5032,5098,9950,4955,4995,4828,180,77,103
구암1동         ,11056,5599,5457,10971,5573,5398,4692,85,26,59
구암2동         ,11310,5712,5598,11132,5635,5497,4475,178,77,101
봉암동          ,4864,2875,1989,4196,2334,1862,2084,668,541,127
진해구,190636,97999,92637,187086,95611,91475,73463,3550,2388,1162
중앙동          ,8997,4647,4350,8959,4633,4326,3188,38,14,24
태평동          ,6707,3447,3260,6660,3416,3244,2828,47,31,16
충무동          ,4321,2158,2163,4277,2143,2134,2022,44,15,29
여좌동          ,10914,5441,5473,10832,5409,5423,4862,82,32,50
태백동          ,6408,3224,3184,6383,3217,3166,2983,25,7,18
경화동          ,10625,5386,5239,10578,5367,5211,4107,47,19,28
병암동          ,8628,4278,4350,8572,4258,4314,3503,56,20,36
석동            ,19136,9710,9426,18984,9632,9352,6753,152,78,74
이동            ,10753,5564,5189,10595,5489,5106,4913,158,75,83
자은동          ,15835,7977,7858,15745,7945,7800,5779,90,32,58
덕산동          ,11873,5832,6041,11826,5813,6013,4280,47,19,28
풍호동          ,26953,13541,13412,26853,13501,13352,8972,100,40,60
웅천동          ,4704,2732,1972,4102,2153,1949,1984,602,579,23
웅동1동         ,8949,4947,4002,8144,4184,3960,3064,805,763,42
웅동2동         ,35833,19115,16718,34576,18451,16125,14225,1257,664,593
