Unnamed: 0,Unnamed: 1,2021년 12월말 인구 현황,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
【창원시】,,,,,,,,,,"            (단위 : 세대, 명)"
"읍 면
동 별",인        구,,,"한  국  인
(주민등록인구)",,,,"외  국  인
(출입국관리소 등록신고)",,
,소계,남,여,소계,남,여,세대수,소계,남,여
합  계,1045601,530810,514791,1032741,523223,509518,451940,12860,7587,5273
의창구,220828,112575,108253,218027,110998,107029,95630,2801,1577,1224
동읍            ,19934,10167,9767,19769,10073,9696,9069,165,94,71
북면            ,43626,21940,21686,43422,21851,21571,16676,204,89,115
대산면          ,7425,3850,3575,7118,3600,3518,3673,307,250,57
의창동          ,50583,25575,25008,50348,25495,24853,21116,235,80,155
팔룡동          ,26648,13798,12850,25927,13254,12673,11008,721,544,177
명곡동          ,41969,21323,20646,41362,21036,20326,18171,607,287,320
봉림동          ,30643,15922,14721,30081,15689,14392,15917,562,233,329
성산구,254954,130515,124439,251562,128346,123216,105052,3392,2169,1223
반송동          ,41246,20791,20455,41027,20690,20337,15461,219,101,118
용지동          ,29729,14926,14803,29453,14802,14651,13296,276,124,152
중앙동          ,35635,19297,16338,34507,18611,15896,17890,1128,686,442
상남동          ,27884,13979,13905,27699,13906,13793,10693,185,73,112
사파동          ,44863,22279,22584,44616,22186,22430,18521,247,93,154
가음정동        ,40571,20583,19988,40288,20428,19860,16000,283,155,128
성주동          ,26559,13927,12632,26219,13659,12560,9719,340,268,72
웅남동          ,8467,4733,3734,7753,4064,3689,3472,714,669,45
마산합포구,183268,91259,92009,181322,90141,91181,84087,1946,1118,828
구산면          ,4387,2353,2034,4202,2181,2021,2322,185,172,13
진동면          ,12312,6330,5982,12129,6239,5890,5528,183,91,92
진북면          ,3689,2079,1610,3378,1808,1570,1757,311,271,40
진전면          ,3936,1964,1972,3848,1900,1948,2180,88,64,24
현동            ,14221,7068,7153,14124,7007,7117,5681,97,61,36
가포동          ,1577,818,759,1543,793,750,942,34,25,9
월영동          ,42776,21224,21552,42370,21034,21336,16851,406,190,216
문화동          ,11177,5535,5642,10983,5436,5547,5767,194,99,95
반월중앙동      ,14519,7048,7471,14460,7030,7430,6465,59,18,41
완월동          ,9038,4359,4679,9001,4350,4651,4065,37,9,28
자산동          ,10315,5064,5251,10286,5058,5228,4795,29,6,23
교방동          ,16162,7998,8164,16106,7988,8118,7247,56,10,46
오동동          ,19443,9593,9850,19334,9550,9784,10552,109,43,66
합포동          ,7363,3719,3644,7328,3707,3621,3811,35,12,23
산호동          ,12353,6107,6246,12230,6060,6170,6124,123,47,76
마산회원구,188647,94614,94033,186881,93661,93220,82405,1766,953,813
내서읍          ,63854,32125,31729,63446,31908,31538,25042,408,217,191
회원1동         ,10207,5037,5170,10164,5028,5136,5170,43,9,34
회원2동         ,10103,4983,5120,10064,4975,5089,4598,39,8,31
석전동          ,16879,8420,8459,16791,8387,8404,7894,88,33,55
회성동          ,6065,3073,2992,6037,3069,2968,3098,28,4,24
양덕1동         ,11053,5532,5521,10970,5501,5469,5436,83,31,52
양덕2동         ,31318,15458,15860,31215,15398,15817,11884,103,60,43
합성1동         ,9347,4747,4600,9297,4725,4572,4553,50,22,28
합성2동         ,7693,3846,3847,7489,3755,3734,4193,204,91,113
구암1동         ,8941,4473,4468,8860,4447,4413,4315,81,26,55
구암2동         ,9452,4723,4729,9329,4664,4665,4374,123,59,64
봉암동          ,3735,2197,1538,3219,1804,1415,1848,516,393,123
진해구,197904,101847,96057,194949,100077,94872,84766,2955,1770,1185
충무동          ,17073,8878,8195,16962,8811,8151,7793,111,67,44
여좌동          ,8560,4221,4339,8469,4183,4286,4362,91,38,53
태백동          ,4146,2085,2061,4130,2079,2051,2188,16,6,10
경화동          ,11156,5650,5506,11097,5621,5476,4624,59,29,30
병암동          ,7467,3678,3789,7431,3666,3765,3403,36,12,24
석동            ,17661,9062,8599,17555,9013,8542,7136,106,49,57
이동            ,8659,4571,4088,8583,4541,4042,4729,76,30,46
자은동          ,21333,10612,10721,21235,10590,10645,8849,98,22,76
덕산동          ,10196,5017,5179,10154,5004,5150,4204,42,13,29
풍호동          ,25770,12887,12883,25699,12858,12841,9136,71,29,42
웅천동          ,13192,6765,6427,12985,6594,6391,5398,207,171,36
웅동1동         ,7558,4119,3439,6975,3583,3392,3113,583,536,47
웅동2동         ,45133,24302,20831,43674,23534,20140,19831,1459,768,691
,,,,,,,,,,
※ 의창구-성산구 행정구역 조정(2021. 7. 1.시행),,,,,,,,,,
- 의창구 퇴촌동(법정동) 일부 → 성산구 반송동,,,,,,,,,,
- 의창구 대원동·두대동·삼동동·덕정동(법정동) →  성산구 중앙동,,,,,,,,,,
- 의창구 용지동(행정동) → 성산구 용지동(행정동),,,,,,,,,,
