Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
,,2017년 7월말 주민등록인구 및 외국인 현황,,,,,,,,
,,,,,,,,,,
【창원시】,,,,,,,,,,"            (단위 : 세대, 명)"
"읍 면
동 별",인        구,,,"한  국  인
(주민등록인구)",,,,"외  국  인
(출입국관리소 등록신고)",,
,소계,남,여,소계,남,여,세대수,소계,남,여
합  계,1073387,546831,526556,1057692,536629,521063,418547,15695,10202,5493
의창구,256004,130870,125134,252131,128455,123676,100319,3873,2415,1458
동읍            ,22889,11630,11259,22646,11487,11159,8886,243,143,100
북면            ,34296,17432,16864,34101,17323,16778,12439,195,109,86
대산면          ,7540,3952,3588,7150,3622,3528,3345,390,330,60
의창동          ,37223,18950,18273,36857,18757,18100,15048,366,193,173
팔룡동          ,38473,20076,18397,37222,19080,18142,13620,1251,996,255
명곡동          ,50555,25549,25006,49966,25288,24678,19126,589,261,328
봉림동          ,35505,18442,17063,34944,18189,16755,15956,561,253,308
용지동          ,29523,14839,14684,29245,14709,14536,11899,278,130,148
성산구,232808,120008,112800,228643,116938,111705,83754,4165,3070,1095
반송동          ,46408,23445,22963,46138,23320,22818,15680,270,125,145
중앙동          ,25563,13772,11791,24545,13183,11362,12429,1018,589,429
상남동          ,31138,15836,15302,30799,15608,15191,10462,339,228,111
사파동          ,51778,25981,25797,51510,25869,25641,18717,268,112,156
가음정동        ,39567,20213,19354,39243,20016,19227,13833,324,197,127
성주동          ,27961,14744,13217,27325,14178,13147,8998,636,566,70
웅남동          ,10393,6017,4376,9083,4764,4319,3635,1310,1253,57
마산합포구,183746,91904,91842,181649,90661,90988,77284,2097,1243,854
구산면          ,4980,2664,2316,4744,2445,2299,2337,236,219,17
진동면          ,13457,6910,6547,13248,6793,6455,5450,209,117,92
진북면          ,4384,2475,1909,3912,2072,1840,1817,472,403,69
진전면          ,4387,2202,2185,4263,2114,2149,2197,124,88,36
현동            ,12818,6456,6362,12713,6388,6325,4883,105,68,37
가포동          ,974,514,460,936,485,451,455,38,29,9
월영동          ,30231,14978,15253,29974,14871,15103,11141,257,107,150
문화동          ,12474,6185,6289,12339,6132,6207,5611,135,53,82
반월중앙동      ,17010,8314,8696,16930,8291,8639,6790,80,23,57
완월동          ,10774,5244,5530,10730,5233,5497,4304,44,11,33
자산동          ,12545,6167,6378,12515,6160,6355,5084,30,7,23
교방동          ,9629,4810,4819,9612,4806,4806,3791,17,4,13
노산동          ,7001,3489,3512,6964,3479,3485,3123,37,10,27
오동동          ,21552,10697,10855,21392,10648,10744,10258,160,49,111
합포동          ,8077,4113,3964,8044,4103,3941,3865,33,10,23
산호동          ,13453,6686,6767,13333,6641,6692,6178,120,45,75
마산회원구,208937,105622,103315,206650,104296,102354,82657,2287,1326,961
내서읍          ,71027,35788,35239,70569,35512,35057,24819,458,276,182
회원1동         ,12275,6138,6137,12213,6120,6093,5610,62,18,44
회원2동         ,10919,5498,5421,10883,5485,5398,4734,36,13,23
석전동          ,15312,7684,7628,15180,7640,7540,6595,132,44,88
회성동          ,7533,3863,3670,7483,3850,3633,3399,50,13,37
양덕1동         ,12670,6332,6338,12524,6243,6281,5530,146,89,57
양덕2동         ,35242,17689,17511,35018,17600,17418,12450,224,131,93
합성1동         ,7497,3951,3697,7424,3820,3604,3626,73,29,44
합성2동         ,9922,4880,4928,9735,4851,4884,4786,187,82,105
구암1동         ,10763,5510,5364,10687,5428,5259,4631,76,20,56
구암2동         ,11010,5507,5423,10854,5487,5367,4415,156,70,86
봉암동          ,4767,2330,1906,4080,2260,1820,2062,687,541,146
진해구,191892,98427,93465,188619,96279,92340,74533,3273,2148,1125
중앙동          ,8822,4580,4242,8791,4565,4226,3135,31,15,16
태평동          ,6562,3373,3189,6523,3348,3175,2784,39,25,14
충무동          ,4207,2101,2106,4174,2089,2085,2002,33,12,21
여좌동          ,10521,5229,5292,10442,5199,5243,4758,79,30,49
태백동          ,6212,3135,3077,6188,3129,3059,2947,24,6,18
경화동          ,11562,5844,5718,11510,5827,5683,4496,52,17,35
병암동          ,8418,4183,4235,8383,4175,4208,3447,35,8,27
석동            ,18700,9493,9207,18573,9425,9148,6697,127,68,59
이동            ,10384,5381,5003,10239,5313,4926,4825,145,68,77
자은동          ,17776,8898,8878,17694,8876,8818,6455,82,22,60
덕산동          ,11563,5678,5885,11518,5662,5856,4261,45,16,29
풍호동          ,27167,13641,13526,27088,13612,13476,9051,79,29,50
웅천동          ,5461,3033,2428,5017,2610,2407,2389,444,423,21
웅동1동         ,8032,4407,3625,7281,3700,3581,2742,751,707,44
웅동2동         ,36505,19451,17054,35198,18749,16449,14544,1307,702,605
"   * 마산합포구 오동동 : 오동동+성호동+동서동(통합) 
   * 마산합포구 반월중앙동 : 반월동+중앙동(통합) 
   * 마산회원구 석전동 : 석전1동+석전2동(통합) ",,,,,,,,,,
